"POINTID","Coarse","Clay","Sand","Silt","geometry"
36402146,36,20,26,54,c(1.780444391, 42.08360156)
36422162,55,27,32,41,c(1.784904434, 42.22914653)
36422180,38,17,44,39,c(1.762792125, 42.3906468)
36442160,43,30,17,53,c(1.811383907, 42.21316231)
36442236,58,21,23,56,c(1.717268209, 42.89488492)
36462156,32,50,14,36,c(1.840277964, 42.17922213)
36482182,52,14,39,47,c(1.832658984, 42.41448102)
36483340,7,21,25,54,c(-0.003219756, 52.75118064)
36522178,33,17,36,46,c(1.885749323, 42.38248773)
36522208,31,6,60,34,c(1.84910104, 42.65164341)
36582164,16,16,27,57,c(1.974865264, 42.26264013)
36602158,27,17,40,43,c(2.006074425, 42.21070059)
36642156,36,24,23,53,c(2.056517175, 42.19656026)
36642166,54,11,38,50,c(2.044667835, 42.28632883)
36722152,27,30,13,57,c(2.157328875, 42.16820189)
36722164,57,15,48,38,c(2.143295334, 42.2759432)
36742172,39,14,28,58,c(2.157997092, 42.34964333)
36762164,33,15,50,35,c(2.191430257, 42.27969243)
36802106,30,19,29,52,c(2.305971881, 41.76246898)
36842110,36,11,54,35,c(2.349210251, 41.80207593)
36842170,22,15,26,58,c(2.280800881, 42.34099921)
36862148,21,20,33,47,c(2.330093508, 42.14527113)
36862176,52,11,31,58,c(2.297986263, 42.39671994)
36882150,33,30,21,49,c(2.351838812, 42.16506704)
36922168,38,24,22,54,c(2.379470906, 42.3303833)
36942152,17,27,37,36,c(2.421671603, 42.18849646)
36962122,33,16,38,46,c(2.479244729, 41.92078089)
36982170,43,19,28,53,c(2.44949953, 42.35379316)
37063284,3,23,48,28,c(0.953685536, 52.32099964)
37262452,31,33,15,51,c(2.464469991, 44.90911999)
37342314,10,7,55,39,c(2.72562177, 43.67861451)
37362462,30,8,39,53,c(2.578452513, 45.00776272)
37362472,22,11,32,57,c(2.566454902, 45.09739058)
37362486,30,13,19,68,c(2.549572962, 45.22285691)
37382484,29,11,23,65,c(2.577309426, 45.20672802)
37402464,22,7,41,52,c(2.626534946, 45.0292574)
37462312,51,9,46,45,c(2.875780657, 43.67104199)
37462484,21,11,26,64,c(2.678598662, 45.21384302)
37502424,19,14,28,58,c(2.799171292, 44.67939939)
37502442,23,19,21,60,c(2.77838045, 44.84081728)
37502482,25,8,36,56,c(2.731611259, 45.19943616)
37502492,23,10,30,59,c(2.719795053, 45.28907227)
37502514,27,7,47,45,c(2.693622446, 45.48624588)
37522458,44,8,42,51,c(2.784991569, 44.98602209)
37522476,34,12,30,58,c(2.76397358, 45.14739967)
37522488,31,11,23,66,c(2.74987257, 45.25497137)
37542498,56,9,30,61,c(2.763453971, 45.34635619)
37562412,27,10,42,49,c(2.888075058, 44.57693995)
37562422,44,14,19,66,c(2.876719794, 44.66663832)
37562430,26,12,19,68,c(2.867601292, 44.73839152)
37562458,33,19,22,59,c(2.835444345, 44.98948963)
37562466,37,11,32,57,c(2.826186849, 45.06122115)
37562476,34,10,35,55,c(2.814570962, 45.15087887)
37562524,9,11,37,51,c(2.758124967, 45.58113392)
37562542,23,8,35,57,c(2.736658925, 45.74243669)
37582396,46,39,9,51,c(2.931128507, 44.43511163)
37582414,26,15,28,58,c(2.910861743, 44.59659093)
37602420,55,10,41,49,c(2.929151131, 44.65211839)
37602502,30,5,69,26,c(2.834952725, 45.38742624)
37622444,32,20,22,57,c(2.927092112, 44.86909039)
37622476,45,9,34,56,c(2.890477684, 45.15605204)
37622530,27,7,51,42,c(2.827555557, 45.64013009)
37642442,25,19,19,61,c(2.954532975, 44.85285417)
37642478,48,10,29,61,c(2.913485965, 45.17569749)
37642496,20,9,32,59,c(2.892727251, 45.33708344)
37662458,25,19,25,56,c(2.961600786, 44.99805235)
37662506,19,8,44,48,c(2.906554343, 45.42844792)
37662516,18,10,34,56,c(2.894944689, 45.51809268)
37662530,17,10,38,52,c(2.87860794, 45.64358336)
37682420,28,7,42,50,c(3.029480397, 44.65888437)
37682492,20,7,45,48,c(2.948097929, 45.30463834)
37682496,12,8,49,43,c(2.943503738, 45.34050242)
37682532,21,12,32,56,c(2.901802778, 45.66322753)
37702434,29,8,53,39,c(3.038989599, 44.78615856)
37702440,42,14,36,50,c(3.032285905, 44.83998167)
37702494,26,15,38,48,c(2.971184028, 45.3242702)
37702506,27,13,29,58,c(2.957415263, 45.43186109)
37722426,15,2,86,11,c(3.073012376, 44.71606247)
37722444,25,14,29,57,c(3.052989606, 44.8775401)
37722504,17,7,44,49,c(2.985139338, 45.41562676)
37722508,7,6,53,40,c(2.980554409, 45.45148994)
37722516,15,11,36,53,c(2.97136113, 45.5232129)
37742430,28,12,40,48,c(3.093703855, 44.75361594)
37742434,17,8,50,41,c(3.089275834, 44.78950198)
37742466,27,19,21,59,c(3.053582304, 45.07654767)
37742488,29,13,29,57,c(3.028762041, 45.27384811)
37782406,10,14,36,50,c(3.170187117, 44.54157663)
37782424,11,9,43,47,c(3.150544291, 44.70309775)
37782442,18,8,69,24,c(3.13075271, 44.86459468)
37782460,18,18,42,40,c(3.110810798, 45.02606767)
37782484,23,19,18,63,c(3.083984962, 45.24132822)
37802422,34,6,57,37,c(3.17783438, 44.68679906)
37802434,16,10,48,42,c(3.164715233, 44.7944718)
37802440,11,7,65,28,c(3.158130839, 44.84830416)
37822406,31,11,48,42,c(3.220262784, 44.54485473)
37822412,31,10,40,51,c(3.213778806, 44.59870143)
37822460,35,15,53,32,c(3.161315479, 45.0293787)
37822466,18,16,34,50,c(3.154682754, 45.08320146)
37862420,43,8,60,32,c(3.255299361, 44.67375528)
37862460,34,9,49,42,c(3.21182554, 45.03266543)
37882440,25,8,65,26,c(3.258830793, 44.85485323)
37882494,22,10,47,43,c(3.199686598, 45.33929242)
37902414,8,21,33,46,c(3.311906736, 44.62314331)
37902480,22,12,41,47,c(3.240489229, 45.21535148)
37922448,20,14,28,58,c(3.300575265, 44.92987835)
37922466,21,17,31,53,c(3.281088651, 45.0913819)
37942396,39,21,33,47,c(3.381055958, 44.46477636)
37942418,23,12,44,44,c(3.357820332, 44.66225682)
37942454,29,13,39,48,c(3.319333057, 44.9853297)
37982422,23,20,19,61,c(3.403795196, 44.70134975)
37982444,35,11,51,38,c(3.380480089, 44.898801)
38002370,35,19,18,63,c(3.482966954, 44.236076)
38002438,34,15,34,51,c(3.41203694, 44.84654543)
38002456,49,14,39,47,c(3.392920398, 45.00808347)
38002460,17,11,34,55,c(3.388652553, 45.04397765)
38002484,39,8,56,36,c(3.362893485, 45.25931875)
38022368,37,30,20,50,c(3.509925639, 44.21968074)
38022398,30,32,18,51,c(3.479024202, 44.48906094)
38022408,26,10,54,36,c(3.468637477, 44.5788394)
38022434,5,18,19,63,c(3.441427573, 44.81222895)
38022458,47,13,46,41,c(3.416045573, 45.02762183)
38022524,23,10,45,45,c(3.344902187, 45.61974166)
38042406,26,12,43,45,c(3.495770813, 44.56245417)
38042428,30,10,53,37,c(3.472872683, 44.75995046)
38062416,40,13,29,58,c(3.510481963, 44.65379634)
38062440,46,11,47,42,c(3.485482048, 44.86923453)
38082372,43,17,23,60,c(3.580590059, 44.2602644)
38082408,47,10,63,28,c(3.543822404, 44.58353266)
38083128,21,22,37,41,c(2.673069721, 51.03169874)
38102416,24,11,45,44,c(3.560672172, 44.6569117)
38102440,47,17,39,44,c(3.53586309, 44.87236375)
38102512,15,11,44,45,c(3.459910954, 45.51847406)
38102520,12,17,44,39,c(3.45132771, 45.59024185)
38122410,10,7,65,28,c(3.591908776, 44.60458906)
38122428,15,11,36,53,c(3.573443452, 44.76619501)
38142406,33,29,18,53,c(3.621052013, 44.57021317)
38142430,35,13,38,49,c(3.596536909, 44.78569638)
38142442,52,12,52,36,c(3.584186434, 44.89342236)
38162408,38,13,29,57,c(3.64408631, 44.58970601)
38162422,27,10,37,52,c(3.629859256, 44.71541156)
38162444,46,10,56,33,c(3.607332883, 44.91292025)
38162462,37,14,33,53,c(3.588746417, 45.07449256)
38182394,13,12,43,44,c(3.683244195, 44.4655105)
38182406,10,41,11,49,c(3.671173096, 44.57327463)
38182424,9,8,49,43,c(3.65295239, 44.73490113)
38182438,27,12,48,40,c(3.638685289, 44.86059446)
38202336,32,28,36,36,c(3.765534976, 43.9460021)
38202380,45,11,52,37,c(3.722211281, 44.34128674)
38202398,18,13,27,60,c(3.704258086, 44.5029525)
38202422,20,9,53,38,c(3.68010939, 44.71846998)
38202434,46,20,36,44,c(3.667943614, 44.8262131)
38202488,31,8,56,36,c(3.612429909, 45.31093083)
38203142,31,39,14,47,c(2.823965443, 51.16751427)
38222384,23,8,48,45,c(3.743210506, 44.37872409)
38222464,22,21,19,60,c(3.662554187, 45.09705807)
38223144,33,43,13,44,c(2.849661825, 51.18715179)
38242404,17,17,27,56,c(3.748356221, 44.55986)
38242416,32,10,54,36,c(3.736376768, 44.66762543)
38242440,46,5,71,24,c(3.71223621, 44.88312519)
38242470,18,12,48,40,c(3.681715478, 45.15244245)
38262408,36,14,42,44,c(3.769443636, 44.59728715)
38262486,20,12,40,48,c(3.690665812, 45.29757878)
38282398,38,16,33,50,c(3.804393544, 44.50897017)
38282434,37,6,58,36,c(3.768649657, 44.8322709)
38282488,11,5,63,32,c(3.714007954, 45.31705001)
38283100,3,12,67,21,c(2.995043302, 50.79898045)
38302418,8,13,25,62,c(3.809718318, 44.69008807)
38302518,24,10,47,43,c(3.708627784, 45.58780804)
38322430,9,10,46,44,c(3.822976305, 44.79934353)
38322442,20,15,21,64,c(3.811057274, 44.90709994)
38342416,24,11,41,48,c(3.861916409, 44.67509705)
38342434,19,25,25,50,c(3.844191946, 44.83675066)
38342452,41,14,30,56,c(3.8263328, 44.99838137)
38342494,40,11,56,33,c(3.784129593, 45.37543216)
38342506,36,12,51,38,c(3.771932811, 45.48313882)
38342524,28,7,59,35,c(3.753520374, 45.64468067)
38362424,43,4,70,26,c(3.879198694, 44.74842435)
38362438,24,22,34,45,c(3.865434102, 44.87415281)
38362496,31,15,36,49,c(3.807535272, 45.39488235)
38362502,28,9,55,35,c(3.801464116, 45.44873779)
38362528,26,9,45,46,c(3.774975749, 45.68208343)
38382372,27,8,37,54,c(3.954562892, 44.28276828)
38382422,18,15,33,52,c(3.90629498, 44.73193381)
38382548,23,6,56,38,c(3.780049966, 45.8630567)
38383124,7,16,46,38,c(3.10449379, 51.02213031)
38402424,17,11,49,40,c(3.929488824, 44.751363)
38403112,5,12,55,32,c(3.148808539, 50.9164974)
38422434,17,16,49,35,c(3.944931762, 44.84263888)
38422440,32,23,18,58,c(3.939089805, 44.89652487)
38442378,37,10,66,24,c(4.023719982, 44.34102156)
38442396,25,21,36,43,c(4.006628112, 44.50274848)
38442522,18,10,45,45,c(3.883292587, 45.63420002)
38443098,17,15,40,45,c(3.22378558, 50.79461974)
38462430,19,14,44,41,c(3.999163252, 44.80961908)
38463106,9,15,43,42,c(3.241649166, 50.86784147)
38482454,23,14,45,41,c(4.001209285, 45.02661786)
38482508,19,12,37,50,c(3.948304522, 45.51147265)
38483116,5,11,63,26,c(3.256955227, 50.95894988)
38483134,4,5,68,27,c(3.23339195, 51.1199556)
38502352,35,22,24,53,c(4.122786121, 44.11164384)
38522512,29,6,65,30,c(3.995355737, 45.55029371)
38523136,5,13,53,34,c(3.287710519, 51.14115618)
38542438,53,11,28,61,c(4.0922799, 44.88722012)
38562512,43,10,49,41,c(4.046379179, 45.55318279)
38563082,17,19,22,59,c(3.413656759, 50.66131071)
38582330,32,20,48,32,c(4.242173381, 43.91947301)
38582456,23,13,30,58,c(4.1256824, 45.05174127)
38583072,13,21,21,57,c(3.454375845, 50.57343837)
38602440,25,14,20,66,c(4.166039349, 44.90943324)
38622408,20,8,55,37,c(4.220973769, 44.62333128)
38622468,38,6,64,30,c(4.164933143, 45.16234697)
38622490,49,9,57,34,c(4.144026431, 45.35992468)
38682370,26,26,42,31,c(4.330585757, 44.28594617)
38682466,15,15,38,47,c(4.242813132, 45.14857938)
38702362,29,22,21,57,c(4.362660629, 44.21539072)
38702372,26,17,41,42,c(4.353750355, 44.30528674)
38702462,20,11,60,29,c(4.271857293, 45.1140343)
38702476,20,8,66,26,c(4.258837055, 45.23978961)
38702480,18,9,66,25,c(4.255102777, 45.2757173)
38703124,4,7,64,28,c(3.559101525, 51.04833175)
38723078,13,21,12,66,c(3.644095755, 50.63821178)
38742440,50,6,64,30,c(4.342619756, 44.91913318)
38743106,8,16,26,58,c(3.638145189, 50.89038552)
38743146,3,3,88,9,c(3.588583974, 51.24836094)
38762464,14,9,48,42,c(4.345980297, 45.13612104)
38762486,7,14,35,51,c(4.325737033, 45.33374477)
38782458,11,8,55,37,c(4.376772537, 45.08357797)
38802354,24,15,57,29,c(4.494214775, 44.15016891)
38803102,8,18,16,66,c(3.72799327, 50.8592347)
38803134,9,8,59,32,c(3.689017398, 51.14565749)
38822434,20,15,33,53,c(4.448907917, 44.87062521)
38822448,30,12,52,36,c(4.436378731, 44.99642825)
38822466,40,6,63,31,c(4.420160574, 45.15815567)
38842414,32,28,14,57,c(4.491809712, 44.69221412)
38842454,27,9,52,39,c(4.456277507, 45.05168042)
38843066,8,20,19,60,c(3.827388602, 50.54000491)
38862442,18,11,51,38,c(4.492243875, 44.94518345)
38882368,9,12,57,30,c(4.581842722, 44.28131248)
38882416,36,22,16,63,c(4.540327524, 44.71283424)
38882480,31,7,61,31,c(4.483654871, 45.2879519)
38882488,50,15,31,54,c(4.476462271, 45.35982252)
38883110,6,14,30,56,c(3.83176071, 50.93695759)
38883118,2,6,75,19,c(3.822209011, 51.00857528)
38903114,3,9,67,24,c(3.855379254, 50.97427912)
38922452,23,9,52,39,c(4.559211382, 45.03900925)
38943054,4,8,60,32,c(3.981823767, 50.4400252)
38943130,8,12,26,62,c(3.893248614, 51.12052998)
38962434,37,12,44,45,c(4.62540399, 44.87984719)
38962440,24,7,61,32,c(4.620212273, 44.9337747)
38983092,12,19,16,64,c(3.994491023, 50.78326544)
39002440,11,10,47,43,c(4.670697537, 44.9363578)
39023088,19,22,11,67,c(4.055622507, 50.75037795)
39063124,3,6,66,27,c(4.071079834, 51.07567796)
39083042,11,27,8,65,c(4.191626326, 50.34269072)
39123076,12,19,17,64,c(4.210284188, 50.6500985)
39123144,8,21,46,34,c(4.133669068, 51.25912543)
39223078,11,22,16,61,c(4.349159218, 50.67503227)
39262352,31,25,29,46,c(5.068574915, 44.16106932)
39263060,11,19,19,62,c(4.424822608, 50.51651432)
39282308,23,11,41,48,c(5.127178776, 43.76630023)
39283056,13,22,16,62,c(4.45717952, 50.48203607)
39303054,20,26,11,63,c(4.487389784, 50.46546999)
39303086,10,20,9,71,c(4.4535541, 50.75220302)
39303122,11,21,43,37,c(4.414866851, 51.07473643)
39322344,41,12,46,42,c(5.149412863, 44.09261872)
39363034,9,23,10,67,c(4.592270274, 50.29025042)
39382342,17,7,77,16,c(5.225556674, 44.07809573)
39382432,10,12,53,35,c(5.156753077, 44.88774181)
39422408,57,22,33,45,c(5.225625271, 44.67420326)
39423106,5,15,33,52,c(4.602448148, 50.93947209)
39442388,31,25,16,59,c(5.265882472, 44.49543215)
39443132,4,9,51,40,c(4.603690251, 51.17377673)
39483040,19,26,12,62,c(4.754331562, 50.35186398)
39522426,25,21,32,47,c(5.337887684, 44.84180163)
39523026,25,26,9,64,c(4.82415092, 50.22891432)
39542368,65,27,27,47,c(5.405781533, 44.32109341)
39543124,3,12,70,18,c(4.754539878, 51.10862413)
39543150,4,4,77,18,c(4.727874101, 51.34163036)
39563098,7,19,22,59,c(4.809229092, 50.87687552)
39563112,5,14,53,33,c(4.795165913, 51.00235798)
39583032,12,25,9,66,c(4.902281677, 50.28648328)
39583078,12,19,33,48,c(4.857404971, 50.69886968)
39602470,17,23,22,55,c(5.406201172, 45.24200279)
39603074,10,24,11,65,c(4.889574391, 50.66427024)
39622348,28,26,13,61,c(5.519886903, 44.14546139)
39622352,79,30,20,50,c(5.517063108, 44.18146548)
39622388,35,38,15,47,c(5.491435906, 44.50545353)
39622438,22,24,30,45,c(5.455195124, 44.95529468)
39622460,22,23,29,48,c(5.439005587, 45.15317387)
39623104,10,27,33,39,c(4.888383891, 50.93445197)
39623132,18,7,61,32,c(4.860541354, 51.18542949)
39682380,48,22,31,46,c(5.572269438, 44.43669085)
39683136,3,2,86,12,c(4.942242615, 51.22504309)
39702454,45,17,38,45,c(5.5447654, 45.10355995)
39703092,18,26,15,59,c(5.013522111, 50.83183563)
39722416,42,22,20,58,c(5.597131085, 44.76276872)
39742392,45,35,20,45,c(5.639067847, 44.54786107)
39742418,40,48,14,38,c(5.620909004, 44.78182286)
39743098,10,17,22,61,c(5.064484487, 50.88806524)
39743134,3,4,81,15,c(5.029903618, 51.21081227)
39762394,51,23,29,49,c(5.662772828, 44.56690798)
39762420,24,22,27,50,c(5.644702655, 44.80087145)
39763078,11,24,9,66,c(5.111700474, 50.70994783)
39782354,57,31,14,55,c(5.715129502, 44.20791204)
39783128,2,6,66,29,c(5.092775544, 51.15944996)
39803126,7,5,74,21,c(5.123209278, 51.14272121)
39822408,42,28,22,49,c(5.72852414, 44.69601043)
39822452,24,23,20,56,c(5.698178841, 45.09190936)
39822552,59,22,24,54,c(5.627066173, 45.99123873)
39822588,47,27,19,54,c(5.600709232, 46.31485502)
39862512,25,21,16,63,c(5.707035837, 45.63366613)
39862992,12,15,30,54,c(5.329790945, 49.94450283)
39882558,40,26,14,59,c(5.70002492, 46.04832989)
39883092,9,19,25,56,c(5.268570515, 50.842573)
39883120,5,5,69,25,c(5.242872444, 51.09365844)
39902512,24,12,61,27,c(5.758198807, 45.63572925)
39903096,17,18,25,58,c(5.293287451, 50.87960307)
39962440,32,18,24,58,c(5.883508224, 44.9910514)
39963136,4,4,74,22,c(5.342385563, 51.24176252)
39982582,32,26,13,61,c(5.812166711, 46.26923787)
39982592,31,26,20,55,c(5.80513686, 46.35913792)
40002480,42,26,14,59,c(5.90762052, 45.35292713)
40022388,21,32,21,47,c(5.992911405, 44.52597365)
40022432,53,9,49,42,c(5.96458367, 44.92201029)
40022438,44,12,35,53,c(5.960679959, 44.97600582)
40042416,34,33,14,53,c(6.000139455, 44.77897881)
40043010,20,27,14,59,c(5.565194023, 50.1160249)
40062390,23,32,20,48,c(6.041816115, 44.54589791)
40063210,1,13,47,40,c(5.41896019, 51.91102261)
40082398,41,41,9,51,c(6.061887463, 44.61886788)
40082404,47,39,13,49,c(6.05811116, 44.67287949)
40082416,41,18,31,52,c(6.050529925, 44.78089584)
40082610,36,18,26,55,c(5.922439939, 46.52596427)
40082614,16,26,18,55,c(5.919684673, 46.56192282)
40082970,24,29,16,54,c(5.653712087, 49.75924892)
40083088,8,21,12,67,c(5.555506945, 50.81796207)
40102378,40,20,25,55,c(6.099451508, 44.43975524)
40102396,33,28,29,44,c(6.088260418, 44.6018094)
40102612,46,8,57,35,c(5.947081083, 46.54492913)
40102644,19,25,11,64,c(5.925025169, 46.83257699)
40122406,38,35,20,45,c(6.107163559, 44.69277209)
40162496,24,32,13,55,c(6.101092775, 45.50459528)
40162610,35,21,26,53,c(6.02648288, 46.52986686)
40162618,26,7,56,37,c(6.021107566, 46.60178921)
40163108,7,6,69,25,c(5.652097812, 51.00169217)
40163114,5,7,56,37,c(5.647038089, 51.0555162)
40163140,1,5,77,19,c(5.624943006, 51.28874267)
40182380,48,23,33,44,c(6.198430466, 44.46147445)
40202492,22,25,27,48,c(6.154665917, 45.47047812)
40202532,24,16,31,53,c(6.129282462, 45.83032861)
40222524,26,33,16,51,c(6.160039567, 45.75929757)
40242526,24,21,29,49,c(6.184426529, 45.77821484)
40243254,5,2,80,18,c(5.641819128, 52.31551892)
40263330,9,38,9,53,c(5.603342987, 52.99815229)
40282972,9,20,24,56,c(5.929382498, 49.7874991)
40302366,19,21,18,61,c(6.356879559, 44.34078354)
40302370,21,19,26,55,c(6.354570114, 44.37680717)
40302406,40,20,25,55,c(6.333610119, 44.70097371)
40302636,40,13,49,38,c(6.191852066, 46.77022298)
40302942,17,30,12,58,c(5.979568136, 49.51918463)
40322462,43,22,14,64,c(6.325759254, 45.20596222)
40322632,14,16,32,52,c(6.220554977, 46.7351805)
40322962,6,3,83,15,c(5.992320443, 49.69971032)
40342298,23,18,34,47,c(6.445039903, 43.72994163)
40342388,15,10,64,27,c(6.394315244, 44.54065084)
40342466,34,15,31,54,c(6.348779666, 45.24284739)
40342546,49,26,28,46,c(6.300482115, 45.96267367)
40342942,11,47,9,44,c(6.034734521, 49.5211376)
40362386,29,28,21,52,c(6.420549149, 44.52350647)
40362476,21,19,33,47,c(6.368282984, 45.33372621)
40362506,31,19,26,55,c(6.350412858, 45.60369167)
40382968,23,22,20,58,c(6.070996623, 49.75648669)
40382996,41,20,35,46,c(6.050375657, 50.00784052)
40383310,4,26,11,63,c(5.799159338, 52.82516472)
40402458,38,18,35,47,c(6.429651345, 45.1734579)
40402632,30,16,34,50,c(6.325024555, 46.73879624)
40422544,30,27,21,52,c(6.404656983, 45.9482121)
40422576,32,13,49,38,c(6.385433605, 46.23606754)
40422580,22,24,25,50,c(6.383011927, 46.27204559)
40442394,35,22,12,66,c(6.516460984, 44.59895352)
40442560,46,19,39,41,c(6.42088546, 46.09301627)
40442574,37,18,34,48,c(6.412509976, 46.21895007)
40442638,9,17,25,58,c(6.373566883, 46.7945166)
40442956,12,13,40,47,c(6.162728912, 49.65160273)
40443366,7,19,34,47,c(5.840044187, 53.33053431)
40462302,51,24,26,50,c(6.591380464, 43.77101034)
40462418,44,24,26,50,c(6.528273084, 44.81590444)
40462544,60,25,19,56,c(6.456135047, 45.9499396)
40462580,14,16,34,50,c(6.434798671, 46.27378512)
40482334,75,21,46,33,c(6.599160391, 44.06016611)
40482568,40,23,29,48,c(6.467790499, 46.16670272)
40482646,20,20,22,59,c(6.420988916, 46.86819714)
40482946,6,5,79,16,c(6.225055749, 49.56367742)
40502560,24,28,20,52,c(6.498310807, 46.09558741)
40503298,7,16,26,58,c(5.986833741, 52.72361526)
40522330,25,6,76,18,c(6.651036595, 44.02575142)
40522348,41,19,36,45,c(6.641541452, 44.18792233)
40522430,37,22,30,48,c(6.597369967, 44.92643852)
40522484,27,25,33,42,c(6.567436052, 45.41255363)
40522492,21,20,28,51,c(6.562942661, 45.48455614)
40522658,32,27,12,60,c(6.466123065, 46.97782017)
40542300,22,19,26,55,c(6.691460577, 43.75621745)
40542404,35,20,41,39,c(6.636704357, 44.69313445)
40542494,37,24,21,55,c(6.587348671, 45.50338401)
40542512,45,12,42,46,c(6.577248819, 45.66537706)
40562298,55,13,37,51,c(6.717239047, 43.73898525)
40562312,21,22,18,60,c(6.710065175, 43.86515389)
40562532,28,25,19,56,c(6.591627118, 45.84617559)
40562558,45,30,13,58,c(6.576883719, 46.080109)
40602576,21,21,24,55,c(6.618341935, 46.24369207)
40622592,48,9,46,45,c(6.635205108, 46.38844129)
40623316,4,6,57,37,c(6.150015955, 52.89092851)
40642558,30,31,15,55,c(6.680102034, 46.08337359)
40663302,6,7,64,29,c(6.220266266, 52.76720443)
40702358,23,11,41,48,c(6.861087564, 44.28505569)
40702592,41,36,11,53,c(6.739018842, 46.39165202)
40702664,16,21,12,67,c(6.698917032, 47.03923726)
40722296,49,14,39,47,c(6.916208395, 43.72708305)
40742298,54,19,25,56,c(6.940002138, 43.74584931)
40743284,0,2,85,14,c(6.352115882, 52.60936018)
40783372,6,34,16,50,c(6.345202663, 53.40080914)
40822302,53,25,26,50,c(7.037177302, 43.78480189)
40843320,4,5,67,28,c(6.473634809, 52.93685171)
40922518,12,17,23,60,c(7.061005373, 45.73399391)
40942332,53,28,22,49,c(7.172575217, 44.05938366)
40942518,36,10,51,40,c(7.086650692, 45.73470158)
40943358,7,29,15,56,c(6.595484407, 53.28216721)
40962378,46,12,31,56,c(7.177019962, 44.47458791)
40962390,42,7,49,44,c(7.171621049, 44.58270343)
40962778,60,4,64,32,c(6.981190868, 48.07419212)
40982448,40,8,44,48,c(7.170494, 45.10582466)
40982506,41,6,50,44,c(7.143592603, 45.6280709)
41003224,4,12,58,30,c(6.774990309, 52.08186203)
41022358,34,16,37,47,c(7.260941398, 44.29638173)
41022528,5,15,25,60,c(7.184592289, 45.82748976)
41043334,5,6,63,31,c(6.761474266, 53.07086895)
41062402,17,20,18,62,c(7.292045345, 44.69415082)
41082416,36,5,61,33,c(7.311190217, 44.8209245)
41082462,33,14,24,61,c(7.291134962, 45.23524934)
41082902,31,34,13,54,c(7.077573237, 49.19299701)
41102384,31,14,31,55,c(7.350013988, 44.53326595)
41102438,32,15,32,53,c(7.326965264, 45.01974353)
41102442,17,15,29,56,c(7.325236962, 45.05577201)
41102514,53,17,26,57,c(7.293619533, 45.70412844)
41122308,43,27,20,54,c(7.40638441, 43.84891483)
41162380,25,16,31,54,c(7.42695623, 44.49911109)
41182814,26,10,31,59,c(7.258626129, 48.40553564)
41202376,29,25,22,53,c(7.478733319, 44.46429355)
41222516,45,10,45,45,c(7.446587908, 45.72595099)
41242352,47,21,27,51,c(7.538255213, 44.24919636)
41262332,53,13,47,40,c(7.570898303, 44.0695062)
41262404,19,28,14,58,c(7.542998671, 44.71839771)
41262474,41,14,28,58,c(7.515051241, 45.34896598)
41262512,8,14,34,52,c(7.499527798, 45.69115803)
41322378,46,22,35,43,c(7.628414016, 44.4858546)
41322462,21,19,25,55,c(7.596165888, 45.24265794)
41322480,22,11,28,61,c(7.589105038, 45.40477694)
41342404,29,29,14,57,c(7.643740375, 44.72071923)
41342434,26,20,31,49,c(7.632350317, 44.99101067)
41342524,53,13,42,45,c(7.5972966, 45.80157686)
41362526,10,13,37,50,c(7.622192843, 45.82016273)
41382388,16,19,33,47,c(7.700001681, 44.57766287)
41382484,23,11,33,56,c(7.664071047, 45.44252212)
41402524,8,14,32,54,c(7.67434455, 45.80329257)
41422376,9,28,15,57,c(7.754542797, 44.47061154)
41462334,17,14,23,63,c(7.819225138, 44.0930851)
41462518,4,13,23,63,c(7.753623569, 45.75092461)
41482350,11,21,15,64,c(7.838694334, 44.2378489)
41522502,11,10,38,52,c(7.836311643, 45.60843838)
41562438,35,19,32,49,c(7.909414277, 45.03296612)
41582314,11,23,24,53,c(7.975061811, 43.91579295)
41642752,21,13,44,43,c(7.902645817, 47.86156154)
41643342,4,3,78,19,c(7.652331193, 53.16343399)
41682750,28,12,47,41,c(7.956775166, 47.84457932)
41702440,20,32,11,57,c(8.086108941, 45.05436927)
41722320,3,29,17,54,c(8.147180188, 43.97316384)
41722486,9,28,21,51,c(8.097265316, 45.4692432)
41742420,5,28,10,62,c(8.142789259, 44.8750616)
41782532,49,12,32,56,c(8.159974939, 45.88490661)
41782754,29,6,51,43,c(8.088921918, 47.88296642)
41802354,7,22,26,52,c(8.237219761, 44.28147099)
41821790,3,0,100,0,c(8.400721701, 39.18547359)
41821812,4,32,26,42,c(8.395877495, 39.38476217)
41822360,4,22,30,47,c(8.260565446, 44.33598641)
41822374,2,24,49,27,c(8.256697925, 44.46219678)
41842350,30,11,49,40,c(8.288294955, 44.24624408)
41862408,6,43,9,49,c(8.297635094, 44.76949195)
41882358,6,21,24,56,c(8.336154308, 44.31918496)
41882776,20,16,36,47,c(8.215605936, 48.083111)
41902382,2,20,23,57,c(8.354910917, 44.53594623)
41921944,4,20,26,55,c(8.483462151, 40.58145393)
41922402,3,23,30,47,c(8.374837962, 44.71661767)
41942506,28,23,26,51,c(8.372791037, 45.65409032)
41961776,6,36,29,35,c(8.564521171, 39.06115104)
41982368,3,26,14,60,c(8.458783484, 44.41127226)
41982386,6,27,20,53,c(8.454364256, 44.57354233)
41982542,2,6,44,50,c(8.414620497, 45.97910872)
42001906,3,30,18,52,c(8.585136146, 40.23903139)
42002504,3,19,17,63,c(8.450157366, 45.63722721)
