"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","geometry"
49462554,"HU","HU2","HU23","HU231",c(18.04564299, 45.79440752)
49462572,"HU","HU2","HU23","HU231",c(18.06963613, 45.95548104)
49462810,"SK","SK0","SK02","SK023",c(18.40515612, 48.08305403)
49464312,"FI","FI1","FI19","FI196",c(21.73522615, 61.43980143)
49464498,"FI","FI1","FI19","FI195",c(22.38624389, 63.0867795)
49464876,"FI","FI1","FI1D","FI1D7",c(23.99792734, 66.4273777)
49481956,"IT","ITF","ITF4","ITF43",c(17.3656099, 40.42609024)
49482568,"HU","HU2","HU23","HU231",c(18.08991827, 45.91773662)
49483014,"PL","PL2","PL22","PL225",c(18.75021193, 49.90159134)
49483194,"PL","PL7","PL71","PL714",c(19.05731201, 51.50596355)
49483198,"PL","PL7","PL71","PL714",c(19.0644403, 51.54159619)
49483302,"PL","PL6","PL61","PL619",c(19.25472929, 52.46775432)
49484292,"FI","FI1","FI19","FI196",c(21.70645451, 61.25963714)
49484314,"FI","FI1","FI19","FI196",c(21.77869024, 61.45453115)
49484440,"FI","FI1","FI19","FI194",c(22.21277298, 62.57028485)
49484508,"FI","FI1","FI19","FI195",c(22.46248175, 63.17209309)
49484958,"FI","FI1","FI1D","FI1D7",c(24.45614461, 67.14679902)
49485034,"FI","FI1","FI1D","FI1D7",c(24.86523946, 67.81631176)
49501954,"IT","ITF","ITF4","ITF43",c(17.38689055, 40.40633014)
49502560,"HU","HU2","HU23","HU231",c(18.10481197, 45.84419638)
49502668,"HU","HU2","HU21","HU211",c(18.2528947, 46.81015139)
49502704,"HU","HU2","HU21","HU211",c(18.30381787, 47.1319502)
49502800,"SK","SK0","SK02","SK023",c(18.44362467, 47.98964473)
49503172,"PL","PL7","PL71","PL713",c(19.0468487, 51.30775043)
49503190,"PL","PL7","PL71","PL714",c(19.07879305, 51.4681027)
49503208,"PL","PL7","PL71","PL714",c(19.11101584, 51.62843775)
49503244,"PL","PL7","PL71","PL712",c(19.17631079, 51.94905684)
49503262,"PL","PL7","PL71","PL715",c(19.20939013, 52.10934119)
49504222,"FI","FI1","FI1C","FI1C1",c(21.51916834, 60.63645577)
49504478,"FI","FI1","FI19","FI195",c(22.38947853, 62.90346047)
49504846,"FI","FI1","FI1D","FI1D7",c(23.93926272, 66.15546038)
49522970,"CZ","CZ0","CZ08","CZ080",c(18.73390934, 49.50487808)
49523186,"PL","PL7","PL71","PL713",c(19.10024154, 51.43023802)
49523266,"PL","PL7","PL71","PL715",c(19.24579655, 52.14268457)
49523276,"PL","PL7","PL71","PL715",c(19.26439333, 52.23171701)
49523284,"PL","PL7","PL71","PL715",c(19.27933663, 52.30293927)
49523302,"PL","PL6","PL61","PL619",c(19.31317497, 52.46317749)
49524278,"FI","FI1","FI19","FI196",c(21.73403735, 61.12966316)
49524320,"FI","FI1","FI19","FI196",c(21.87241641, 61.50166332)
49524374,"FI","FI1","FI19","FI196",c(22.05589314, 61.97982143)
49524418,"FI","FI1","FI19","FI194",c(22.21022666, 62.3693214)
49524464,"FI","FI1","FI19","FI194",c(22.37643482, 62.7764154)
49524554,"FI","FI1","FI19","FI195",c(22.71686179, 63.57255713)
49524584,"FI","FI1","FI19","FI195",c(22.83507157, 63.83782962)
49524926,"FI","FI1","FI1D","FI1D7",c(24.37959535, 66.85728054)
49542974,"CZ","CZ0","CZ08","CZ080",c(18.76782926, 49.53841905)
49542992,"PL","PL2","PL22","PL225",c(18.79710487, 49.69895602)
49544434,"FI","FI1","FI19","FI194",c(22.30554483, 62.5077981)
49561970,"IT","ITF","ITF4","ITF44",c(17.47393997, 40.54502262)
49561996,"IT","ITF","ITF4","ITF44",c(17.50171462, 40.77896114)
49562000,"IT","ITF","ITF4","ITF44",c(17.50601277, 40.81494564)
49562968,"SK","SK0","SK03","SK031",c(18.78555978, 49.48276007)
49564300,"FI","FI1","FI19","FI196",c(21.87949003, 61.31851485)
49564328,"FI","FI1","FI19","FI196",c(21.97317822, 61.5664417)
49564412,"FI","FI1","FI19","FI194",c(22.26460995, 62.30998024)
49564534,"FI","FI1","FI19","FI195",c(22.71773956, 63.38918872)
49564872,"FI","FI1","FI1D","FI1D7",c(24.19562845, 66.37385923)
49565012,"FI","FI1","FI1D","FI1D7",c(24.92625449, 67.6071483)
49565156,"FI","FI1","FI1D","FI1D7",c(25.76895775, 68.87320472)
49565160,"FI","FI1","FI1D","FI1D7",c(25.79384467, 68.9083312)
49565214,"FI","FI1","FI1D","FI1D7",c(26.1383109, 69.38229132)
49582782,"SK","SK0","SK02","SK023",c(18.52317426, 47.82064023)
49583214,"PL","PL7","PL71","PL712",c(19.23670314, 51.67285116)
49583316,"PL","PL9","PL92","PL923",c(19.42759243, 52.58085455)
49584294,"FI","FI1","FI19","FI196",c(21.89627718, 61.26236629)
49584312,"FI","FI1","FI19","FI196",c(21.95625965, 61.42174079)
49584522,"FI","FI1","FI19","FI194",c(22.71052242, 63.27982943)
49584528,"FI","FI1","FI19","FI194",c(22.73366207, 63.33288045)
49585158,"FI","FI1","FI1D","FI1D7",c(25.8292408, 68.88664156)
49601964,"IT","ITF","ITF4","ITF44",c(17.51436106, 40.48745766)
49602580,"HU","HU2","HU23","HU231",c(18.26008359, 46.01323356)
49602810,"SK","SK0","SK02","SK023",c(18.59194251, 48.06858533)
49602822,"SK","SK0","SK02","SK023",c(18.61019836, 48.17572061)
49602832,"SK","SK0","SK02","SK023",c(18.6254867, 48.26499273)
49602904,"SK","SK0","SK03","SK031",c(18.73761988, 48.90756009)
49603200,"PL","PL7","PL71","PL714",c(19.23987296, 51.54591308)
49603350,"PL","PL9","PL92","PL923",c(19.52287355, 52.88105675)
49603462,"PL","PL6","PL62","PL621",c(19.74838834, 53.87722021)
49603476,"PL","PL6","PL62","PL621",c(19.77749005, 54.00169772)
49604430,"FI","FI1","FI19","FI194",c(22.40520824, 62.46295271)
49604542,"FI","FI1","FI19","FI195",c(22.8272633, 63.45337932)
49604566,"FI","FI1","FI19","FI195",c(22.92195137, 63.66551302)
49604568,"FI","FI1","FI19","FI195",c(22.92991286, 63.68318915)
49604884,"FI","FI1","FI1D","FI1D7",c(24.34231553, 66.47224842)
49604946,"FI","FI1","FI1D","FI1D7",c(24.66073101, 67.01842239)
49622620,"HU","HU2","HU23","HU231",c(18.34127156, 46.368943)
49623100,"PL","PL2","PL22","PL224",c(19.09041896, 50.65292138)
49623196,"PL","PL7","PL71","PL713",c(19.26121904, 51.50802067)
49623334,"PL","PL9","PL92","PL923",c(19.52107326, 52.73635173)
49623502,"PL","PL6","PL62","PL621",c(19.86250883, 54.23040455)
49624258,"FI","FI1","FI1C","FI1C1",c(21.85092682, 60.93757561)
49624302,"FI","FI1","FI19","FI196",c(21.99628073, 61.32712617)
49624882,"FI","FI1","FI1D","FI1D7",c(24.37581939, 66.45090888)
49625026,"FI","FI1","FI1D","FI1D7",c(25.14089735, 67.71860035)
49642720,"HU","HU2","HU21","HU211",c(18.51062358, 47.26064399)
49642738,"HU","HU2","HU21","HU211",c(18.53713002, 47.42143848)
49642882,"SK","SK0","SK02","SK022",c(18.75699133, 48.70700122)
49643256,"PL","PL7","PL71","PL715",c(19.40098958, 52.03989071)
49643278,"PL","PL7","PL71","PL715",c(19.44256953, 52.23569721)
49643472,"PL","PL6","PL62","PL621",c(19.82960247, 53.96127987)
49644300,"FI","FI1","FI19","FI196",c(22.02627093, 61.30637192)
49644354,"FI","FI1","FI19","FI196",c(22.21061357, 61.78427363)
49644912,"FI","FI1","FI1D","FI1D7",c(24.57210868, 66.71143154)
49644930,"FI","FI1","FI1D","FI1D7",c(24.66549339, 66.86993458)
49662906,"SK","SK0","SK03","SK031",c(18.82216143, 48.91898145)
49663176,"PL","PL7","PL71","PL713",c(19.28198581, 51.32537202)
49663270,"PL","PL7","PL71","PL715",c(19.4564169, 52.16217289)
49663284,"PL","PL7","PL71","PL715",c(19.48308629, 52.28676216)
49663320,"PL","PL9","PL92","PL923",c(19.55251463, 52.60708726)
49663464,"PL","PL6","PL62","PL621",c(19.84305143, 53.88772551)
49664350,"FI","FI1","FI19","FI196",c(22.23391099, 61.74577181)
49664530,"FI","FI1","FI19","FI194",c(22.89776245, 63.33744461)
49664548,"FI","FI1","FI19","FI195",c(22.96865956, 63.49650223)
49664566,"FI","FI1","FI19","FI195",c(23.04043669, 63.65553838)
49665282,"FI","FI1","FI1D","FI1D7",c(26.84602802, 69.9565147)
49682560,"HU","HU2","HU23","HU231",c(18.33509214, 45.82631904)
49682686,"HU","HU2","HU21","HU211",c(18.51335534, 46.95274405)
49682884,"SK","SK0","SK02","SK022",c(18.8141793, 48.72056443)
49683178,"PL","PL7","PL71","PL713",c(19.31412215, 51.34089727)
49683466,"PL","PL6","PL62","PL621",c(19.8774164, 53.90306294)
49684306,"FI","FI1","FI19","FI196",c(22.11990863, 61.35334157)
49684342,"FI","FI1","FI19","FI196",c(22.2432734, 61.67187897)
49684522,"FI","FI1","FI19","FI194",c(22.90551268, 63.26345)
49684538,"FI","FI1","FI19","FI195",c(22.96832523, 63.40482621)
49684564,"FI","FI1","FI19","FI195",c(23.07187262, 63.63452622)
49684592,"FI","FI1","FI1D","FI1D5",c(23.18547885, 63.88184381)
49685086,"FI","FI1","FI1D","FI1D7",c(25.62639985, 68.23390915)
49701980,"IT","ITF","ITF4","ITF44",c(17.64870269, 40.62238356)
49702798,"SK","SK0","SK02","SK023",c(18.70686834, 47.95093752)
49702838,"SK","SK0","SK02","SK023",c(18.7686995, 48.30796424)
49702880,"SK","SK0","SK03","SK032",c(18.83482899, 48.68272778)
49702910,"SK","SK0","SK03","SK031",c(18.88283947, 48.95034558)
49703024,"PL","PL2","PL22","PL22C",c(19.07141279, 49.96677472)
49703144,"PL","PL2","PL22","PL224",c(19.28103279, 51.03585215)
49703482,"PL","PL6","PL62","PL621",c(19.94143586, 54.04282255)
49703500,"PL","PL6","PL62","PL621",c(19.9798441, 54.2027926)
49704256,"FI","FI1","FI1C","FI1C1",c(21.98942698, 60.90777818)
49704292,"FI","FI1","FI19","FI196",c(22.1092811, 61.22637756)
49704296,"FI","FI1","FI19","FI196",c(22.12276721, 61.26177324)
49704374,"FI","FI1","FI19","FI196",c(22.39275443, 61.95181397)
49704436,"FI","FI1","FI19","FI194",c(22.61731257, 62.50006088)
49704508,"FI","FI1","FI19","FI194",c(22.88992779, 63.13644214)
49704544,"FI","FI1","FI19","FI195",c(23.03127699, 63.45450804)
49704562,"FI","FI1","FI19","FI195",c(23.10326536, 63.61350839)
49705016,"FI","FI1","FI1D","FI1D7",c(25.26676865, 67.6148707)
49705052,"FI","FI1","FI1D","FI1D7",c(25.47276776, 67.93122135)
49705076,"FI","FI1","FI1D","FI1D7",c(25.6134935, 68.14202371)
49722502,"HR","HR0","HR04","HR04B",c(18.30689844, 45.30340512)
49722596,"HU","HU2","HU23","HU231",c(18.43649438, 46.14420722)
49722812,"SK","SK0","SK02","SK023",c(18.75505852, 48.07378321)
49722854,"SK","SK0","SK03","SK032",c(18.82061405, 48.44860081)
49724240,"FI","FI1","FI1C","FI1C1",c(21.97310864, 60.76312668)
49724396,"FI","FI1","FI19","FI196",c(22.50901358, 62.14319772)
49724432,"FI","FI1","FI19","FI194",c(22.64053999, 62.46147861)
49724506,"FI","FI1","FI19","FI194",c(22.92096425, 63.11547175)
49724528,"FI","FI1","FI19","FI194",c(23.00705949, 63.30983414)
49724574,"FI","FI1","FI19","FI195",c(23.19130735, 63.71612234)
49724820,"FI","FI1","FI1D","FI1D7",c(24.28498426, 65.88611835)
49724864,"FI","FI1","FI1D","FI1D7",c(24.50225764, 66.27368012)
49741978,"IT","ITF","ITF4","ITF44",c(17.69338939, 40.60073603)
49741988,"IT","ITF","ITF4","ITF44",c(17.70436762, 40.69068545)
49742582,"HU","HU2","HU23","HU231",c(18.44252758, 46.01698651)
49742784,"SK","SK0","SK02","SK023",c(18.73857904, 47.82171833)
49742816,"SK","SK0","SK02","SK023",c(18.78794023, 48.10735112)
49743234,"PL","PL7","PL71","PL711",c(19.50391287, 51.83245834)
49743238,"PL","PL7","PL71","PL712",c(19.5114706, 51.8680556)
49744242,"FI","FI1","FI1C","FI1C1",c(22.01574819, 60.77778742)
49744314,"FI","FI1","FI19","FI196",c(22.25746483, 61.41483425)
49744332,"FI","FI1","FI19","FI196",c(22.31963793, 61.57405144)
49744408,"FI","FI1","FI19","FI196",c(22.5902457, 62.24609695)
49744418,"FI","FI1","FI19","FI194",c(22.62685951, 62.33449859)
49744436,"FI","FI1","FI19","FI194",c(22.69337462, 62.4936062)
49744548,"FI","FI1","FI19","FI195",c(23.125702, 63.48314486)
49744598,"FI","FI1","FI1D","FI1D5",c(23.32960075, 63.92462816)
49762854,"SK","SK0","SK03","SK032",c(18.8743475, 48.44429291)
49763232,"PL","PL7","PL71","PL711",c(19.52893195, 51.81231928)
49763304,"PL","PL9","PL92","PL923",c(19.6675282, 52.45290587)
49763448,"PL","PL6","PL62","PL621",c(19.96002056, 53.73325276)
49763466,"PL","PL6","PL62","PL621",c(19.9980991, 53.89322102)
49764330,"FI","FI1","FI19","FI196",c(22.34963366, 61.55322763)
49764590,"FI","FI1","FI1D","FI1D5",c(23.33622052, 63.85059045)
49765086,"FI","FI1","FI1D","FI1D7",c(25.81251944, 68.21753734)
49781958,"IT","ITF","ITF4","ITF44",c(17.71829151, 40.41714067)
49782648,"HU","HU2","HU23","HU233",c(18.58829167, 46.60283173)
49782670,"HU","HU2","HU21","HU211",c(18.62037461, 46.79940599)
49782732,"HU","HU2","HU21","HU211",c(18.71246511, 47.35319834)
49782822,"SK","SK0","SK02","SK023",c(18.8507061, 48.15660671)
49782958,"SK","SK0","SK03","SK031",c(19.07049399, 49.36961061)
49782972,"PL","PL2","PL22","PL225",c(19.09390231, 49.49441073)
49783174,"PL","PL7","PL71","PL713",c(19.44923274, 51.29376615)
49783236,"PL","PL7","PL71","PL711",c(19.56531645, 51.84556562)
49783246,"PL","PL7","PL71","PL712",c(19.58436825, 51.93454539)
49784196,"FI","FI1","FI1C","FI1C1",c(21.93825079, 60.36461627)
49784208,"FI","FI1","FI1C","FI1C1",c(21.9768867, 60.47081731)
49784244,"FI","FI1","FI1C","FI1C1",c(22.09453209, 60.78937443)
49784290,"FI","FI1","FI19","FI196",c(22.24875983, 61.19631721)
49784340,"FI","FI1","FI19","FI196",c(22.4215708, 61.63851195)
49784370,"FI","FI1","FI19","FI196",c(22.52794643, 61.90375944)
49784460,"FI","FI1","FI19","FI194",c(22.85984277, 62.69917455)
49784574,"FI","FI1","FI19","FI195",c(23.30991193, 63.70594075)
49784578,"FI","FI1","FI19","FI195",c(23.32634822, 63.74124932)
49784610,"FI","FI1","FI1D","FI1D5",c(23.45949163, 64.02367518)
49784970,"FI","FI1","FI1D","FI1D7",c(25.19093573, 67.19473237)
49785064,"FI","FI1","FI1D","FI1D7",c(25.72743245, 68.02036095)
49785262,"FI","FI1","FI1D","FI1D7",c(27.00412009, 69.75498644)
49802596,"HU","HU2","HU23","HU231",c(18.53938223, 46.13599624)
49802926,"SK","SK0","SK03","SK031",c(19.04475408, 49.08210367)
49803016,"PL","PL2","PL21","PL21A",c(19.1961105, 49.88431474)
49803118,"PL","PL2","PL22","PL224",c(19.37548263, 50.792883)
49803232,"PL","PL7","PL71","PL711",c(19.58650856, 51.80761799)
49803376,"PL","PL9","PL92","PL922",c(19.87036537, 53.08835424)
49803412,"PL","PL6","PL62","PL621",c(19.94456197, 53.40836518)
49803514,"PL","PL6","PL62","PL621",c(20.16230042, 54.31469983)
49804234,"FI","FI1","FI1C","FI1C1",c(22.09759345, 60.69783282)
49804816,"FI","FI1","FI1D","FI1D7",c(24.43570094, 65.8360593)
49804882,"FI","FI1","FI1D","FI1D7",c(24.76698418, 66.4169822)
49805044,"FI","FI1","FI1D","FI1D7",c(25.65566299, 67.84073235)
49805122,"FI","FI1","FI1D","FI1D7",c(26.12660919, 68.52496627)
49822572,"HU","HU2","HU23","HU231",c(18.53101501, 45.91936701)
49822626,"HU","HU2","HU23","HU233",c(18.60820312, 46.4020674)
49822698,"HU","HU2","HU21","HU211",c(18.7139645, 47.04532722)
49822900,"SK","SK0","SK03","SK032",c(19.02925542, 48.84805993)
49823184,"PL","PL7","PL71","PL713",c(19.5247667, 51.37811599)
49823260,"PL","PL7","PL71","PL715",c(19.66908083, 52.05436236)
49823418,"PL","PL6","PL62","PL621",c(19.98692132, 53.45922845)
49824264,"FI","FI1","FI19","FI196",c(22.23360824, 60.96013401)
49824430,"FI","FI1","FI19","FI194",c(22.82289603, 62.42757374)
49824592,"FI","FI1","FI1D","FI1D5",c(23.46367447, 63.85794033)
49825168,"FI","FI1","FI1D","FI1D7",c(26.46684376, 68.92374647)
49841970,"IT","ITF","ITF4","ITF44",c(17.80165035, 40.51954486)
49842892,"SK","SK0","SK03","SK032",c(19.04325451, 48.77451701)
49843032,"PL","PL2","PL21","PL21A",c(19.27913154, 50.02235135)
49843216,"PL","PL7","PL71","PL712",c(19.61357677, 51.66053135)
49843504,"PL","PL6","PL62","PL621",c(20.20123063, 54.22082556)
49844296,"FI","FI1","FI19","FI196",c(22.37896875, 61.24000282)
49844302,"FI","FI1","FI19","FI196",c(22.39966908, 61.29305418)
49844338,"FI","FI1","FI19","FI196",c(22.52554458, 61.61131794)
49844400,"FI","FI1","FI19","FI196",c(22.74927807, 62.15925549)
49844404,"FI","FI1","FI19","FI196",c(22.7640242, 62.1945981)
49844454,"FI","FI1","FI19","FI194",c(22.95165851, 62.63629395)
49844512,"FI","FI1","FI19","FI194",c(23.17727191, 63.14845241)
49844566,"FI","FI1","FI19","FI195",c(23.39542698, 63.62507665)
49844598,"FI","FI1","FI1D","FI1D5",c(23.52857039, 63.9074186)
49845142,"FI","FI1","FI1D","FI1D7",c(26.34709568, 68.69175795)
49862560,"HR","HR0","HR04","HR04B",c(18.56523405, 45.80794326)
49862704,"HU","HU2","HU21","HU211",c(18.77528347, 47.09467185)
49862710,"HU","HU2","HU21","HU211",c(18.78432384, 47.14825201)
49862930,"SK","SK0","SK03","SK031",c(19.13300428, 49.11111504)
49863136,"PL","PL7","PL71","PL713",c(19.49282514, 50.94620013)
49863190,"PL","PL7","PL71","PL713",c(19.59306727, 51.42681686)
49863208,"PL","PL7","PL71","PL713",c(19.62706286, 51.58698484)
49863322,"PL","PL9","PL92","PL923",c(19.84941898, 52.60095695)
49864226,"FI","FI1","FI1C","FI1C1",c(22.17906575, 60.61783828)
49864414,"FI","FI1","FI19","FI196",c(22.83881103, 62.27968401)
49864448,"FI","FI1","FI19","FI194",c(22.96692152, 62.57999674)
49864510,"FI","FI1","FI19","FI194",c(23.2081197, 63.12742525)
49864960,"FI","FI1","FI1D","FI1D7",c(25.31424979, 67.09104229)
49865206,"FI","FI1","FI1D","FI1D7",c(26.8147317, 69.24761196)
49882564,"HU","HU2","HU23","HU231",c(18.59647373, 45.84163302)
49882592,"HU","HU2","HU23","HU231",c(18.63648625, 46.0919339)
49882700,"HU","HU2","HU21","HU211",c(18.79542677, 47.05682091)
49882816,"SK","SK0","SK02","SK023",c(18.97472222, 48.09223163)
49882888,"SK","SK0","SK03","SK032",c(19.09076276, 48.73442925)
49882996,"PL","PL2","PL22","PL225",c(19.27209419, 49.69708093)
49883162,"PL","PL7","PL71","PL713",c(19.56916107, 51.17528422)
49883222,"PL","PL7","PL71","PL712",c(19.68242951, 51.70917019)
49883234,"PL","PL7","PL71","PL712",c(19.70547957, 51.81592251)
49883266,"PL","PL7","PL71","PL715",c(19.76760808, 52.10055542)
49883342,"PL","PL9","PL92","PL923",c(19.91913098, 52.77632945)
49883468,"PL","PL6","PL62","PL622",c(20.18335161, 53.89600178)
49883510,"PL","PL6","PL62","PL621",c(20.27525123, 54.2690399)
49884346,"FI","FI1","FI19","FI196",c(22.62803127, 61.67563097)
49884422,"FI","FI1","FI19","FI194",c(22.90652463, 62.34706853)
49884544,"FI","FI1","FI19","FI194",c(23.38387243, 63.42409426)
49884814,"FI","FI1","FI1D","FI1D7",c(24.59574189, 65.80347064)
49884818,"FI","FI1","FI1D","FI1D7",c(24.61553811, 65.83866957)
49884842,"FI","FI1","FI1D","FI1D7",c(24.73556902, 66.0498275)
49902530,"HR","HR0","HR04","HR04B",c(18.57396392, 45.53554683)
49902614,"HU","HU2","HU23","HU233",c(18.69404962, 46.28645617)
49903118,"PL","PL2","PL22","PL224",c(19.51630011, 50.78130444)
49903298,"PL","PL9","PL92","PL923",c(19.85986035, 52.38270526)
49904272,"FI","FI1","FI19","FI196",c(22.40595913, 61.01837865)
49904342,"FI","FI1","FI19","FI196",c(22.65075876, 61.63707129)
49904446,"FI","FI1","FI19","FI194",c(23.03545524, 62.55570433)
49921952,"IT","ITF","ITF4","ITF45",c(17.87511998, 40.3501652)
49921970,"IT","ITF","ITF4","ITF44",c(17.89523882, 40.51206544)
49922582,"HU","HU2","HU23","HU231",c(18.67344309, 45.99836679)
49922626,"HU","HU2","HU23","HU233",c(18.7373956, 46.39157303)
49922748,"HU","HU1","HU12","HU120",c(18.92123718, 47.48106441)
49922896,"SK","SK0","SK03","SK032",c(19.1579857, 48.80131272)
49923050,"PL","PL2","PL21","PL21A",c(19.42181284, 50.17353004)
49923216,"PL","PL7","PL71","PL712",c(19.72832148, 51.65102252)
49923248,"PL","PL7","PL71","PL712",c(19.79026267, 51.93565349)
49923310,"PL","PL9","PL92","PL923",c(19.91306154, 52.48696022)
49923342,"PL","PL9","PL92","PL923",c(19.9779237, 52.77142146)
49923464,"PL","PL6","PL62","PL622",c(20.23495924, 53.85541765)
49924350,"FI","FI1","FI19","FI197",c(22.71651931, 61.70453178)
49924566,"FI","FI1","FI1D","FI1D5",c(23.55297317, 63.61127966)
49942602,"HU","HU2","HU23","HU233",c(18.72809433, 46.17500762)
49942854,"SK","SK0","SK03","SK032",c(19.11604332, 48.42458542)
49942944,"SK","SK0","SK03","SK031",c(19.26549867, 49.22692423)
49943106,"PL","PL2","PL22","PL224",c(19.55061677, 50.66980964)
49943484,"PL","PL6","PL62","PL622",c(20.30888086, 54.03049663)
49962634,"HU","HU2","HU23","HU233",c(18.80088611, 46.45880127)
49962684,"HU","HU2","HU21","HU211",c(18.87573716, 46.90537595)
49962994,"PL","PL2","PL22","PL225",c(19.37873985, 49.67014899)
49963038,"PL","PL2","PL21","PL21A",c(19.45605252, 50.06204599)
49963192,"PL","PL7","PL71","PL713",c(19.73958472, 51.43273978)
49963200,"PL","PL7","PL71","PL713",c(19.75488965, 51.50390564)
49963254,"PL","PL7","PL71","PL715",c(19.85976089, 51.98417743)
49963260,"PL","PL7","PL71","PL715",c(19.87158398, 52.03753054)
49963290,"PL","PL9","PL92","PL923",c(19.93122247, 52.30426521)
49963494,"PL","PL6","PL62","PL622",c(20.36125562, 54.11673373)
49963498,"PL","PL6","PL62","PL622",c(20.37013968, 54.15224978)
49964190,"FI","FI1","FI1C","FI1C1",c(22.23922097, 60.28401113)
49964200,"FI","FI1","FI1C","FI1C1",c(22.27209727, 60.37243317)
49964460,"FI","FI1","FI19","FI194",c(23.20388374, 62.66925062)
49964622,"FI","FI1","FI1D","FI1D9",c(23.8705286, 64.09796658)
49964636,"FI","FI1","FI1D","FI1D9",c(23.9317062, 64.2213369)
49982656,"HU","HU2","HU23","HU233",c(18.85957754, 46.65317496)
49982866,"SK","SK0","SK03","SK032",c(19.18941938, 48.52713355)
49982916,"SK","SK0","SK03","SK031",c(19.27261785, 48.97285749)
49982938,"SK","SK0","SK03","SK031",c(19.30982826, 49.16892281)
49982962,"SK","SK0","SK03","SK031",c(19.35085056, 49.38277571)
49982970,"SK","SK0","SK03","SK031",c(19.36462534, 49.45405161)
49983196,"PL","PL7","PL71","PL713",c(19.77579428, 51.46592525)
49983208,"PL","PL7","PL71","PL713",c(19.79888357, 51.57266335)
49983234,"PL","PL7","PL71","PL712",c(19.84937198, 51.80390023)
49983280,"PL","PL7","PL71","PL715",c(19.94027558, 52.2129154)
49983340,"PL","PL9","PL92","PL922",c(20.06197089, 52.74623176)
49984222,"FI","FI1","FI1C","FI1C1",c(22.38097882, 60.56381112)
49984564,"FI","FI1","FI1D","FI1D5",c(23.66265704, 63.58319522)
49984648,"FI","FI1","FI1D","FI1D9",c(24.02492239, 64.32347577)
49984918,"FI","FI1","FI1D","FI1D7",c(25.34956794, 66.6983475)
49984936,"FI","FI1","FI1D","FI1D7",c(25.44779621, 66.8563782)
49984954,"FI","FI1","FI1D","FI1D7",c(25.54740911, 67.01436658)
49984978,"FI","FI1","FI1D","FI1D7",c(25.68242988, 67.22494995)
49985014,"FI","FI1","FI1D","FI1D7",c(25.8898264, 67.5406739)
49985170,"FI","FI1","FI1D","FI1D7",c(26.86204097, 68.90646495)
49985224,"FI","FI1","FI1D","FI1D7",c(27.22929239, 69.37822678)
50001942,"IT","ITF","ITF4","ITF45",c(17.95720948, 40.2526724)
50002608,"HU","HU2","HU23","HU233",c(18.81410407, 46.22225593)
50002878,"SK","SK0","SK03","SK032",c(19.23616817, 48.6318765)
50002954,"SK","SK0","SK03","SK031",c(19.36444291, 49.3092136)
50003130,"PL","PL7","PL71","PL713",c(19.67936017, 50.87634239)
50003206,"PL","PL7","PL71","PL713",c(19.82364224, 51.55246397)
50003224,"PL","PL7","PL71","PL712",c(19.85859296, 51.71254758)
50003292,"PL","PL9","PL92","PL926",c(19.99342284, 52.31713721)
50003296,"PL","PL9","PL92","PL926",c(20.00149452, 52.35269299)
50003436,"PL","PL6","PL62","PL622",c(20.2943473, 53.59657803)
50004294,"FI","FI1","FI19","FI196",c(22.66432995, 61.19690382)
50004308,"FI","FI1","FI19","FI197",c(22.71377312, 61.32057821)
50004340,"FI","FI1","FI19","FI197",c(22.82845193, 61.60321551)
50004394,"FI","FI1","FI19","FI197",c(23.02739474, 62.08001356)
50004552,"FI","FI1","FI19","FI195",c(23.65178138, 63.47390608)
50004646,"FI","FI1","FI1D","FI1D9",c(24.05631174, 64.30225573)
50004912,"FI","FI1","FI1D","FI1D7",c(25.36083736, 66.64169261)
50005182,"FI","FI1","FI1D","FI1D7",c(26.99009039, 69.00692356)
50022582,"HU","HU2","HU23","HU231",c(18.80166701, 45.98780649)
50022600,"HU","HU2","HU23","HU233",c(18.82805857, 46.14864519)
50022658,"HU","HU2","HU23","HU233",c(18.91450298, 46.66673217)
50022870,"SK","SK0","SK03","SK032",c(19.24983386, 48.55830607)
50022924,"SK","SK0","SK03","SK031",c(19.34044635, 49.03961561)
50022946,"SK","SK0","SK03","SK031",c(19.37800539, 49.23564832)
50022978,"SK","SK0","SK03","SK031",c(19.4333168, 49.52072951)
50023090,"PL","PL2","PL22","PL22B",c(19.63349024, 50.5179919)
50023248,"PL","PL7","PL71","PL715",c(19.93451534, 51.92352252)
50023320,"PL","PL9","PL92","PL923",c(20.07951215, 52.56352766)
50023446,"PL","PL6","PL62","PL622",c(20.34606359, 53.68282987)
50023768,"LV","LV0","LV00","LV003",c(21.11152481, 56.53936687)
50024284,"FI","FI1","FI19","FI196",c(22.6656846, 61.10534932)
50024562,"FI","FI1","FI1D","FI1D5",c(23.73286206, 63.55855436)
50024584,"FI","FI1","FI1D","FI1D5",c(23.8260808, 63.7524454)
50024598,"FI","FI1","FI1D","FI1D5",c(23.88614231, 63.87580958)
50024652,"FI","FI1","FI1D","FI1D9",c(24.12337018, 64.35148425)
50025016,"FI","FI1","FI1D","FI1D7",c(25.99197089, 67.54993)
50025210,"FI","FI1","FI1D","FI1D7",c(27.22917826, 69.24700143)
50042692,"HU","HU3","HU33","HU331",c(18.99230335, 46.96814262)
50042998,"PL","PL2","PL21","PL219",c(19.4958306, 49.69655446)
