"POINTID_2015","POINTID_2018","SURVEY_DATE","Revisited_point","Elevation","Coarse","Clay","Sand","Silt","pH_CaCl2_2015","pH_CaCl2_2018","pH_H20","pH_H2O","EC_2015","EC_2018","OC_2015","OC_2018","OC..20.30.cm.","CaCO3_2015","CaCO3_2018","CaCO3..20.30.cm.","P_2015","P_2018","N_2015","N_2018","K_2015","K_2018","LC_2015","LC_2018","LU_2015","LU_2018","NUTS_0_2015","NUTS_0_2018","NUTS_1_2015","NUTS_1_2018","NUTS_2_2015","NUTS_2_2018","NUTS_3_2015","NUTS_3_2018","Soil_Stones","Depth","Ox_Al","Ox_Fe","Elev","TH_LAT","TH_LONG"
49203450,49203450,"27-07-18","Yes",312,NA,NA,NA,NA,5.4,7.1,5.86,7.43,11.99,72.2,9.8,"115.1","",0,"178",NA,55.8,"43.1",1.1,"13.4",155.9,"108.4","B16","B32","U111","U111","PL","PL","PL6","PL6","PL63","PL63","PL638","PL638",1,"0-20 cm",NA,NA,108,53.81717016,19.12117086
49204444,49204444,"07-06-18","Yes",978,NA,NA,NA,NA,5.1,5.2,5.3,5.45,236,31.9,437.4,"434","",0,NA,NA,62.6,"48.8",23,"21.7",126.4,"139.7","E30","E20","U112","U111","FI","FI","FI1","FI1","FI19","FI19","FI194","FI194",1,"0-20 cm",NA,NA,47,62.64843329,21.69155208
49204494,49204494,"14-06-18","Yes",934,NA,NA,NA,NA,3.8,4.2,3.99,4.82,69.5,8.94,13.8,"26.85","",0,NA,NA,43.3,"53.3",1.7,"2.05",381.1,"174.65","D20","C10","U120","U120","FI","FI","FI1","FI1","FI19","FI19","FI195","FI195",4,"0-20 cm",NA,NA,11,63.09166411,21.86691155
49204796,49204796,"14-08-18","Yes",983,NA,NA,NA,NA,3.7,3.6,4.45,4.06,7.52,52.6,63.5,"161.9","",0,"3",NA,31.2,"20.8",4,"9.5",43.9,"92.4","C32","C32","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",3,"0-20 cm",NA,NA,-14,65.76604655,23.06641347
49204850,49204850,"03-10-18","Yes",968,NA,NA,NA,NA,4,3.6,4.4,4.33,2.73,3.13,12.4,"21.5","",0,"1",NA,27.6,"22.6",0.6,"0.9",17.7,"41.1","C22","C22","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",2,"0-20 cm",NA,NA,214,66.24365621,23.31013087
49205016,49205016,"31-07-18","Yes",899,9,3,81,15,4,3.8,4.13,4.6,9.43,3.04,21.4,"36.2","",1,"1",NA,18,"22.6",1,"1.3",35.2,"27.7","C22","C22","U120","U120","FI","FI","FI1","FI1","FI1D","FI1D","FI1D7","FI1D7",2,"0-20 cm",NA,NA,229,67.71040681,24.12642775
49223160,49223160,"21-07-18","Yes",975,NA,NA,NA,NA,7.5,7.2,7.64,7.91,47.6,13.93,6.9,"9.6","",87,"131",NA,56.1,"31",1.1,"0.9",165.6,"155.3","B11","B11","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",5.9,4.2,1,51.23118208,18.62742229
49223196,49223196,"25-05-18","Yes",660,NA,NA,NA,NA,4.9,5.6,5.29,6.18,23.4,12.46,12.9,"13.4","",0,NA,NA,33.2,"32.2",1.2,"1.5",147.4,"153.1","B53","B18","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",0.9,1.7,190,51.55213759,18.68847366
49223268,49223268,"14-06-18","Yes",440,NA,NA,NA,NA,5.2,7.1,5.42,7.45,10.32,21.15,14.5,"26.7","",0,"17",NA,48.5,"18.6",1.5,"1.8",63.6,"126.6","B32","B32","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL414","PL414",1,"0-20 cm",0.7,3,146,52.19385719,18.81381942
49223286,49223286,"01-05-18","Yes",403,NA,NA,NA,NA,4.9,4.7,5.46,5.1,13.89,23.27,26.3,"21.9","",0,NA,NA,47.2,"41.7",2.2,"2",21.7,"35.6","B18","B15","U111","U111","PL","PL","PL6","PL6","PL61","PL61","PL619","PL619",1,"0-20 cm",2.2,0.9,150,52.35424822,18.84585162
49224492,49224492,"25-07-18","Yes",297,NA,NA,NA,NA,6.5,6.3,6.78,6.57,21.5,11.43,25,"28.5","",0,NA,NA,44.9,"39.3",2.5,"2.4",136.7,"146.8","A30","A30","U319","U319","FI","FI","FI1","FI1","FI19","FI19","FI195","FI195",1,"0-20 cm",NA,NA,10025,63.0708991,21.89861189
49242562,49242562,"14-08-18","Yes",506,NA,NA,NA,NA,7.1,5.2,7.2,6.07,33.9,7.28,21.1,"36.2","",6,NA,NA,22.4,"< LOD",2.7,"3.8",92.5,"84.9","E20","E20","U111","U111","HU","HU","HU2","HU2","HU23","HU23","HU231","HU231",1,"0-20 cm",NA,NA,10143,45.88704365,17.77452056
49242630,49242630,"12-07-18","Yes",619,NA,NA,NA,NA,6.7,6.5,6.78,7.25,11.24,7.33,11.3,"12.1","",1,NA,NA,0,"13.2",1.5,"1.4",204.2,"173.1","B16","B11","U111","U111","HU","HU","HU2","HU2","HU23","HU23","HU232","HU232",4,"0-20 cm",1.1,1.3,178,46.49565478,17.86330558
49242634,49242634,"12-07-18","Yes",338,NA,NA,NA,NA,7.6,7.3,7.93,7.92,13.83,11.07,9.2,"11.2","",8,"4",NA,18.6,"13",1.4,"1.2",115.1,"121.9","B19","B16","U111","U111","HU","HU","HU2","HU2","HU23","HU23","HU232","HU232",1,"0-20 cm",1,1.3,197,46.5314452,17.86860983
49242886,49242886,"27-08-18","Yes",470,NA,NA,NA,NA,5.4,4.5,5.63,5.29,10.15,5.69,30.5,"18.6","",0,NA,NA,13.7,"< LOD",2.7,"1.8",147.8,"160.5","C10","C10","U120","U120","SK","SK","SK0","SK0","SK02","SK02","SK022","SK022",1,"0-20 cm",NA,NA,292,48.78408868,18.22232594
49242940,49242940,"03-07-18","Yes",634,NA,NA,NA,NA,5.8,4.5,6.2,5.32,10.22,6.84,25.7,"44.2","",1,"1",NA,6.5,"< LOD",2.3,"3.7",237.2,"252","C10","C10","U120","U120","SK","SK","SK0","SK0","SK02","SK02","SK022","SK022",1,"0-20 cm",NA,NA,584,49.26627939,18.303467
49243008,49243008,"17-08-18","Yes",912,NA,NA,NA,NA,4.8,4.6,5.13,5.29,8.76,7.12,21.4,"14.2","",1,"1",NA,18.4,"< LOD",2.4,"1.4",211.8,"172.1","E20","E20","U111","U111","CZ","CZ","CZ0","CZ0","CZ08","CZ08","CZ080","CZ080",1,"0-20 cm",NA,NA,232,49.87324126,18.40854988
49243026,49243026,"13-06-18","Yes",266,NA,NA,NA,NA,4.9,4.6,5.3,5.05,18.91,16.32,19.5,"16.7","",0,"1",NA,31.8,"21.3",1.7,"1.7",226.1,"165.1","C10","C10","U420","U420","PL","PL","PL2","PL2","PL22","PL22","PL227","PL227",1,"0-20 cm",NA,NA,311,50.03386389,18.43692491
49243174,49243174,"26-05-18","Yes",443,NA,NA,NA,NA,5.8,5.7,5.92,5.98,35.4,31.33,61.2,"51.2","",0,NA,NA,79,"63.1",5.7,"4.6",32.6,"80.4","E10","E10","U420","U420","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,199,51.35387703,18.67957956
49243210,49243210,"19-05-18","Yes",276,NA,NA,NA,NA,2.8,3.1,3.72,4.02,7.14,7.38,68.5,"59.9","",0,"1",NA,30.2,"12.6",2.4,"2.4",22.2,"46.7","C32","C32","U120","U120","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,166,51.6747901,18.74124246
49243236,49243236,"09-07-18","Yes",704,NA,NA,NA,NA,6.3,5.7,6.64,6.11,8.2,22.62,9.9,"9","",0,NA,NA,67,"46.9",1.1,"1.2",210.4,"123.7","B13","B13","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",2,"0-20 cm",0.7,2.4,145,51.90652074,18.78645047
49243260,49243260,"22-08-18","Yes",385,NA,NA,NA,NA,5.9,5.5,6.21,6.22,9.93,7.17,8.5,"9.6","",1,NA,NA,58.7,"51.3",1.2,"1.1",173.8,"101.2","B16","B13","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL414","PL414",1,"0-20 cm",NA,NA,142,52.12039676,18.82869257
49243264,49243264,"22-08-18","Yes",680,NA,NA,NA,NA,3.9,4.4,3.96,5.48,2.97,3.44,5.9,"6.9","",0,NA,NA,77.1,"70.6",0.7,"0.8",131.5,"57.8","B16","B16","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL414","PL414",2,"0-20 cm",NA,NA,146,52.15604006,18.83578128
49243272,49243272,"14-06-18","Yes",721,NA,NA,NA,NA,6.7,4.3,6.85,4.78,6.72,20.34,11.7,"8.9","",4,NA,NA,82.7,"58.1",1.4,"1.1",18.1,"96.7","B32","B32","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL414","PL414",2,"0-20 cm",0.6,1.5,151,52.22732439,18.8500005
49244394,49244394,"25-09-18","Yes",867,NA,NA,NA,NA,3.9,3.3,4.83,4.2,17.27,11.26,151.3,"148.1","",0,"1",NA,22.9,"21.7",7.1,"5.1",161,"222.8","C22","C22","U120","U120","FI","FI","FI1","FI1","FI19","FI19","FI195","FI195",1,"0-20 cm",NA,NA,10056,62.19919901,21.59748324
49244398,49244398,"26-09-18","Yes",875,NA,NA,NA,NA,4,4,4.54,4.52,8.52,7.84,22.1,"22.9","",0,"2",NA,47.5,"49.9",2,"2.1",66.8,"64.3","C10","C10","U420","U420","FI","FI","FI1","FI1","FI19","FI19","FI195","FI195",3,"0-20 cm",NA,NA,22,62.2346626,21.61093052
49244874,49244874,"03-10-18","Yes",686,NA,NA,NA,NA,4.1,4.1,4.65,4.73,123,27.1,435.9,"238","",0,"3",NA,30.9,"< LOD",26.7,"13.1",138.3,"94.3","C10","C10","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",4,"0-20 cm",NA,NA,182,66.4488839,23.50897853
49262008,49262008,"21-07-18","Yes",674,NA,NA,NA,NA,7.4,7.3,7.72,7.84,16.49,15.28,20.7,"21.9","",17,"12",NA,20.2,"23.3",2.3,"2.1",684.8,"731.3","B74","B73","U111","U111","IT","IT","ITF","ITF","ITF4","ITF4","ITF47","ITF47",1,"0-20 cm",NA,NA,278,40.91316241,17.16137712
49262584,49262584,"19-06-18","Yes",701,NA,NA,NA,NA,6.2,6.1,6.41,6.74,6.03,8.26,10.3,"9.8","",1,NA,NA,8.8,"< LOD",1.3,"1.1",124.6,"117.7","B33","B33","U111","U111","HU","HU","HU2","HU2","HU23","HU23","HU231","HU231",3,"0-20 cm",NA,NA,140,46.08209328,17.82867617
49262866,49262866,"27-06-18","Yes",853,NA,NA,NA,NA,6.1,6.3,6.34,6.8,20.1,16.87,13.3,"14.6","",1,NA,NA,67.2,"55.9",1.6,"1.7",307.3,"298.1","B16","B11","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK023","SK023",2,"0-20 cm",NA,NA,179,48.603456,18.21974919
49263016,49263016,"17-08-18","Yes",826,NA,NA,NA,NA,4.9,5.2,5.34,5.95,14.62,10.5,14.4,"10.4","",0,NA,NA,44.5,"25.6",1.4,"1",151.3,"181.4","E20","E20","U111","U111","PL","PL","PL2","PL2","PL22","PL22","PL227","PL227",3,"0-20 cm",NA,NA,274,49.9425681,18.44883973
49263172,49263172,"26-05-18","Yes",675,NA,NA,NA,NA,4.8,5.9,5.1,6.43,15.88,4.8,7.2,"8.8","",0,NA,NA,45.1,"26.5",0.9,"1",43.3,"50.5","F40","B13","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,213,51.33391179,18.70471254
49263226,49263226,"12-05-18","Yes",671,NA,NA,NA,NA,4.7,4.9,5.49,5.16,7.99,29.27,27,"23.7","",0,NA,NA,105.1,"45.9",2.1,"2.1",68.8,"32.6","E20","E20","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",4,"0-20 cm",NA,NA,169,51.81523657,18.79782017
49263232,49263232,"12-05-18","Yes",341,NA,NA,NA,NA,6.9,6.9,7.29,7.19,13.65,28.07,27.8,"24.6","",14,"1",NA,24.2,"18.7",2.3,"2.8",34.1,"29.9","E20","E20","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,164,51.86870816,18.80831673
49264810,49264810,"24-08-18","Yes",697,NA,NA,NA,NA,4.3,4.3,5.32,5.05,5.23,4.1,19.6,"11.4","",0,NA,NA,40.6,"< LOD",1.2,"0.6",79.4,"28.8","C21","D20","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",2,"0-20 cm",NA,NA,17,65.8796635,23.25686014
49281816,49281816,"27-06-18","Yes",686,NA,NA,NA,NA,7.6,7.5,7.88,7.85,28.6,20.42,13.5,"17.7","",136,"97",NA,5.1,"< LOD",1.8,"1.8",323.5,"451.7","E20","D20","U111","U415","IT","IT","ITF","ITF","ITF6","ITF6","ITF62","ITF62",4,"0-20 cm",NA,NA,95,39.18173825,16.99397453
49282626,49282626,"21-08-18","Yes",692,NA,NA,NA,NA,7.6,7.2,7.89,8.25,19.18,13.55,12.1,"13.4","",17,"12",NA,63.1,"48.9",1.5,"1.4",285.8,"190.3","B11","B16","U111","U111","HU","HU","HU2","HU2","HU23","HU23","HU232","HU232",2,"0-20 cm",NA,NA,148,46.45604573,17.90979443
49282824,49282824,"11-06-18","Yes",871,NA,NA,NA,NA,7.2,7.2,7.32,7.77,27.8,23.1,21.1,"24.4","",15,"18",NA,40.2,"73.8",2.6,"2.8",192.5,"217.4","B16","B43","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK023","SK023",2,"0-20 cm",NA,NA,134,48.2262745,18.1851337
49282846,49282846,"22-05-18","Yes",663,NA,NA,NA,NA,5.2,4.8,5.49,5.44,6.14,9.11,18.5,"16.1","",1,NA,NA,21.6,"13.3",2,"1.8",100.1,"171.1","E20","E20","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK023","SK023",1,"0-20 cm",NA,NA,303,48.4228088,18.21724793
49283134,49283134,"19-07-18","Yes",720,NA,NA,NA,NA,4.9,5.9,5.19,6.1,41.5,18.47,29.8,"14.1","",1,NA,NA,30.1,"39.7",2.8,"1.4",440,"212.2","B11","B11","U111","U111","PL","PL","PL2","PL5","PL22","PL52","PL224","PL524",4,"0-20 cm",NA,NA,265,50.99298943,18.6689485
49283238,49283238,"19-05-18","Yes",673,NA,NA,NA,NA,4.5,3.8,4.95,4.23,7.6,16.94,7.7,"6.4","",0,NA,NA,66.2,"67.6",0.8,"0.9",72.6,"65.8","B16","B16","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,161,51.92000411,18.8477337
49284390,49284390,"25-09-18","Yes",803,NA,NA,NA,NA,3.8,3.1,4.48,4.45,3.68,4.4,13.7,"22.3","",0,"1",NA,53.2,"56.1",0.8,"1.4",54.5,"56.2","C31","C31","U120","U120","FI","FI","FI1","FI1","FI19","FI19","FI195","FI195",1,"0-20 cm",NA,NA,10057,62.15781075,21.65950101
49284862,49284862,"23-08-18","Yes",931,NA,NA,NA,NA,4,4.2,4.49,4.93,9.98,3.71,18.4,"9.3","",0,"1",NA,15.2,"< LOD",0.9,"0.6",28.8,"26.4","D10","C10","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",4,"0-20 cm",NA,NA,68,66.33583357,23.53948087
49284984,49284984,"30-07-18","Yes",887,19,4,76,21,3.7,4,4.28,4.79,4.8,2.6,15.3,"20.9","",1,"1",NA,15.4,"10.8",0.7,"0.9",24.6,"20.6","C22","C22","U120","U120","FI","FI","FI1","FI1","FI1D","FI1D","FI1D7","FI1D7",3,"0-20 cm",NA,NA,156,67.41324156,24.14164122
49302672,49302672,"18-06-18","Yes",720,NA,NA,NA,NA,6.2,6.7,6.34,7.37,9.17,5.88,12,"12.6","",1,"1",NA,8.3,"12.4",1.5,"1.5",144.6,"155.8","B31","B11","U111","U111","HU","HU","HU2","HU2","HU23","HU23","HU232","HU232",2,"0-20 cm",1,0.9,140,46.86561142,17.99773126
49302802,49302802,"13-05-18","Yes",743,NA,NA,NA,NA,7.3,7.1,7.67,7.96,16.66,17.52,28.8,"28.8","",30,"24",NA,44.7,"36.8",3.1,"2.8",512,"560","B32","B41","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK023","SK023",2,"0-20 cm",0.9,1,111,48.02772356,18.18000509
49302928,49302928,"28-09-18","Yes",843,NA,NA,NA,NA,6.5,5.8,6.68,6.27,13.91,13.74,38.5,"37.3","",3,NA,NA,12.4,"11.5",3.9,"3.7",212,"217.8","E20","E20","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK022","SK022",1,"0-20 cm",NA,NA,445,49.15304553,18.36706872
49302960,49302960,"01-08-18","Yes",897,NA,NA,NA,NA,3,3.2,3.86,3.67,12.31,8.36,73.9,"25.4","",1,NA,NA,23.6,"< LOD",4.3,"1.6",40.4,"36.7","C21","C21","U120","U120","CZ","CZ","CZ0","CZ0","CZ08","CZ08","CZ080","CZ080",2,"0-20 cm",NA,NA,746,49.43868869,18.41630943
49303230,49303230,"12-05-18","Yes",876,NA,NA,NA,NA,4.8,3.6,5.64,3.62,4.24,31.76,10.2,"8.9","",0,NA,NA,93.2,"101.6",1,"1.1",35.1,"85.2","B15","B16","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",0.8,1.3,175,51.84653756,18.86250167
49303252,49303252,"30-05-18","Yes",798,NA,NA,NA,NA,5,4.2,5.38,4.68,22.4,11.04,10,"10.7","",1,"1",NA,51.5,"46.5",1.1,"1.3",45.5,"60.2","E20","E20","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL715","PL715",2,"0-20 cm",NA,NA,143,52.04256537,18.90146231
49303288,49303288,"01-05-18","Yes",803,NA,NA,NA,NA,6.9,4.3,7.24,5.19,7.49,9.73,11.9,"10.8","",3,NA,NA,26.2,"65.1",1.2,"1.3",39.8,"149.4","B14","B43","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL414","PL414",3,"0-20 cm",NA,NA,155,52.3632872,18.96612819
49303342,49303342,"05-06-18","Yes",54,1,2,93,5,4.8,4.4,5.21,5.04,5.26,5.48,4.3,"6.5","",0,NA,NA,49.1,"45.9",0.5,"0.8",7,"25.3","B14","B35","U111","U111","PL","PL","PL6","PL6","PL61","PL61","PL619","PL619",2,"0-20 cm",NA,NA,119,52.84425394,19.06530702
49303464,49303464,"21-07-18","Yes",4,NA,NA,NA,NA,6.4,5.6,6.59,5.97,6.1,15.4,9.7,"11.6","",1,NA,NA,44.9,"55.6",1,"1.3",79.8,"199.9","E30","E20","U420","U111","PL","PL","PL6","PL6","PL63","PL63","PL638","PL638",1,"0-20 cm",NA,NA,78,53.9303898,19.29951359
49322920,49322920,"30-05-18","Yes",46,NA,NA,NA,NA,5.2,4.9,5.54,5.78,6.82,4.61,19.3,"10.6","",1,NA,NA,13.4,"< LOD",2,"1.3",91.1,"99.4","E20","E20","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK022","SK022",1,"0-20 cm",NA,NA,336,49.07958371,18.38209685
49322980,49322980,"07-08-18","Yes",554,NA,NA,NA,NA,4.5,5.2,4.82,5.85,32.5,8.56,23.7,"27.6","",0,NA,NA,26.8,"10.9",2.6,"2.5",36.3,"73.7","E20","E20","U111","U111","CZ","CZ","CZ0","CZ0","CZ08","CZ08","CZ080","CZ080",4,"0-20 cm",NA,NA,423,49.61511778,18.47497592
49323304,49323304,"01-05-18","Yes",748,NA,NA,NA,NA,4.2,4,4.47,4.33,13.71,11.23,5.3,"4.2","",0,NA,NA,56.3,"36.7",0.7,"0.6",19.4,"19.1","B16","B13","U111","U111","PL","PL","PL6","PL6","PL61","PL61","PL619","PL619",1,"0-20 cm",0.3,0.7,127,52.50358885,19.02449895
49324888,49324888,"07-09-18","Yes",947,NA,NA,NA,NA,3.6,3.4,4.34,4.2,2.69,5.41,23.5,"72.7","",0,NA,NA,19.3,"27.5",0.9,"2",24.9,"62.5","D10","C32","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",1,"0-10 cm",NA,NA,171,66.55845254,23.75063534
49324960,49324960,"06-08-18","Yes",947,25,4,74,22,4.2,4.5,4.66,5.22,2.73,3.88,7.3,"16.9","",0,"1",NA,33.8,"55.7",0.5,"1",29.5,"54","C32","C32","U120","U120","FI","FI","FI1","FI1","FI1D","FI1D","FI1D7","FI1D7",1,"0-20 cm",NA,NA,205,67.19409569,24.10828062
49341818,49341818,"21-06-18","Yes",877,NA,NA,NA,NA,7.8,7.6,8.38,8.15,24.2,17.74,8.5,"11.2","",164,"152",NA,4.6,"< LOD",1.2,"1.1",287.9,"296.1","F40","E30","U112","U111","IT","IT","ITF","ITF","ITF6","ITF6","ITF62","ITF62",1,"0-20 cm",NA,NA,72,39.19476672,17.06472893
49342622,49342622,"26-05-18","Yes",830,NA,NA,NA,NA,6.4,5.5,6.36,5.93,51.1,13.29,29.2,"27.3","",2,NA,NA,17,"15.9",3.4,"2.8",215.1,"194.6","C10","C10","U120","U120","HU","HU","HU2","HU2","HU23","HU23","HU232","HU232",1,"0-20 cm",NA,NA,144,46.4144874,17.98208644
49342736,49342736,"15-08-18","Yes",815,NA,NA,NA,NA,6.3,5.1,6.32,5.99,7.47,3.46,6.1,"6.1","",3,NA,NA,21.7,"16.4",0.8,"0.8",95.2,"88.4","B18","B11","U111","U111","HU","HU","HU2","HU2","HU21","HU21","HU211","HU211",2,"0-20 cm",1,2.4,229,47.4339294,18.13889426
49342798,49342798,"13-05-18","Yes",569,NA,NA,NA,NA,5.9,5.6,6.28,6.35,5.91,8.97,17.8,"19.1","",0,NA,NA,22.9,"25.1",2.2,"2.1",182.5,"270.1","B11","B31","U111","U111","SK","SK","SK0","SK0","SK02","SK02","SK023","SK023",2,"0-20 cm",NA,NA,109,47.98799433,18.2275364
49342852,49342852,"15-06-18","Yes",761,NA,NA,NA,NA,4.3,3.8,4.69,4.42,6.14,7.76,27,"20.5","",1,NA,NA,78.2,"78.5",2.1,"1.6",101.4,"100.9","C10","C10","U120","U120","SK","SK","SK0","SK0","SK02","SK02","SK023","SK023",1,"0-20 cm",NA,NA,380,48.47036469,18.30676463
49342870,49342870,"27-06-18","Yes",911,NA,NA,NA,NA,6.7,6.6,6.73,6.91,20.8,11.99,30.3,"26.1","",4,"1",NA,29,"20.1",3,"2.6",263.7,"306.2","C10","C10","U361","U361","SK","SK","SK0","SK0","SK02","SK02","SK022","SK022",3,"0-20 cm",NA,NA,190,48.63111403,18.33360478
49342934,49342934,"21-06-18","Yes",797,NA,NA,NA,NA,5.2,5,5.85,5.71,5.04,4.93,10.6,"12.4","",0,NA,NA,5.1,"< LOD",1.3,"1.4",74.5,"118.4","B72","B72","U410","U415","SK","SK","SK0","SK0","SK02","SK02","SK022","SK022",1,"0-20 cm",NA,NA,365,49.20250645,18.43083218
49343194,49343194,"26-05-18","Yes",807,NA,NA,NA,NA,3.9,4.1,4.17,4.46,11.38,11.39,12.6,"16.6","",0,"1",NA,29.8,"37.9",1.4,"1.8",5.8,"49.9","C10","C10","U420","U420","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,174,51.52137316,18.85691826
49343216,49343216,"07-08-18","Yes",455,NA,NA,NA,NA,3.9,3.6,4.7,3.76,4.04,6.35,10.2,"9.9","",0,NA,NA,100.7,"73.6",0.9,"0.9",28,"22.2","B15","C22","U111","U111","PL","PL","PL7","PL7","PL71","PL71","PL714","PL714",1,"0-20 cm",NA,NA,185,51.71741881,18.89544604
49343276,49343276,"05-05-18","Yes",491,NA,NA,NA,NA,6.2,5.8,6.45,6.02,9.09,40.8,7.1,"7.3","",2,NA,NA,74.6,"75",1,"1.1",60.1,"635.3","B11","B16","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL414","PL414",1,"0-20 cm",0.6,1.9,156,52.25196557,19.00264222
49343288,49343288,"01-05-18","Yes",466,NA,NA,NA,NA,4.6,4.5,5.1,4.93,17.65,19.35,7,"7.9","",0,NA,NA,74.5,"55.8",1,"1",86.6,"101.2","B16","B16","U111","U111","PL","PL","PL6","PL6","PL61","PL61","PL619","PL619",1,"0-20 cm",NA,NA,152,52.35885367,19.0244621
49343312,49343312,"21-05-18","Yes",366,NA,NA,NA,NA,5.5,5,6.02,5.53,6.68,21.2,22,"39.2","",1,NA,NA,23.4,"17.6",2.2,"3.9",26,"< LOD","B13","B14","U111","U111","PL","PL","PL6","PL6","PL61","PL61","PL619","PL619",1,"0-20 cm",1.3,2.3,103,52.57260899,19.06849119
49343410,49343410,"08-06-18","Yes",299,5,15,57,28,6.1,5.9,6.33,5.95,24.2,69.32,7.6,"9.4","",1,NA,NA,61,"116.6",1,"1.5",195.4,"452.1","B11","B16","U111","U111","PL","PL","PL6","PL6","PL62","PL62","PL621","PL621",1,"0-20 cm",NA,NA,129,53.44516146,19.25384013
49343432,49343432,"12-06-18","Yes",328,NA,NA,NA,NA,5.5,5.3,5.75,5.72,18.81,14.82,9.1,"15.9","",1,NA,NA,57.1,"47.9",1.1,"1.7",207.6,"304.9","B11","B55","U111","U111","PL","PL","PL6","PL6","PL62","PL62","PL621","PL621",1,"0-20 cm",NA,NA,147,53.64097995,19.2967209
49344350,49344350,"21-09-18","Yes",474,NA,NA,NA,NA,3.6,3.5,4.16,4.61,6.09,11.01,25.6,"60.2","",0,"2",NA,26,"21.4",1.2,"2.7",66.9,"97.4","C21","C21","U120","U120","FI","FI","FI1","FI1","FI19","FI19","FI196","FI196",1,"0-20 cm",NA,NA,10042,61.79436198,21.63833065
49344436,49344436,"05-06-18","Yes",320,NA,NA,NA,NA,3.5,3.3,4.36,4.11,59.3,13.85,496.8,"449.7","",0,"3",NA,69.7,"18.4",18.9,"17.5",336,"279.7","C32","C22","U120","U120","FI","FI","FI1","FI1","FI19","FI19","FI194","FI194",1,"0-20 cm",NA,NA,109,62.55642712,21.93141156
49344824,49344824,"22-08-18","Yes",494,NA,NA,NA,NA,4,3.3,4.58,4.2,3.13,3.37,13.4,"17.7","",0,NA,NA,8.6,"< LOD",0.6,"0.6",23.1,"22.5","C22","C22","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",1,"0-20 cm",NA,NA,43,65.98957914,23.49189819
49344890,49344890,"07-09-18","Yes",524,NA,NA,NA,NA,3.6,3.5,4.32,4.1,95.9,34.6,426,"417.3","",0,"5",NA,35.7,"24.5",28,"25.4",48.6,"48.4","C32","C32","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",1,"0-20 cm",NA,NA,60,66.57254548,23.80410418
49364438,49364438,"05-06-18","Yes",432,NA,NA,NA,NA,5,5.5,5.32,6.36,18.75,5.86,56,"34.1","",0,NA,NA,72.7,"49.6",2.9,"1.8",67,"104.8","E30","B13","U111","U111","FI","FI","FI1","FI1","FI19","FI19","FI194","FI194",1,"0-20 cm",NA,NA,103,62.57109364,21.9766161
49364486,49364486,"12-06-18","Yes",203,NA,NA,NA,NA,4.5,4.8,4.79,5.61,26.2,6.95,33.9,"40.4","",0,NA,NA,37.4,"43.9",3.1,"3.3",220.3,"328.5","B15","B15","U111","U111","FI","FI","FI1","FI1","FI19","FI19","FI195","FI195",1,"0-20 cm",NA,NA,19,62.99622564,22.14834413
