"POINTID","SURVEY_DATE","Depth","pH_CaCl2","pH_H2O","EC","OC","OC..20.30.cm.","CaCO3","CaCO3..20.30.cm.","P","N","K","Ox_Al","Ox_Fe","Elev","NUTS_0","NUTS_1","NUTS_2","NUTS_3","TH_LAT","TH_LONG","LC","LU"
52003830,"07-06-18","0-20 cm",3.3,3.98,4.23,"22","","1",NA,"16","1","43.5",NA,NA,37,"LV","LV0","LV00","LV007",56.7702959,24.47636988,"C22","U120"
52004040,"17-06-18","0-20 cm",3.3,4.24,22.8,"381.8","","1",NA,"57.6","16.3","251.3",NA,NA,44,"EE","EE0","EE00","EE008",58.61081262,25.23197156,"C33","U120"
52004044,"17-06-18","0-20 cm",6.3,6.51,42,"250.4","","3",NA,"< LOD","14.4","138.8",NA,NA,47,"EE","EE0","EE00","EE004",58.64582448,25.24725435,"C31","U120"
52004112,"11-08-18","0-20 cm",3.4,4.51,4.13,"16.9","","1",NA,"< LOD","0.7","44.7",NA,NA,66,"EE","EE0","EE00","EE001",59.24075088,25.51256167,"C21","U120"
52004278,"20-06-18","0-20 cm",5.8,6.39,23.03,"30.6","",NA,NA,"63.5","2.8","330.9",NA,NA,45,"FI","FI1","FI1B","FI1B1",60.69076791,26.20694258,"B15","U111"
52004314,"10-06-18","0-20 cm",4.4,5.19,9.92,"41.1","",NA,NA,"19.1","2.8","193.7",NA,NA,83,"FI","FI1","FI1C","FI1C4",61.00476904,26.36698551,"C23","U120"
52004440,"12-07-18","0-20 cm",4,5.14,23.9,"274.6","","1",NA,"66.6","11.3","1631.7",NA,NA,123,"FI","FI1","FI1D","FI1D1",62.10236111,26.9563797,"C21","U120"
52004634,"12-07-18","0-20 cm",3.2,4.49,9.64,"473.3","","3",NA,"35.8","23","62.5",NA,NA,203,"FI","FI1","FI1D","FI1D2",63.78751047,27.96324151,"C22","U120"
52022530,"11-12-18","0-20 cm",5.7,6.11,13.37,"18.9","",NA,NA,"6.7","1.9","254.9",NA,NA,98,"RO","RO4","RO42","RO424",45.28193522,21.2596505,"F40","U111"
52022548,"09-12-18","0-20 cm",5.1,5.4,39.5,"20.4","","1",NA,"29.4","2.2","431.2",NA,NA,104,"RO","RO4","RO42","RO424",45.44203174,21.29269177,"F40","U111"
52022962,"26-06-18","0-20 cm",4.6,5.36,7.01,"27","","1",NA,"10.3","2.4","72.9",NA,NA,421,"SK","SK0","SK04","SK041",49.1155971,22.12799201,"C10","U120"
52022992,"03-08-18","0-20 cm",4.8,5.1,17.43,"17.1","",NA,NA,"< LOD","2.2","77",NA,NA,519,"PL","PL8","PL82","PL821",49.38117351,22.19469069,"E20","U111"
52023010,"07-09-18","0-20 cm",6.3,6.77,15.73,"15.8","",NA,NA,"< LOD","2","148.5",NA,NA,324,"PL","PL8","PL82","PL821",49.54047996,22.23515008,"E30","U420"
52023424,"03-07-18","0-20 cm",4.9,5.29,28.25,"33.4","",NA,NA,"57.2","2.9","83.2",NA,NA,116,"PL","PL8","PL84","PL841",53.19647849,23.26684976,"E30","U111"
52023448,"07-07-18","0-20 cm",5.2,5.67,14.76,"14.8","",NA,NA,"21.4","1.8","42.9",NA,NA,174,"PL","PL8","PL84","PL841",53.40794887,23.33325166,"E20","U111"
52023460,"10-06-18","0-20 cm",5.1,5.37,74.21,"101.7","",NA,NA,"25.1","10.3","395.1",NA,NA,166,"PL","PL8","PL84","PL841",53.51366454,23.36675284,"E20","U111"
52023594,"10-09-18","0-20 cm",4.9,5.38,15.24,"46.2","",NA,NA,"16.7","4.1","199",NA,NA,67,"LT","LT0","LT02","LT022",54.69326536,23.75501978,"C10","U120"
52023612,"10-07-18","0-20 cm",6.9,7.57,11.36,"14.4","","3",NA,"17.8","1.5","96.4",NA,NA,89,"LT","LT0","LT02","LT022",54.8515934,23.80923774,"B11","U111"
52023674,"22-08-18","0-20 cm",6.9,7.45,20.3,"24","","20",NA,"63.7","2.2","218.8",0.9,1.5,51,"LT","LT0","LT02","LT022",55.39671391,23.99993038,"B41","U111"
52023728,"17-08-18","0-20 cm",7.2,7.62,13.62,"21","","9",NA,"28.7","2","256.4",1.3,1.9,10047,"LT","LT0","LT02","LT025",55.87120018,24.17116684,"B19","U111"
52023764,"10-08-18","0-20 cm",7.2,7.21,18.01,"21.9","","27",NA,"16","2.1","153.7",NA,NA,42,"LT","LT0","LT02","LT025",56.18736882,24.2880927,"B13","U111"
52023836,"16-05-18","0-20 cm",6,6.59,4.08,"15","",NA,NA,"35.7","1.5","90.6",NA,NA,24,"LV","LV0","LV00","LV007",56.81932558,24.52887182,"E20","U370"
52023864,"24-07-18","0-20 cm",3.2,4.11,2.91,"20.3","",NA,NA,"< LOD","0.9","18.4",NA,NA,48,"LV","LV0","LV00","LV007",57.06494708,24.62509264,"C22","U120"
52024342,"05-06-18","0-20 cm",3.7,4.24,8.36,"65.5","",NA,NA,"37.4","2.9","81.3",NA,NA,140,"FI","FI1","FI1C","FI1C4",61.24469424,26.53011829,"C22","U120"
52024360,"27-06-18","0-20 cm",3.7,4.47,6.32,"52","",NA,NA,"27.5","3.3","47.5",NA,NA,106,"FI","FI1","FI1D","FI1D1",61.40153727,26.6130859,"C31","U120"
52024564,"24-06-18","0-20 cm",4.9,5.29,40.92,"125","",NA,NA,"61.8","7.8","100.4",NA,NA,113,"FI","FI1","FI1D","FI1D2",63.17571099,27.62323812,"B13","U111"
52024846,"14-06-18","0-20 cm",4.8,5.42,2.64,"30.6","","2",NA,"< LOD","1.3","30.4",NA,NA,289,"FI","FI1","FI1D","FI1D9",65.61609515,29.26862426,"C32","U120"
52042582,"30-11-18","0-20 cm",4.3,4.86,16.65,"13.4","","1",NA,"27.8","1.4","159.9",NA,NA,53,"RO","RO4","RO42","RO424",45.74160473,21.38122512,"B55","U111"
52042586,"01-12-18","0-20 cm",6,6.33,20.4,"27.5","","2",NA,"138.1","2.6","803.5",NA,NA,55,"RO","RO4","RO42","RO424",45.77716175,21.38872465,"E30","U112"
52042676,"19-06-18","0-20 cm",6,6.41,13.5,"43.9","",NA,NA,"51.3","4.3","523.7",NA,NA,89,"RO","RO4","RO42","RO421",46.57677844,21.56089019,"E20","U111"
52042798,"24-08-18","0-20 cm",4.7,5.55,1.99,"5.5","","1",NA,"12.8","0.7","37.7",0.4,1.2,97,"HU","HU3","HU32","HU321",47.65945207,21.80521079,"B14","U111"
52042834,"07-06-18","0-20 cm",6.2,6.53,5.16,"8.5","",NA,NA,"23.3","0.9","233.5",NA,NA,76,"HU","HU3","HU32","HU323",47.97865932,21.87983554,"E10","U111"
52042916,"24-07-18","0-20 cm",5.1,5.91,9.41,"31","",NA,NA,"59.7","3.5","541.6",NA,NA,137,"SK","SK0","SK04","SK042",48.70529002,22.05433698,"B11","U111"
52042996,"07-09-18","0-20 cm",4.6,5.4,8.11,"15.7","",NA,NA,"17.6","2.2","83.6",NA,NA,477,"PL","PL8","PL82","PL821",49.41359872,22.23089875,"E20","U111"
52043072,"14-08-18","0-20 cm",7.3,7.48,41.15,"44.2","","45",NA,"24.5","4.8","66.8",NA,NA,213,"PL","PL8","PL82","PL822",50.08595003,22.40471244,"B16","U111"
52043144,"17-09-18","0-20 cm",5.3,5.68,23.8,"9.5","","1",NA,"21.5","1.2","186.1",NA,NA,266,"PL","PL8","PL81","PL815",50.72243149,22.57512045,"F40","U111"
52043222,"03-06-18","0-20 cm",4.3,4.74,17.41,"10.5","","1",NA,"27","1.1","102.9",1,1.6,210,"PL","PL8","PL81","PL814",51.41142595,22.76635761,"B15","U111"
52043252,"27-09-18","0-20 cm",5.6,6.03,18.86,"20.8","",NA,NA,"34.5","1.8","170.4",NA,NA,190,"PL","PL8","PL81","PL811",51.67627825,22.84182147,"B32","U111"
52043276,"28-09-18","0-20 cm",5.5,5.9,18.01,"21.4","",NA,NA,"16.1","2.6","42.6",NA,NA,180,"PL","PL8","PL81","PL811",51.88810192,22.90298021,"B11","U111"
52043360,"25-06-18","0-20 cm",5.1,5.59,13.51,"10.6","",NA,NA,"38","1.1","51.6",NA,NA,174,"PL","PL8","PL84","PL842",52.62907731,23.12272773,"E30","U111"
52043384,"09-07-18","0-20 cm",4.6,5.12,18.34,"18.5","",NA,NA,"22.9","2.1","164",NA,NA,168,"PL","PL8","PL84","PL842",52.84066797,23.18718962,"E20","U111"
52043446,"07-07-18","0-20 cm",3.6,4.14,9.25,"34.6","",NA,NA,"21.4","2.7","34.1",NA,NA,148,"PL","PL8","PL84","PL841",53.38703641,23.35730603,"C23","U120"
52043614,"10-07-18","0-20 cm",6.3,6.76,10.06,"15.9","",NA,NA,"26.3","1.8","90.3",NA,NA,73,"LT","LT0","LT02","LT022",54.86575554,23.84592907,"B32","U111"
52043736,"10-05-18","0-20 cm",7.3,7.71,13.66,"15.1","","14",NA,"11.4","1.4","126.1",NA,NA,48,"LT","LT0","LT02","LT025",55.93793611,24.22838288,"B41","U111"
52043812,"12-07-18","0-20 cm",5.3,5.84,16.62,"37.8","",NA,NA,"12.8","3.1","53.3",NA,NA,24,"LV","LV0","LV00","LV009",56.6051257,24.4795071,"E20","U111"
52043826,"07-05-18","0-20 cm",4.1,4.41,79.4,"185.2","","1",NA,"24.7","12.5","61",NA,NA,34,"LV","LV0","LV00","LV007",56.72796671,24.52690488,"C10","U120"
52043830,"07-05-18","0-20 cm",4,4.83,6.16,"31.1","",NA,NA,"88.9","1.7","45.1",NA,NA,44,"LV","LV0","LV00","LV007",56.76306054,24.54051375,"C22","U120"
52043990,"16-09-18","0-20 cm",5,5.52,9.53,"19.9","",NA,NA,"21.9","1.9","67",NA,NA,62,"EE","EE0","EE00","EE004",58.16546352,25.11034077,"E20","U111"
52044112,"02-09-18","0-20 cm",4.3,5.05,2.45,"7.6","",NA,NA,"76.6","0.6","30.2",NA,NA,96,"EE","EE0","EE00","EE006",59.23293583,25.58094038,"C23","U120"
52044278,"20-06-18","0-20 cm",4.1,4.67,13.8,"124.6","",NA,NA,"18.6","7.1","211.3",NA,NA,39,"FI","FI1","FI1B","FI1B1",60.68256452,26.27811601,"C31","U120"
52044292,"22-06-18","0-20 cm",4.2,4.97,8.13,"68.5","","1",NA,"43.2","4.1","439.8",NA,NA,53,"FI","FI1","FI1C","FI1C4",60.80466194,26.3401801,"C31","U120"
52044374,"25-07-18","0-20 cm",3.5,4.15,10.42,"108.8","",NA,NA,"12.7","5.6","89.4",NA,NA,102,"FI","FI1","FI1D","FI1D1",61.51926704,26.71471541,"C21","U120"
52044494,"26-06-18","0-20 cm",3.8,4.52,4.32,"35.9","",NA,NA,"< LOD","2","30.2",NA,NA,139,"FI","FI1","FI1D","FI1D2",62.56326939,27.29905175,"C22","U120"
52044508,"25-06-18","0-20 cm",3.9,4.8,4.92,"27.1","","1",NA,"< LOD","1.5","46.9",NA,NA,122,"FI","FI1","FI1D","FI1D2",62.68492411,27.37022034,"C32","U120"
52044544,"25-06-18","0-20 cm",6,6.65,7.8,"17.3","",NA,NA,"33.8","1.6","64.5",NA,NA,80,"FI","FI1","FI1D","FI1D2",62.99760311,27.55625608,"B55","U111"
52044590,"26-07-18","0-20 cm",3.6,4.52,3.22,"14.4","",NA,NA,"10.6","0.8","32.4",NA,NA,136,"FI","FI1","FI1D","FI1D2",63.39681832,27.80051689,"C22","U120"
52044824,"15-06-18","0-20 cm",4.6,5.04,1.98,"16.3","",NA,NA,"< LOD","0.7","20.4",NA,NA,234,"FI","FI1","FI1D","FI1D8",65.42139858,29.16935784,"C22","U120"
52062584,"30-11-18","0-20 cm",4.6,5.33,8.47,"16.4","","2",NA,"49.7","1.8","142",NA,NA,48,"RO","RO4","RO42","RO424",45.75663291,21.41041208,"B16","U111"
52062596,"07-12-18","0-20 cm",5.2,5.52,31.7,"14.1","",NA,NA,"27.8","1.6","224.1",NA,NA,173,"RO","RO4","RO42","RO424",45.86329058,21.43301641,"B11","U111"
52062776,"23-08-18","0-20 cm",4.4,5.55,2.38,"4","",NA,NA,"11.4","0.5","24.6",NA,NA,69,"HU","HU3","HU32","HU321",47.4614662,21.78642731,"C10","U120"
52062866,"03-07-18","0-20 cm",4.4,5.39,16.45,"41","",NA,NA,"32.7","3.9","389.6",2.5,10.9,57,"HU","HU3","HU32","HU323",48.25939054,21.97381494,"B31","U111"
52063280,"09-10-18","0-20 cm",4.8,5.28,8.49,"10.2","",NA,NA,"21.3","1","33.4",0.6,0.8,175,"PL","PL8","PL81","PL811",51.92022553,22.941926,"B14","U111"
52063448,"07-07-18","0-20 cm",5.8,6.35,11.75,"13.4","",NA,NA,"34.7","1.5","142.6",NA,NA,158,"PL","PL8","PL84","PL841",53.40135472,23.39250744,"B53","U111"
52063672,"22-08-18","0-20 cm",7,7.45,11.62,"19.9","","9",NA,"24.6","1.4","112.1",NA,NA,48,"LT","LT0","LT02","LT022",55.3721718,24.05568908,"B11","U111"
52063882,"19-07-18","0-20 cm",5.6,6.23,5.12,"18.2","",NA,NA,"30.8","1.8","116.8",NA,NA,45,"LV","LV0","LV00","LV007",57.2154533,24.7526058,"E30","U415"
52063942,"13-06-18","0-20 cm",5.5,5.91,16.41,"59.2","",NA,NA,"18.8","5.5","43.2",NA,NA,65,"LV","LV0","LV00","LV007",57.74128497,24.96687784,"E30","U420"
52063954,"26-07-18","0-20 cm",5.4,5.99,11.57,"15.9","",NA,NA,"22.9","1.8","78",NA,NA,56,"LV","LV0","LV00","LV008",57.84640568,25.0106023,"B32","U111"
52064272,"19-06-18","0-20 cm",4.5,5.06,11.06,"43.9","",NA,NA,"22.4","4","333.2",NA,NA,46,"FI","FI1","FI1B","FI1B1",60.6261216,26.28720161,"B41","U111"
52064414,"10-07-18","0-20 cm",3.6,4.43,4.88,"48.3","","1",NA,"12.3","2.2","61",NA,NA,99,"FI","FI1","FI1D","FI1D1",61.86321917,26.94134371,"C32","U120"
52064522,"23-07-18","0-20 cm",3.1,3.74,49.5,"468.8","",NA,NA,"38.4","17.9","121.5",NA,NA,158,"FI","FI1","FI1D","FI1D2",62.80210739,27.47990723,"C31","U120"
52064576,"15-07-18","0-20 cm",4.1,4.97,3.85,"26","","1",NA,"< LOD","1.4","22.4",NA,NA,151,"FI","FI1","FI1D","FI1D2",63.27083831,27.76379365,"C31","U120"
52064590,"26-07-18","0-20 cm",5.6,6.29,6.75,"22.5","",NA,NA,"17.8","2.2","95.7",1.8,3.5,132,"FI","FI1","FI1D","FI1D2",63.39227889,27.8390737,"B53","U111"
52064666,"30-05-18","0-20 cm",3.9,4.8,2.95,"14.9","","2",NA,"< LOD","0.8","18.8",NA,NA,155,"FI","FI1","FI1D","FI1D8",64.05090649,28.26038198,"C21","U120"
52064738,"08-08-18","0-20 cm",4.3,4.74,3.16,"31.4","",NA,NA,"16.5","1.2","39.2",NA,NA,227,"FI","FI1","FI1D","FI1D8",64.67384327,28.6802962,"C32","U120"
52081884,"14-07-18","0-20 cm",7.1,7.68,19.85,"40.7","","39",NA,"< LOD","3.8","397.9",NA,NA,307,"EL","EL5","EL54","EL542",39.50606384,20.2897611,"D10","U111"
52081888,"14-07-18","0-20 cm",6.9,7.09,21.17,"43.9","","3",NA,"< LOD","3.8","227.7",NA,NA,195,"EL","EL5","EL54","EL542",39.54192429,20.29545038,"D10","U111"
52082582,"30-11-18","0-20 cm",5,5.44,23.1,"17","","1",NA,"13.9","1.8","137.4",NA,NA,49,"RO","RO4","RO42","RO424",45.73609965,21.43208432,"B32","U111"
52082618,"12-12-18","0-20 cm",4.6,5.03,25.8,"14.5","","1",NA,"28","1.7","170.1",NA,NA,159,"RO","RO4","RO42","RO424",46.05601819,21.50033244,"B19","U111"
52082870,"03-07-18","0-20 cm",5.8,6.49,7.28,"23.5","",NA,NA,"31.2","2.6","432.7",NA,NA,53,"HU","HU3","HU32","HU323",48.29192091,22.00897317,"B75","U111"
52083090,"23-08-18","0-20 cm",7.3,7.85,26.48,"24.5","","33",NA,"62.9","2.6","404.8",NA,NA,201,"PL","PL8","PL82","PL824",50.23901681,22.5021767,"F40","U111"
52083230,"03-06-18","0-20 cm",6.5,6.61,52.35,"60.5","","1",NA,"41.3","5.7","88.7",NA,NA,185,"PL","PL8","PL81","PL814",51.47577432,22.84320545,"E20","U111"
52083346,"06-10-18","0-20 cm",5.1,5.35,12.56,"6.2","",NA,NA,"20.8","0.9","62.5",NA,NA,196,"PL","PL8","PL84","PL842",52.49917178,23.1435614,"B15","U111"
52083382,"27-06-18","0-20 cm",6.9,7.44,14.13,"4.4","","3",NA,"37.1","0.7","37",NA,NA,130,"PL","PL8","PL84","PL842",52.81652995,23.24027878,"G12","U420"
52083414,"30-06-18","0-20 cm",4.2,4.75,4.39,"10.5","","1",NA,"60.8","0.8","27.1",NA,NA,150,"PL","PL8","PL84","PL841",53.09852715,23.32770382,"C22","U120"
52083664,"22-08-18","0-20 cm",6.8,7.02,10.93,"17.7","","3",NA,"28.1","1.8","144.7",NA,NA,47,"LT","LT0","LT02","LT022",55.2983804,24.06160143,"B35","U111"
52084098,"02-09-18","0-20 cm",4.2,4.41,88.2,"424","","6",NA,"37.9","36.2","60.7",NA,NA,73,"EE","EE0","EE00","EE006",59.10270743,25.59335573,"C33","U120"
52084336,"06-06-18","0-20 cm",3.8,5.14,12.99,"69.1","","2",NA,"16.9","4.3","80.1",NA,NA,91,"FI","FI1","FI1C","FI1C4",61.17984028,26.61094326,"C21","U120"
52084354,"27-06-18","0-20 cm",4.4,5.02,5.55,"31.3","","1",NA,"23.8","1.7","56.3",NA,NA,92,"FI","FI1","FI1D","FI1D1",61.33662904,26.69409124,"C10","U120"
52102746,"18-07-18","0-20 cm",7.5,8.27,19.09,"15.2","","12",NA,"< LOD","1.6","233.6",NA,NA,58,"HU","HU3","HU32","HU321",47.18962661,21.77781147,"E30","U111"
52102818,"07-08-18","0-20 cm",5.5,6.46,4.33,"9.7","",NA,NA,"10","1.1","136.8",0.7,1.2,95,"HU","HU3","HU32","HU323",47.82814981,21.92579059,"B16","U111"
52102872,"03-07-18","0-20 cm",7.2,7.55,30.2,"25.3","","10",NA,"28.6","2.4","199.9",NA,NA,10126,"HU","HU3","HU32","HU323",48.30671912,22.0399008,"C10","U120"
52102944,"27-06-18","0-20 cm",3.9,4.61,8.32,"54.7","","1",NA,"10","3.7","64.6",NA,NA,520,"SK","SK0","SK04","SK041",48.94438577,22.19639134,"C10","U120"
52103584,"05-08-18","0-20 cm",5.6,6.33,6.23,"11.9","",NA,NA,"< LOD","1.4","57.2",NA,NA,94,"LT","LT0","LT02","LT022",54.59163644,23.846881,"B13","U111"
52103706,"21-08-18","0-20 cm",7,7.44,15.01,"39","","17",NA,"27.6","3.3","156.7",NA,NA,41,"LT","LT0","LT02","LT025",55.66384774,24.22569276,"B32","U111"
52103714,"04-09-18","0-20 cm",7.1,7.64,17.44,"12.5","","12",NA,"26.7","1.1","187",NA,NA,16,"LT","LT0","LT02","LT025",55.7341066,24.25139217,"B13","U111"
52104348,"05-06-18","0-20 cm",3.9,4.63,5.51,"57.9","",NA,NA,"28.9","3","46.5",NA,NA,100,"FI","FI1","FI1D","FI1D1",61.2801503,26.70245374,"C23","U120"
52104438,"09-07-18","0-20 cm",3.2,4.12,8.04,"113.2","","3",NA,"21.5","4.2","109.2",NA,NA,106,"FI","FI1","FI1D","FI1D1",62.06334641,27.13185438,"C33","U120"
52121868,"01-07-18","0-20 cm",7.3,7.38,19.8,"81.7","","243",NA,"< LOD","6.5","452.8",NA,NA,273,"EL","EL5","EL54","EL542",39.35771671,20.31293928,"D10","U420"
52122544,"12-12-18","0-20 cm",6.4,6.58,26.7,"16.6","","2",NA,"24.5","1.7","347.4",NA,NA,133,"RO","RO4","RO42","RO424",45.39277763,21.4117129,"F40","U111"
52122706,"10-11-18","0-20 cm",5.8,6.25,14.97,"17.3","","1",NA,"65.2","1.8","284.9",NA,NA,97,"RO","RO1","RO11","RO111",46.83184216,21.72352369,"B16","U111"
52122720,"10-11-18","0-20 cm",5.1,5.71,7.06,"10.7","","1",NA,"12","1.2","150.2",NA,NA,107,"RO","RO1","RO11","RO111",46.95608457,21.7515021,"B16","U111"
52122904,"23-07-18","0-20 cm",5.6,6.32,7.3,"18.8","",NA,NA,"11.2","2.2","129.8",1,7.3,141,"SK","SK0","SK04","SK042",48.58723788,22.13563224,"B13","U111"
52122918,"25-07-18","0-20 cm",6.2,6.81,11.7,"21.9","",NA,NA,"27.6","2.4","157.1",1.1,4.5,143,"SK","SK0","SK04","SK042",48.71121619,22.16616447,"B16","U111"
52123026,"29-08-18","0-20 cm",4.1,4.68,8.33,"15.8","","1",NA,"13.3","1.8","77.2",NA,NA,441,"PL","PL8","PL82","PL822",49.66700677,22.40831304,"C21","U120"
52123368,"20-06-18","0-20 cm",4.9,5.37,6.41,"13","","1",NA,"31.1","1.3","182",NA,NA,157,"PL","PL8","PL84","PL842",52.68661208,23.26077942,"C10","U120"
52123372,"20-06-18","0-20 cm",6.1,6.6,6.75,"6.6","",NA,NA,"27","1","130.7",NA,NA,153,"PL","PL8","PL84","PL842",52.72186591,23.27160227,"B11","U111"
52123612,"09-07-18","0-20 cm",6.4,6.83,15.02,"20.7","",NA,NA,"14.5","2","164.8",NA,NA,66,"LT","LT0","LT02","LT022",54.83438703,23.96230602,"B32","U111"
52123680,"07-06-18","0-20 cm",7,7.32,11.24,"22.4","","48",NA,"20.4","2.1","173.9",NA,NA,54,"LT","LT0","LT02","LT022",55.43194831,24.17395572,"E20","U111"
52123698,"31-08-18","0-20 cm",7,7.4,18.63,"19","","12",NA,"112.2","1.9","224.4",NA,NA,10042,"LT","LT0","LT02","LT025",55.5900515,24.23125726,"B11","U111"
52123816,"07-05-18","0-20 cm",5.3,5.77,6.6,"15.7","",NA,NA,"51.5","1.4","76.5",NA,NA,45,"LV","LV0","LV00","LV007",56.62571327,24.62084258,"C32","U120"
52124010,"15-06-18","0-20 cm",6.8,7.23,17.63,"36.3","","28",NA,"11.7","3.3","65.9",NA,NA,6,"EE","EE0","EE00","EE008",58.32528526,25.31871579,"E20","U111"
52124064,"09-07-18","0-20 cm",6.5,6.68,22.6,"120.5","","1",NA,"21.4","7.8","66.7",NA,NA,69,"EE","EE0","EE00","EE006",58.79762814,25.52696087,"C33","U120"
52124290,"22-06-18","0-20 cm",5.6,6.51,6.18,"30.3","",NA,NA,"15.4","2.7","182.7",NA,NA,10060,"FI","FI1","FI1C","FI1C4",60.7706493,26.47394983,"B55","U111"
52124610,"12-07-18","0-20 cm",4.4,5.07,2.76,"19","",NA,NA,"< LOD","1","22.7",NA,NA,173,"FI","FI1","FI1D","FI1D2",63.55193829,28.0640799,"C32","U120"
52124650,"22-08-18","0-20 cm",4.5,5.02,4.01,"26.3","","1",NA,"< LOD","1.4","29.7",NA,NA,312,"FI","FI1","FI1D","FI1D8",63.89838529,28.28736969,"C21","U120"
52124682,"30-05-18","0-20 cm",3.3,4.21,18.86,"513.9","","1",NA,"18.3","19.8","65",NA,NA,156,"FI","FI1","FI1D","FI1D8",64.17532168,28.47043692,"C21","U120"
52124730,"06-08-18","0-20 cm",3.8,4.45,2.39,"8.3","","1",NA,"< LOD","0.8","< LOD",NA,NA,200,"FI","FI1","FI1D","FI1D8",64.5903411,28.75272885,"C32","U120"
52124754,"06-08-18","0-20 cm",3.6,4.33,3.85,"49","","1",NA,"< LOD","1.9","30.5",NA,NA,237,"FI","FI1","FI1D","FI1D8",64.79767067,28.89745784,"C32","U120"
52124784,"16-06-18","0-20 cm",3.8,4.28,3.23,"13","","1",NA,"< LOD","0.6","17.9",NA,NA,226,"FI","FI1","FI1D","FI1D8",65.05665709,29.08184536,"C32","U120"
52141926,"02-08-18","0-20 cm",5.7,6.25,6.85,"23","",NA,NA,"< LOD","2.7","87.5",NA,NA,356,"EL","EL5","EL54","EL543",39.8750961,20.4192425,"D10","U111"
52142764,"28-05-18","0-20 cm",5.3,6.02,9.73,"15.3","",NA,NA,"22.3","1.6","229",NA,NA,116,"HU","HU3","HU32","HU321",47.34356424,21.86672984,"B16","U111"
52142830,"02-08-18","0-20 cm",4.2,4.88,4.51,"9.5","",NA,NA,"< LOD","1","31.2",NA,NA,74,"HU","HU3","HU32","HU323",47.92870684,22.00385098,"C10","U120"
52142848,"11-07-18","0-20 cm",6.6,6.96,7.83,"13","",NA,NA,"12.7","1.4","208.7",NA,NA,62,"HU","HU3","HU32","HU323",48.08821902,22.04194587,"C10","U120"
52142854,"11-07-18","0-20 cm",7.4,8.15,23.05,"26.7","","87",NA,"17.8","2.6","125.9",NA,NA,49,"HU","HU3","HU32","HU323",48.14138292,22.05471191,"B31","U111"
52142866,"03-07-18","0-20 cm",4.2,4.96,6.06,"7.7","",NA,NA,"29.5","1.1","106.1",0.7,2.6,10102,"HU","HU3","HU32","HU323",48.24770047,22.08034637,"B11","U111"
52142920,"25-07-18","0-20 cm",5.8,6.45,8.82,"14.4","",NA,NA,"65.6","1.6","277.4",NA,NA,149,"SK","SK0","SK04","SK042",48.7259613,22.1974166,"B32","U111"
52143474,"09-05-18","0-20 cm",4.8,5.17,18.79,"10.6","",NA,NA,"23.1","1.2","119.5",1,1.1,202,"PL","PL8","PL84","PL841",53.61699149,23.58472376,"B16","U111"
52143634,"26-08-18","0-20 cm",7.2,7.64,24.76,"22.2","","27",NA,"22.2","2","137.2",NA,NA,80,"LT","LT0","LT02","LT022",55.0242817,24.06069771,"B32","U111"
52143652,"06-06-18","0-20 cm",6.7,7.2,13.17,"13.3","",NA,NA,"17.2","1.4","105.4",NA,NA,69,"LT","LT0","LT02","LT022",55.18244934,24.11674547,"B41","U111"
52143746,"16-08-18","0-20 cm",5.9,6.47,12.77,"12","",NA,NA,"17.1","1.3","179",NA,NA,20,"LT","LT0","LT02","LT025",56.00792267,24.41823135,"B11","U111"
52143760,"10-05-18","0-20 cm",6.1,6.59,8.82,"19.9","",NA,NA,"11.9","1.9","167.2",NA,NA,32,"LT","LT0","LT02","LT025",56.13079079,24.46443724,"B11","U111"
52143764,"09-08-18","0-20 cm",7,7.49,14.73,"18.6","","6",NA,"26","1.9","143.7",NA,NA,20,"LT","LT0","LT02","LT025",56.16589236,24.47770281,"B16","U111"
52143890,"19-07-18","0-20 cm",3.9,4.46,4.54,"23.6","","1",NA,"62.7","1.3","29",NA,NA,76,"LV","LV0","LV00","LV007",57.27075609,24.91065897,"C22","U120"
52143908,"25-07-18","0-20 cm",4.3,4.59,24.1,"35.5","","1",NA,"14","2.9","73.8",NA,NA,1,"LV","LV0","LV00","LV008",57.42845866,24.97499258,"C31","U120"
52143948,"14-09-18","0-20 cm",5.7,6.38,5.23,"15.4","",NA,NA,"15.2","1.7","109.8",0.8,1.3,61,"LV","LV0","LV00","LV008",57.77878438,25.12028909,"B11","U111"
52143958,"26-07-18","0-20 cm",4.1,4.75,6.62,"43","",NA,NA,"12.2","3","48.9",NA,NA,62,"LV","LV0","LV00","LV008",57.86633867,25.15712527,"C10","U120"
52143966,"08-09-18","0-20 cm",5.3,6.09,7.16,"15.1","",NA,NA,"26.9","1.7","89.6",NA,NA,65,"LV","LV0","LV00","LV008",57.93637421,25.18674402,"B11","U111"
52144060,"09-07-18","0-20 cm",7,7.2,22.6,"41.1","","189",NA,"21.7","3","55",NA,NA,68,"EE","EE0","EE00","EE006",58.75875502,25.54505001,"C10","U120"
52144150,"18-08-18","0-20 cm",3.2,4.19,2.86,"19.7","","1",NA,"12.7","0.8","37.7",NA,NA,44,"EE","EE0","EE00","EE006",59.5451771,25.90684887,"C22","U120"
52144402,"26-07-18","0-20 cm",3.3,4.06,8.43,"125","","3",NA,"11.7","6","105.7",NA,NA,126,"FI","FI1","FI1D","FI1D1",61.74160181,27.0304841,"C23","U120"
