"POINTID","SURVEY_DATE","Depth","pH_CaCl2","pH_H2O","EC","OC","OC..20.30.cm.","CaCO3","CaCO3..20.30.cm.","P","N","K","Ox_Al","Ox_Fe","Elev","NUTS_0","NUTS_1","NUTS_2","NUTS_3","TH_LAT","TH_LONG","LC","LU"
45703720,"05-09-18","0-20 cm",3,3.9,11.74,"125.2","","1",NA,"25","5.2","138.4",NA,NA,167,"SE","SE2","SE21","SE212",56.52013377,14.04434819,"C31","U120"
45703734,"31-08-18","0-20 cm",3,3.98,10.64,"92.2","","1",NA,"13.4","3.5","103",NA,NA,152,"SE","SE2","SE21","SE212",56.64573842,14.05761202,"C21","U120"
45703900,"27-09-18","0-20 cm",3.6,4.31,5.35,"27.6","",NA,NA,"< LOD","1.6","29.2",NA,NA,150,"SE","SE2","SE21","SE211",58.13520457,14.22313415,"C33","U120"
45703968,"18-10-18","0-20 cm",3.4,4.29,4.99,"40.2","","1",NA,"< LOD","1.8","51.5",NA,NA,145,"SE","SE2","SE23","SE232",58.74546132,14.29564877,"C31","U120"
45704062,"17-10-18","0-20 cm",3.4,4.06,3.81,"21.4","",NA,NA,"< LOD","0.9","24.1",NA,NA,185,"SE","SE3","SE31","SE311",59.58920059,14.40083921,"C31","U120"
45704188,"24-09-18","0-20 cm",3.9,4.55,18.75,"448.2","",NA,NA,"31.3","17.6","368.5",NA,NA,352,"SE","SE3","SE31","SE312",60.7205041,14.55165529,"C22","U120"
45704242,"22-08-18","0-20 cm",4.8,5.2,92.7,"376.6","","1",NA,"23.3","17.7","186",NA,NA,314,"SE","SE3","SE31","SE312",61.20548597,14.62003089,"C31","U120"
45704494,"16-07-18","0-20 cm",5.8,6.42,26.4,"440.4","",NA,NA,"44","20.4","446.8",NA,NA,446,"SE","SE3","SE32","SE322",63.47007181,14.97319414,"C21","U120"
45704742,"22-07-18","0-20 cm",4.9,5.35,20,"68.7","",NA,NA,"10.2","4.2","50.5",NA,NA,481,"SE","SE3","SE33","SE331",65.70133524,15.38696136,"C21","U120"
45721642,"07-06-18","0-20 cm",7.5,7.96,11.28,"12.9","","8",NA,"< LOD","1.1","268",1.1,4,283,"IT","ITG","ITG1","ITG11",37.81442626,12.83023055,"B82","U111"
45721660,"05-06-18","0-20 cm",7.1,7.9,15.3,"10.1","","5",NA,"< LOD","1.2","364.9",0.8,2.2,245,"IT","ITG","ITG1","ITG11",37.97766248,12.83698262,"B82","U111"
45722612,"11-06-18","0-20 cm",3.6,4.16,57,"236","","1",NA,"30.4","11.8","258.9",NA,NA,1455,"AT","AT2","AT21","AT212",46.57156268,13.27199429,"C21","U120"
45722614,"15-06-18","0-20 cm",5.4,5.76,57.1,"113.1","",NA,NA,"21.7","6.8","233.2",NA,NA,1042,"AT","AT2","AT21","AT212",46.58955263,13.27310089,"C31","U120"
45722786,"07-06-18","0-20 cm",5.1,5.79,18.22,"43.1","",NA,NA,"17.9","4.9","139.7",NA,NA,571,"AT","AT3","AT31","AT311",48.13598242,13.37201318,"E20","U111"
45722992,"24-07-18","0-20 cm",6.4,7.14,11.86,"13","",NA,NA,"38.1","< LOD","206.1",NA,NA,462,"CZ","CZ0","CZ03","CZ032",49.98652712,13.5010483,"B16","U111"
45723028,"07-08-18","0-20 cm",6.8,7.35,13.06,"17","","1",NA,"34.7","1.8","388.9",NA,NA,273,"CZ","CZ0","CZ04","CZ042",50.30977887,13.52489128,"B22","U111"
45723100,"26-09-18","0-20 cm",5.4,5.95,11.4,"69.8","","5",NA,"< LOD","3.7","48.3",NA,NA,371,"DE","DED","DED2","DED2F",50.95617484,13.57381481,"C10","U120"
