"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018"
40822860,"FR","FRF","FRF3","FRF33"
40822936,"DE","DEC","Dec-00","Dec-02"
40823260,"NL","NL2","NL21","NL213"
40842690,"FR","FRC","FRC2","FRC21"
40842744,"FR","FRC","FRC2","FRC24"
40843122,"DE","DEA","DEA1","DEA1D"
40843320,"NL","NL1","NL13","NL131"
40862692,"FR","FRC","FRC2","FRC21"
40862704,"FR","FRC","FRC2","FRC21"
40862974,"DE","DEB","DEB2","DEB25"
40882330,"FR","FRL","FRL0","FRL03"
40882880,"FR","FRF","FRF3","FRF33"
40882942,"DE","DEC","Dec-00","Dec-02"
40882988,"DE","DEB","DEB2","DEB22"
40883024,"DE","DEB","DEB2","DEB24"
40883258,"NL","NL2","NL21","NL213"
40902794,"FR","FRF","FRF3","FRF34"
40902848,"FR","FRF","FRF3","FRF33"
40902992,"DE","DEB","DEB2","DEB22"
40903100,"DE","DEA","DEA2","DEA27"
40922518,"IT","ITC","ITC2","ITC20"
40922698,"FR","FRC","FRC2","FRC21"
40922712,"FR","FRC","FRC2","FRC24"
40923018,"DE","DEB","DEB2","DEB24"
40942332,"FR","FRL","FRL0","FRL03"
40942518,"IT","ITC","ITC2","ITC20"
40942854,"FR","FRF","FRF3","FRF33"
40942872,"FR","FRF","FRF3","FRF33"
40943358,"NL","NL1","NL11","NL113"
40962378,"IT","ITC","ITC1","ITC16"
40962390,"IT","ITC","ITC1","ITC16"
40962738,"FR","FRC","FRC2","FRC24"
40962778,"FR","FRF","FRF3","FRF34"
40963188,"DE","DEA","DEA1","DEA1F"
40963282,"NL","NL2","NL21","NL211"
40963290,"NL","NL1","NL13","NL132"
40982448,"IT","ITC","ITC1","ITC11"
40982506,"IT","ITC","ITC2","ITC20"
40982722,"FR","FRC","FRC2","FRC24"
40982812,"FR","FRF","FRF3","FRF34"
40982890,"FR","FRF","FRF3","FRF33"
40983280,"NL","NL2","NL21","NL211"
41002860,"FR","FRF","FRF3","FRF33"
41002896,"FR","FRF","FRF3","FRF33"
41003008,"DE","DEB","DEB2","DEB24"
41003224,"DE","DEA","DEA3","DEA34"
41022358,"IT","ITC","ITC1","ITC16"
41022528,"IT","ITC","ITC2","ITC20"
41022838,"FR","FRF","FRF3","FRF33"
41042398,"IT","ITC","ITC1","ITC16"
41043298,"NL","NL1","NL13","NL132"
41043334,"NL","NL1","NL13","NL131"
41062402,"IT","ITC","ITC1","ITC16"
41062406,"IT","ITC","ITC1","ITC16"
41062772,"FR","FRF","FRF1","FRF12"
41062784,"FR","FRF","FRF1","FRF12"
41062870,"FR","FRF","FRF1","FRF11"
41063212,"DE","DEA","DEA3","DEA34"
41082390,"IT","ITC","ITC1","ITC16"
41082416,"IT","ITC","ITC1","ITC11"
41082462,"IT","ITC","ITC1","ITC11"
41082902,"DE","DEC","Dec-00","Dec-01"
41083172,"DE","DEA","DEA3","DEA31"
41083226,"DE","DEA","DEA3","DEA34"
41083280,"DE","DE9","DE94","DE94B"
41102384,"IT","ITC","ITC1","ITC16"
41102438,"IT","ITC","ITC1","ITC11"
41102442,"IT","ITC","ITC1","ITC11"
41102514,"IT","ITC","ITC2","ITC20"
41122308,"FR","FRL","FRL0","FRL03"
41122362,"IT","ITC","ITC1","ITC16"
41122412,"IT","ITC","ITC1","ITC11"
41122710,"FR","FRF","FRF1","FRF12"
41122890,"FR","FRF","FRF3","FRF33"
41122926,"DE","DEC","Dec-00","Dec-03"
41122980,"DE","DEB","DEB2","DEB22"
41123106,"DE","DEA","DEA2","DEA24"
41142432,"IT","ITC","ITC1","ITC11"
41142882,"FR","FRF","FRF3","FRF33"
41143228,"DE","DEA","DEA3","DEA34"
41162380,"IT","ITC","ITC1","ITC16"
41162386,"IT","ITC","ITC1","ITC16"
41162718,"FR","FRF","FRF1","FRF12"
41182396,"IT","ITC","ITC1","ITC16"
41182814,"FR","FRF","FRF1","FRF11"
41183292,"NL","NL1","NL13","NL132"
41183328,"NL","NL1","NL11","NL111"
41202370,"IT","ITC","ITC1","ITC16"
41202376,"IT","ITC","ITC1","ITC16"
41202762,"FR","FRF","FRF1","FRF12"
41222390,"IT","ITC","ITC1","ITC16"
41222398,"IT","ITC","ITC1","ITC16"
41222408,"IT","ITC","ITC1","ITC16"
41222516,"IT","ITC","ITC2","ITC20"
41222728,"FR","FRF","FRF1","FRF12"
41222794,"FR","FRF","FRF1","FRF12"
41242352,"IT","ITC","ITC1","ITC16"
41242442,"IT","ITC","ITC1","ITC11"
41242460,"IT","ITC","ITC1","ITC11"
41242466,"IT","ITC","ITC1","ITC11"
41242726,"FR","FRF","FRF1","FRF12"
41242856,"FR","FRF","FRF1","FRF11"
41242892,"FR","FRF","FRF3","FRF33"
41243258,"DE","DE9","DE94","DE94B"
41243306,"NL","NL1","NL13","NL132"
41262332,"FR","FRL","FRL0","FRL03"
41262404,"IT","ITC","ITC1","ITC16"
41262440,"IT","ITC","ITC1","ITC11"
41262474,"IT","ITC","ITC1","ITC11"
41262512,"IT","ITC","ITC2","ITC20"
41263244,"DE","DE9","DE94","DE94B"
41283342,"NL","NL1","NL11","NL111"
41302362,"IT","ITC","ITC1","ITC16"
41302368,"IT","ITC","ITC1","ITC16"
41302380,"IT","ITC","ITC1","ITC16"
41302764,"FR","FRF","FRF1","FRF12"
41303214,"DE","DEA","DEA3","DEA35"
41303268,"DE","DE9","DE94","DE94B"
41322378,"IT","ITC","ITC1","ITC16"
41322462,"IT","ITC","ITC1","ITC11"
41322480,"IT","ITC","ITC1","ITC11"
41322778,"FR","FRF","FRF1","FRF12"
41323026,"DE","DEB","DEB1","DEB17"
41323278,"DE","DE9","DE94","DE949"
41342376,"IT","ITC","ITC1","ITC16"
41342398,"IT","ITC","ITC1","ITC16"
41342404,"IT","ITC","ITC1","ITC16"
41342434,"IT","ITC","ITC1","ITC11"
41342524,"IT","ITC","ITC2","ITC20"
41342740,"FR","FRF","FRF1","FRF12"
41342746,"FR","FRF","FRF1","FRF12"
41342782,"FR","FRF","FRF1","FRF12"
41342812,"FR","FRF","FRF1","FRF11"
41342836,"FR","FRF","FRF1","FRF11"
41343142,"DE","DEA","DEA5","DEA56"
41362364,"IT","ITC","ITC1","ITC16"
41362374,"IT","ITC","ITC1","ITC16"
41362410,"IT","ITC","ITC1","ITC16"
41362526,"IT","ITC","ITC2","ITC20"
41362774,"FR","FRF","FRF1","FRF12"
41363184,"DE","DEA","DEA3","DEA35"
41382388,"IT","ITC","ITC1","ITC16"
41382456,"IT","ITC","ITC1","ITC11"
41382474,"IT","ITC","ITC1","ITC11"
41382484,"IT","ITC","ITC1","ITC11"
41382762,"FR","FRF","FRF1","FRF12"
41382784,"FR","FRF","FRF1","FRF11"
41382834,"FR","FRF","FRF1","FRF11"
41382856,"FR","FRF","FRF1","FRF11"
41383140,"DE","DEA","DEA5","DEA56"
41383234,"DE","DEA","DEA3","DEA37"
41383284,"DE","DE9","DE94","DE949"
41402524,"IT","ITC","ITC2","ITC20"
41402848,"FR","FRF","FRF1","FRF11"
41402854,"FR","FRF","FRF1","FRF11"
41403088,"DE","DEA","DEA2","DEA2C"
41403316,"DE","DE9","DE94","DE949"
41403376,"DE","DE9","DE94","DE947"
41422376,"IT","ITC","ITC1","ITC16"
41422802,"FR","FRF","FRF1","FRF11"
41422880,"FR","FRF","FRF3","FRF33"
41423356,"DE","DE9","DE94","DE94C"
41442372,"IT","ITC","ITC1","ITC16"
41442404,"IT","ITC","ITC1","ITC16"
41442422,"IT","ITC","ITC1","ITC11"
41442444,"IT","ITC","ITC1","ITC11"
41442462,"IT","ITC","ITC1","ITC11"
41442800,"FR","FRF","FRF1","FRF11"
41462334,"IT","ITC","ITC3","ITC31"
41462518,"IT","ITC","ITC2","ITC20"
41462942,"DE","DEB","DEB3","DEB3G"
41462950,"DE","DEB","DEB3","DEB3G"
41463292,"DE","DE9","DE94","DE949"
41482350,"IT","ITC","ITC1","ITC16"
41482416,"IT","ITC","ITC1","ITC16"
41483196,"DE","DEA","DEA3","DEA35"
41502390,"IT","ITC","ITC1","ITC16"
41502436,"IT","ITC","ITC1","ITC11"
41502450,"IT","ITC","ITC1","ITC11"
41502948,"DE","DEB","DEB3","DEB3G"
41522376,"IT","ITC","ITC1","ITC16"
41522386,"IT","ITC","ITC1","ITC16"
41522412,"IT","ITC","ITC1","ITC16"
41522416,"IT","ITC","ITC1","ITC16"
41522430,"IT","ITC","ITC1","ITC11"
41522502,"IT","ITC","ITC2","ITC20"
41522818,"FR","FRF","FRF1","FRF11"
41523334,"DE","DE9","DE94","DE949"
41542428,"IT","ITC","ITC1","ITC11"
41542842,"FR","FRF","FRF1","FRF11"
41543076,"DE","DEB","DEB1","DEB13"
41562402,"IT","ITC","ITC1","ITC16"
41562438,"IT","ITC","ITC1","ITC11"
41562852,"FR","FRF","FRF1","FRF11"
41582314,"IT","ITC","ITC3","ITC31"
41582462,"IT","ITC","ITC1","ITC11"
41582848,"FR","FRF","FRF1","FRF11"
41583286,"DE","DE9","DE94","DE949"
41602424,"IT","ITC","ITC1","ITC17"
41602484,"IT","ITC","ITC1","ITC11"
41602856,"FR","FRF","FRF1","FRF11"
41602942,"DE","DEB","DEB3","DEB3F"
41603078,"DE","DEB","DEB1","DEB13"
41603104,"DE","DEA","DEA2","DEA2A"
41603320,"DE","DE9","DE94","DE949"
41603342,"DE","DE9","DE94","DE94C"
41622458,"IT","ITC","ITC1","ITC11"
41622476,"IT","ITC","ITC1","ITC11"
41622488,"IT","ITC","ITC1","ITC11"
41623298,"DE","DE9","DE94","DE949"
41642752,"DE","DE1","DE13","DE139"
41642978,"DE","DEB","DEB1","DEB14"
41643072,"DE","DEB","DEB1","DEB13"
41643342,"DE","DE9","DE94","DE948"
41643360,"DE","DE9","DE94","DE94C"
41643396,"DE","DE9","DE94","DE94H"
41663232,"DE","DEA","DEA3","DEA37"
41681964,"IT","ITG","ITG2","ITG25"
41682400,"IT","ITC","ITC1","ITC16"
41682724,"DE","DE1","DE13","DE13A"
41682750,"DE","DE1","DE13","DE139"
41683290,"DE","DE9","DE94","DE948"
41702430,"IT","ITC","ITC1","ITC17"
41702440,"IT","ITC","ITC1","ITC17"
41702722,"DE","DE1","DE13","DE13A"
41722320,"IT","ITC","ITC3","ITC32"
41722428,"IT","ITC","ITC1","ITC17"
41722446,"IT","ITC","ITC1","ITC17"
41722486,"IT","ITC","ITC1","ITC13"
41722504,"IT","ITC","ITC1","ITC13"
41722878,"FR","FRF","FRF1","FRF11"
41723044,"DE","DEB","DEB1","DEB1B"
41741970,"IT","ITG","ITG2","ITG25"
41742420,"IT","ITC","ITC1","ITC17"
41742978,"DE","DEB","DEB3","DEB3J"
41743032,"DE","DEB","DEB1","DEB1A"
41743072,"DE","DEB","DEB1","DEB13"
41743302,"DE","DE9","DE94","DE948"
41743306,"DE","DE9","DE94","DE948"
41762422,"IT","ITC","ITC1","ITC17"
41762476,"IT","ITC","ITC1","ITC12"
41763118,"DE","DEA","DEA5","DEA59"
41763142,"DE","DEA","DEA5","DEA57"
41763268,"DE","DE9","DE94","DE94E"
41763334,"DE","DE9","DE94","DE948"
41782388,"IT","ITC","ITC1","ITC16"
41782412,"IT","ITC","ITC1","ITC17"
41782532,"IT","ITC","ITC1","ITC12"
41782754,"DE","DE1","DE13","DE132"
41782772,"DE","DE1","DE13","DE132"
41782888,"DE","DEB","DEB3","DEB3H"
41783032,"DE","DEB","DEB1","DEB1A"
41783068,"DE","DEB","DEB1","DEB13"
41783204,"DE","DEA","DEA3","DEA38"
41783288,"DE","DE9","DE94","DE94E"
41783342,"DE","DE9","DE94","DE946"
41783356,"DE","DE9","DE94","DE946"
41783392,"DE","DE9","DE94","DE94H"
41802354,"IT","ITC","ITC3","ITC32"
41802462,"IT","ITC","ITC1","ITC12"
41802494,"IT","ITC","ITC1","ITC13"
41802956,"DE","DEB","DEB3","DEB3D"
41821790,"IT","ITG","ITG2","ITG2C"
41821812,"IT","ITG","ITG2","ITG2C"
41821960,"IT","ITG","ITG2","ITG25"
41822360,"IT","ITC","ITC3","ITC32"
41822374,"IT","ITC","ITC3","ITC32"
41822402,"IT","ITC","ITC1","ITC16"
41822414,"IT","ITC","ITC1","ITC17"
41822870,"FR","FRF","FRF1","FRF11"
41823036,"DE","DE7","DE72","DE723"
41823058,"DE","DEB","DEB1","DEB1B"
41823112,"DE","DEA","DEA5","DEA59"
41823184,"DE","DEA","DEA3","DEA38"
41823284,"DE","DE9","DE94","DE94E"
41823346,"DE","DE9","DE94","DE946"
41842350,"IT","ITC","ITC3","ITC32"
41861958,"IT","ITG","ITG2","ITG25"
41862408,"IT","ITC","ITC1","ITC17"
41862472,"IT","ITC","ITC1","ITC12"
41863092,"DE","DEA","DEA5","DEA5A"
41881876,"IT","ITG","ITG2","ITG28"
41881930,"IT","ITG","ITG2","ITG25"
41882358,"IT","ITC","ITC3","ITC32"
41882386,"IT","ITC","ITC1","ITC17"
41882776,"DE","DE1","DE13","DE136"
41883064,"DE","DEB","DEB1","DEB1B"
41883154,"DE","DEA","DEA5","DEA5B"
41883208,"DE","DEA","DEA3","DEA38"
41902382,"IT","ITC","ITC1","ITC18"
41902400,"IT","ITC","ITC1","ITC18"
41902446,"IT","ITC","ITC1","ITC18"
41902558,"IT","ITC","ITC1","ITC14"
41902738,"DE","DE1","DE13","DE13A"
41902954,"DE","DEB","DEB3","DEB3B"
41903314,"DE","DE9","DE94","DE948"
41903350,"DE","DE9","DE94","DE946"
41921944,"IT","ITG","ITG2","ITG25"
41922402,"IT","ITC","ITC1","ITC17"
41922420,"IT","ITC","ITC1","ITC17"
41922438,"IT","ITC","ITC1","ITC18"
41923186,"DE","DEA","DEA3","DEA38"
41941786,"IT","ITG","ITG2","ITG2C"
41941882,"IT","ITG","ITG2","ITG28"
41942498,"IT","ITC","ITC1","ITC12"
41942506,"IT","ITC","ITC1","ITC15"
41961776,"IT","ITG","ITG2","ITG2C"
41962754,"DE","DE1","DE13","DE132"
41962892,"DE","DEB","DEB3","DEB3E"
41962952,"DE","DEB","DEB3","DEB3B"
41963126,"DE","DEA","DEA5","DEA57"
41963222,"DE","DE9","DE94","DE94E"
41963360,"DE","DE9","DE94","DE946"
41981900,"IT","ITG","ITG2","ITG28"
41981944,"IT","ITG","ITG2","ITG25"
41982368,"IT","ITC","ITC3","ITC32"
41982386,"IT","ITC","ITC1","ITC18"
41982398,"IT","ITC","ITC1","ITC18"
41982542,"IT","ITC","ITC1","ITC14"
41982722,"DE","DE1","DE13","DE13A"
41983298,"DE","DE9","DE94","DE948"
42001852,"IT","ITG","ITG2","ITG28"
42001906,"IT","ITG","ITG2","ITG28"
42002438,"IT","ITC","ITC1","ITC18"
42002460,"IT","ITC","ITC1","ITC12"
42002492,"IT","ITC","ITC1","ITC15"
42002504,"IT","ITC","ITC1","ITC15"
42003148,"DE","DEA","DEA5","DEA5B"
42003184,"DE","DEA","DEA3","DEA38"
42003238,"DE","DE9","DE94","DE94E"
42003608,"DK","DK0","DK03","DK032"
42022404,"IT","ITC","ITC1","ITC18"
42022416,"IT","ITC","ITC1","ITC18"
42022524,"IT","ITC","ITC1","ITC15"
42023304,"DE","DE9","DE94","DE948"
42061858,"IT","ITG","ITG2","ITG28"
42061926,"IT","ITG","ITG2","ITG25"
42061972,"IT","ITG","ITG2","ITG25"
42062512,"IT","ITC","ITC1","ITC15"
42063100,"DE","DEA","DEA5","DEA5A"
42081806,"IT","ITG","ITG2","ITG2C"
42081910,"IT","ITG","ITG2","ITG26"
42081954,"IT","ITG","ITG2","ITG25"
42081964,"IT","ITG","ITG2","ITG25"
42082400,"IT","ITC","ITC1","ITC18"
42082918,"DE","DEB","DEB3","DEB3I"
42083076,"DE","DE7","DE72","DE722"
42083224,"DE","DEA","DEA4","DEA42"
42083332,"DE","DE9","DE94","DE94D"
42083350,"DE","DE9","DE94","DE94G"
42083674,"DK","DK0","DK04","DK041"
42101830,"IT","ITG","ITG2","ITG2B"
42101866,"IT","ITG","ITG2","ITG28"
42101916,"IT","ITG","ITG2","ITG26"
42101926,"IT","ITG","ITG2","ITG25"
42102376,"IT","ITC","ITC3","ITC32"
42103248,"DE","DE9","DE94","DE94E"
42121948,"IT","ITG","ITG2","ITG25"
42123178,"DE","DEA","DEA5","DEA5B"
42123628,"DK","DK0","DK03","DK032"
42141800,"IT","ITG","ITG2","ITG27"
42141848,"IT","ITG","ITG2","ITG28"
42142394,"IT","ITC","ITC1","ITC18"
42142406,"IT","ITC","ITC1","ITC18"
42142970,"DE","DE7","DE71","DE717"
42143366,"DE","DE9","DE94","DE94G"
42161822,"IT","ITG","ITG2","ITG2B"
42162524,"IT","ITC","ITC4","ITC41"
42163298,"DE","DE9","DE94","DE94F"
42181938,"IT","ITG","ITG2","ITG25"
42181942,"IT","ITG","ITG2","ITG25"
42181952,"IT","ITG","ITG2","ITG25"
42181956,"IT","ITG","ITG2","ITG25"
42181974,"IT","ITG","ITG2","ITG25"
42182100,"FR","FRM","FRM0","FRM01"
42182410,"IT","ITC","ITC1","ITC18"
42182424,"IT","ITC","ITC1","ITC18"
42182510,"IT","ITC","ITC4","ITC41"
42182536,"IT","ITC","ITC4","ITC41"
42182748,"DE","DE1","DE13","DE136"
42183148,"DE","DEA","DEA5","DEA57"
42183342,"DE","DE9","DE94","DE94G"
42221832,"IT","ITG","ITG2","ITG2B"
42221866,"IT","ITG","ITG2","ITG28"
42222534,"IT","ITC","ITC4","ITC41"
42222540,"IT","ITC","ITC4","ITC41"
42222936,"DE","DE1","DE12","DE128"
42223056,"DE","DE7","DE72","DE721"
42223066,"DE","DE7","DE72","DE724"
42223650,"DK","DK0","DK04","DK041"
42223656,"DK","DK0","DK04","DK041"
42241864,"IT","ITG","ITG2","ITG28"
42241882,"IT","ITG","ITG2","ITG28"
42241966,"IT","ITG","ITG2","ITG25"
42242404,"IT","ITC","ITC1","ITC18"
42242422,"IT","ITC","ITC1","ITC18"
42242484,"IT","ITC","ITC1","ITC15"
42242502,"IT","ITC","ITC4","ITC41"
42243136,"DE","DEA","DEA5","DEA57"
42243402,"DE","DE9","DE93","DE932"
42243676,"DK","DK0","DK04","DK041"
42261946,"IT","ITG","ITG2","ITG25"
42261960,"IT","ITG","ITG2","ITG25"
42262432,"IT","ITC","ITC1","ITC18"
42262490,"IT","ITC","ITC4","ITC4C"
42262512,"IT","ITC","ITC4","ITC41"
42263008,"DE","DE7","DE71","DE712"
42263076,"DE","DE7","DE72","DE724"
42263094,"DE","DE7","DE72","DE724"
42263098,"DE","DE7","DE73","DE736"
42263760,"DK","DK0","DK05","DK050"
42281988,"IT","ITG","ITG2","ITG29"
42282538,"IT","ITC","ITC4","ITC41"
42283108,"DE","DE7","DE73","DE736"
42283198,"DE","DEA","DEA4","DEA42"
42283356,"DE","DE9","DE93","DE932"
42302452,"IT","ITC","ITC4","ITC48"
42303034,"DE","DE7","DE71","DE71E"
42303596,"DK","DK0","DK03","DK032"
42303622,"DK","DK0","DK03","DK032"
42303712,"DK","DK0","DK04","DK041"
42321800,"IT","ITG","ITG2","ITG27"
42321952,"IT","ITG","ITG2","ITG25"
42322388,"IT","ITC","ITC1","ITC18"
42322402,"IT","ITC","ITC1","ITC18"
42322510,"IT","ITC","ITC4","ITC41"
42322970,"DE","DE7","DE71","DE716"
42323042,"DE","DE7","DE72","DE721"
42323068,"DE","DE7","DE72","DE724"
42323086,"DE","DE7","DE72","DE724"
42323104,"DE","DE7","DE73","DE736"
42323114,"DE","DE7","DE73","DE736"
42323144,"DE","DEA","DEA5","DEA57"
42323666,"DK","DK0","DK04","DK041"
42342404,"IT","ITC","ITC1","ITC18"
42342480,"IT","ITC","ITC4","ITC4C"
42343028,"DE","DE7","DE71","DE71E"
42343226,"DE","DEA","DEA4","DEA43"
42343658,"DK","DK0","DK04","DK041"
42361906,"IT","ITG","ITG2","ITG26"
42361916,"IT","ITG","ITG2","ITG25"
42361920,"IT","ITG","ITG2","ITG25"
42362424,"IT","ITC","ITC1","ITC18"
42362442,"IT","ITC","ITC4","ITC48"
42362456,"IT","ITC","ITC4","ITC48"
42362906,"DE","DE1","DE12","DE128"
42362968,"DE","DE7","DE71","DE716"
42363036,"DE","DE7","DE71","DE71E"
42363076,"DE","DE7","DE72","DE724"
42363108,"DE","DE7","DE73","DE736"
42363374,"DE","DE9","DE93","DE932"
42363576,"DK","DK0","DK03","DK032"
42363680,"DK","DK0","DK04","DK041"
42363742,"DK","DK0","DK05","DK050"
42381944,"IT","ITG","ITG2","ITG25"
42382412,"IT","ITC","ITC1","ITC18"
42383304,"DE","DE9","DE92","DE922"
42401860,"IT","ITG","ITG2","ITG28"
42401958,"IT","ITG","ITG2","ITG29"
42402468,"IT","ITC","ITC4","ITC4C"
42402504,"IT","ITC","ITC4","ITC41"
42403002,"DE","DE7","DE71","DE71C"
42403026,"DE","DE7","DE71","DE71E"
42403110,"DE","DE7","DE73","DE736"
42403344,"DE","DE9","DE93","DE936"
42403354,"DE","DE9","DE93","DE936"
42403530,"DE","DEF","DEF0","DEF07"
42403584,"DK","DK0","DK03","DK032"
42403614,"DK","DK0","DK03","DK032"
42403638,"DK","DK0","DK03","DK032"
42403692,"DK","DK0","DK04","DK041"
42421810,"IT","ITG","ITG2","ITG27"
42422416,"IT","ITC","ITC1","ITC18"
42422520,"IT","ITC","ITC4","ITC42"
42423010,"DE","DE7","DE71","DE719"
42423082,"DE","DE7","DE72","DE724"
42423100,"DE","DE7","DE73","DE736"
42423538,"DK","DK0","DK03","DK032"
42423564,"DK","DK0","DK03","DK032"
42423766,"DK","DK0","DK05","DK050"
42442000,"IT","ITG","ITG2","ITG29"
42442386,"IT","ITC","ITC3","ITC33"
42442428,"IT","ITC","ITC4","ITC48"
42443112,"DE","DE7","DE73","DE736"
42443310,"DE","DE9","DE92","DE922"
42443656,"DK","DK0","DK04","DK041"
42443692,"DK","DK0","DK04","DK041"
42462478,"IT","ITC","ITC4","ITC4C"
42462780,"DE","DE1","DE14","DE149"
42462906,"DE","DE1","DE12","DE128"
42463122,"DE","DE7","DE73","DE736"
42463162,"DE","DEA","DEA4","DEA47"
42463294,"DE","DE9","DE92","DE922"
42463356,"DE","DE9","DE93","DE936"
42463558,"DK","DK0","DK03","DK032"
42463648,"DK","DK0","DK04","DK041"
42481804,"IT","ITG","ITG2","ITG27"
42482476,"IT","ITC","ITC4","ITC4C"
42482812,"DE","DE1","DE14","DE142"
42483154,"DE","DE7","DE73","DE736"
42483226,"DE","DEA","DEA4","DEA45"
42483322,"DE","DE9","DE92","DE922"
42483466,"DE","DEF","DEF0","DEF07"
42483628,"DK","DK0","DK03","DK032"
42501808,"IT","ITG","ITG2","ITG27"
42502430,"IT","ITC","ITC4","ITC48"
42502538,"IT","ITC","ITC4","ITC42"
42502766,"DE","DE1","DE14","DE149"
42502820,"DE","DE1","DE14","DE142"
42503014,"DE","DE7","DE71","DE719"
42503180,"DE","DEA","DEA4","DEA47"
42503186,"DE","DE","DEA","DEA4"
42503342,"DE","DE9","DE93","DE936"
42503366,"DE","DE9","DE93","DE937"
42503572,"DK","DK0","DK03","DK032"
42522422,"IT","ITC","ITC4","ITC48"
42522534,"IT","ITC","ITC4","ITC42"
42522552,"IT","ITC","ITC4","ITC42"
42522920,"DE","DE1","DE12","DE127"
42543054,"DE","DE7","DE72","DE721"
42543086,"DE","DE7","DE72","DE724"
42543090,"DE","DE7","DE72","DE724"
42543140,"DE","DE7","DE73","DE736"
42543248,"DE","DE9","DE92","DE928"
42543270,"DE","DE9","DE92","DE927"
42543680,"DK","DK0","DK04","DK041"
42543720,"DK","DK0","DK04","DK041"
42561800,"IT","ITG","ITG2","ITG27"
42562962,"DE","DE7","DE71","DE71B"
42563034,"DE","DE7","DE71","DE71E"
42563304,"DE","DE9","DE92","DE922"
42581922,"IT","ITG","ITG2","ITG26"
42582378,"IT","ITC","ITC3","ITC33"
42582432,"IT","ITC","ITC4","ITC48"
42582462,"IT","ITC","ITC4","ITC48"
42582994,"DE","DE2","DE26","DE264"
42583038,"DE","DE7","DE72","DE725"
42583062,"DE","DE7","DE72","DE725"
42583080,"DE","DE7","DE72","DE724"
42583182,"DE","DEA","DEA4","DEA44"
42583236,"DE","DEA","DEA4","DEA46"
42583542,"DK","DK0","DK03","DK032"
42583678,"DK","DK0","DK04","DK041"
42583722,"DK","DK0","DK04","DK041"
42583776,"DK","DK0","DK05","DK050"
42602746,"DE","DE1","DE14","DE147"
42602758,"DE","DE1","DE14","DE149"
42602992,"DE","DE2","DE26","DE264"
42603070,"DE","DE7","DE72","DE725"
42603100,"DE","DE7","DE73","DE735"
42603190,"DE","DEA","DEA4","DEA44"
42603492,"DE","DEF","DEF0","DEF07"
42603550,"DK","DK0","DK03","DK032"
42603574,"DK","DK0","DK03","DK032"
42603610,"DK","DK0","DK03","DK032"
42603628,"DK","DK0","DK03","DK032"
42621864,"IT","ITG","ITG2","ITG2A"
42621978,"IT","ITG","ITG2","ITG29"
42622382,"IT","ITC","ITC3","ITC33"
42622490,"IT","ITC","ITC4","ITC4C"
42622896,"DE","DE1","DE11","DE117"
42623080,"DE","DE7","DE72","DE725"
42623116,"DE","DE7","DE73","DE736"
42623368,"DE","DE9","DE93","DE937"
42623652,"DK","DK0","DK04","DK041"
42641970,"IT","ITG","ITG2","ITG29"
42642402,"IT","ITC","ITC4","ITC48"
42643126,"DE","DE7","DE73","DE734"
42643222,"DE","DE9","DE92","DE928"
42662386,"IT","ITC","ITC3","ITC33"
42662462,"IT","ITC","ITC4","ITC48"
42663262,"DE","DE9","DE92","DE927"
42663640,"DK","DK0","DK03","DK032"
42663700,"DK","DK0","DK04","DK041"
42663712,"DK","DK0","DK04","DK041"
42682424,"IT","ITH","ITH5","ITH51"
42682790,"DE","DE1","DE14","DE149"
42682952,"DE","DE2","DE26","DE269"
42683042,"DE","DE7","DE72","DE725"
42683078,"DE","DE7","DE72","DE725"
42683096,"DE","DE7","DE73","DE735"
42683204,"DE","DEA","DEA4","DEA45"
42683212,"DE","DE9","DE92","DE923"
42683482,"DE","DEF","DEF0","DEF07"
42683662,"DK","DK0","DK04","DK041"
42702102,"FR","FRM","FRM0","FRM02"
42702434,"IT","ITC","ITC4","ITC48"
42703082,"DE","DE7","DE73","DE735"
42703532,"DK","DK0","DK03","DK032"
42703568,"DK","DK0","DK03","DK032"
42703640,"DK","DK0","DK03","DK032"
42721934,"IT","ITG","ITG2","ITG26"
42722438,"IT","ITC","ITC4","ITC48"
42722500,"IT","ITC","ITC4","ITC4D"
42722532,"IT","ITC","ITC4","ITC43"
42722546,"IT","ITC","ITC4","ITC43"
42722554,"IT","ITC","ITC4","ITC43"
42722806,"DE","DE1","DE14","DE141"
42723058,"DE","DE7","DE72","DE725"
42723126,"DE","DE7","DE73","DE735"
42723238,"DE","DE9","DE92","DE928"
42723338,"DE","DE9","DE93","DE937"
42723522,"DE","DEF","DEF0","DEF0C"
42723644,"DK","DK0","DK03","DK032"
42723670,"DK","DK0","DK04","DK041"
42723778,"DK","DK0","DK05","DK050"
42742164,"FR","FRM","FRM0","FRM02"
42743070,"DE","DE7","DE72","DE725"
42762108,"FR","FRM","FRM0","FRM02"
42762490,"IT","ITC","ITC4","ITC4C"
42762760,"DE","DE1","DE14","DE149"
42763074,"DE","DE7","DE72","DE725"
42763084,"DE","DE7","DE73","DE735"
42763102,"DE","DE7","DE73","DE735"
42763282,"DE","DE9","DE92","DE927"
42763318,"DE","DE9","DE93","DE93B"
42763458,"DE","DEF","DEF0","DEF05"
42763462,"DE","DEF","DEF0","DEF05"
42763476,"DE","DEF","DEF0","DEF0C"
42763506,"DE","DEF","DEF0","DEF0C"
42763534,"DK","DK0","DK03","DK032"
