"POINTID","Revisited_point","Coarse","Clay","Sand","Silt","Soil_Stones","Elevation","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3"
36722938,"Yes",NA,NA,NA,NA,1,125,6.7,7.09,14.04,16.3,3,105.3,1.9,187.7,"B11","U111","FR","FRD","FRD2","FRD21"
36723010,"Yes",NA,NA,NA,NA,2,91,6.7,6.94,17.3,8.4,0,37.8,1,161.2,"B12","U111","FR","FRD","FRD2","FRD22"
36723172,"Yes",NA,NA,NA,NA,4,55,6.2,6.45,20.3,27.2,0,70,3,133.8,"B13","U111","UK","UKJ","UKJ4","UKJ45"
36723244,"Yes",NA,NA,NA,NA,1,171,6.9,7.5,12.66,15.3,3,125.8,1.6,110.9,"B11","U111","UK","UKH","UKH3","UKH34"
36723394,"Yes",NA,NA,NA,NA,1,91,6,6.2,40.2,19.7,0,61.7,2.3,200.8,"B13","U111","UK","UKF","UKF3","UKF30"
36742088,"Yes",NA,NA,NA,NA,1,31,7.5,8.11,13.88,15.7,219,30.5,1.6,146.6,"B12","U111","ES","ES5","ES51","ES511"
36742172,"Yes",39,14,28,58,1,37,6.3,6.5,122.2,75.6,3,19.9,6.8,173.6,"C10","U120","ES","ES5","ES51","ES512"
36742312,"Yes",NA,NA,NA,NA,1,44,7.4,7.83,18.94,30.5,140,9.8,2.5,327.9,"C10","U120","FR","FRJ","FRJ2","FRJ27"
36742412,"Yes",NA,NA,NA,NA,1,11,7,7.22,21.9,61.5,5,9.2,5.1,171.7,"E20","U111","FR","FRJ","FRJ2","FRJ25"
36742448,"Yes",NA,NA,NA,NA,2,45,7.3,7.72,22.1,32.5,224,18,2.4,421.8,"B11","U111","FR","FRJ","FRJ2","FRJ25"
36742474,"Yes",NA,NA,NA,NA,1,93,5.8,5.89,9.28,32.3,0,15.7,3.4,151.5,"E10","U111","FR","FRI","FRI2","FRI21"
36742492,"Yes",NA,NA,NA,NA,1,41,5.7,5.88,8.28,27.6,0,19.2,3.1,108.8,"E20","U111","FR","FRI","FRI2","FRI21"
36742604,"Yes",NA,NA,NA,NA,1,37,4.9,5.36,16.3,11.6,0,37.1,1.5,137.1,"B16","U111","FR","FRI","FRI2","FRI22"
36742628,"Yes",NA,NA,NA,NA,1,42,4.4,4.72,25.5,19.6,0,12.7,2.2,74.4,"D10","U420","FR","FRB","FRB0","FRB03"
36742640,"Yes",NA,NA,NA,NA,1,326,4.8,5.23,11.91,18.3,0,69.1,2,387,"E10","U420","FR","FRB","FRB0","FRB03"
36742682,"Yes",NA,NA,NA,NA,2,232,7.1,7.36,22.7,13.3,1,34.1,1.6,191.2,"F40","U111","FR","FRB","FRB0","FRB03"
36742748,"Yes",NA,NA,NA,NA,1,242,6.6,6.82,6.96,11.4,1,33.7,1.4,152,"B11","U111","FR","FRB","FRB0","FRB05"
36742852,"Yes",NA,NA,NA,NA,2,133,5.4,5.78,12.63,11.9,0,28.9,1.5,70.1,"B32","U111","FR","FRB","FRB0","FRB02"
36742906,"Yes",NA,NA,NA,NA,1,81,5.7,5.94,20.1,14.5,0,50,1.8,90.7,"B11","U111","FR","FRD","FRD2","FRD21"
36742982,"Yes",NA,NA,NA,NA,1,77,7.1,7.41,22.3,9.7,5,65.3,1.4,128.6,"B11","U111","FR","FRD","FRD2","FRD22"
36743000,"Yes",NA,NA,NA,NA,1,74,5.6,5.84,41.3,9.8,0,28.5,1.6,170.2,"B21","U111","FR","FRD","FRD2","FRD22"
36762164,"Yes",33,15,50,35,2,61,6.9,7.44,16.07,28.3,58,9.6,2.7,101.3,"C10","U120","ES","ES5","ES51","ES512"
36762236,"Yes",22,8,61,31,1,78,4.1,4.63,9.72,36.6,0,17.9,2.2,65.5,"C10","U120","FR","FRJ","FRJ1","FRJ11"
36762278,"Yes",NA,NA,NA,NA,1,197,7.4,7.92,13,6.9,272,7.5,1,117,"F40","U111","FR","FRJ","FRJ1","FRJ11"
36762398,"Yes",NA,NA,NA,NA,1,189,5.3,5.55,38.8,55.5,0,19.8,5.7,126,"E20","U111","FR","FRJ","FRJ2","FRJ22"
36762740,"Yes",NA,NA,NA,NA,1,70,5.8,6.13,13.46,7.3,0,38.7,0.9,109.9,"C10","U120","FR","FRB","FRB0","FRB05"
36763172,"Yes",NA,NA,NA,NA,1,35,6,6.25,22.1,16.7,0,33.7,1.9,116.9,"B71","U111","UK","UKJ","UKJ4","UKJ43"
36763388,"Yes",NA,NA,NA,NA,1,20,7.5,7.74,37.7,22,48,28.5,2.5,330.8,"B32","U111","UK","UKF","UKF3","UKF30"
36782374,"Yes",NA,NA,NA,NA,1,18,4.4,4.66,12.59,10.4,0,6.2,1.5,58,"B11","U111","FR","FRJ","FRJ2","FRJ28"
36782572,"Yes",NA,NA,NA,NA,1,580,4.5,4.88,30,84.8,0,36,8.2,134.9,"E20","U111","FR","FRI","FRI2","FRI22"
36782654,"Yes",NA,NA,NA,NA,1,405,4.5,5.11,3.87,9.7,0,21.8,1.1,65.8,"B55","U111","FR","FRB","FRB0","FRB03"
36782680,"Yes",NA,NA,NA,NA,4,373,7.3,7.59,12.55,22.5,8,26.7,2.5,239.7,"B32","U111","FR","FRB","FRB0","FRB03"
36782716,"Yes",NA,NA,NA,NA,1,108,7,7.27,13.94,13,8,53.2,1.4,196.7,"B82","U111","FR","FRB","FRB0","FRB03"
36782730,"Yes",NA,NA,NA,NA,1,21,5.3,5.46,33.1,6.4,0,40.6,1,92.6,"B16","U111","FR","FRB","FRB0","FRB05"
36782824,"Yes",NA,NA,NA,NA,1,26,5.6,6.06,8.36,18.7,2,38.9,1.8,142.3,"B32","U111","FR","FRB","FRB0","FRB02"
36782982,"Yes",NA,NA,NA,NA,3,385,6,6.28,9.24,10.5,0,32,1.4,84.2,"B11","U111","FR","FRD","FRD2","FRD22"
36783148,"Yes",NA,NA,NA,NA,2,430,7,7.18,22.6,20.7,0,26.8,2.5,257.3,"B15","U111","UK","UKJ","UKJ4","UKJ45"
36783234,"Yes",NA,NA,NA,NA,1,194,6.1,6.28,7.18,21.4,0,23.7,1.9,126,"E20","U111","UK","UKH","UKH3","UKH34"
36802106,"Yes",30,19,29,52,4,455,5.8,6,14.39,55.5,1,11.7,4.3,146.9,"C10","U120","ES","ES5","ES51","ES511"
36802602,"Yes",NA,NA,NA,NA,2,455,5,5.21,32.2,29.1,0,84.8,3.3,274.3,"B11","U111","FR","FRI","FRI2","FRI22"
36802854,"Yes",NA,NA,NA,NA,4,450,5.9,6.24,10.05,8.2,0,29.7,1.1,97.9,"B11","U111","FR","FRB","FRB0","FRB02"
36802926,"Yes",NA,NA,NA,NA,4,414,5.8,6.25,10.36,12.1,0,22.2,1.5,103.5,"B13","U111","FR","FRD","FRD2","FRD21"
36802962,"Yes",NA,NA,NA,NA,4,464,4.7,5.09,8.61,8.8,0,41.6,1.1,88.5,"B11","U111","FR","FRD","FRD2","FRD22"
36803232,"Yes",NA,NA,NA,NA,3,450,5.9,6.18,9.81,11.3,0,29.4,1.3,153.6,"B11","U111","UK","UKH","UKH3","UKH34"
36803250,"Yes",NA,NA,NA,NA,4,530,6.9,7.42,12.66,13.2,1,31.7,1.6,94.9,"B11","U111","UK","UKH","UKH3","UKH34"
36822342,"Yes",NA,NA,NA,NA,3,536,5.7,5.93,10.24,38.6,0,11,2.7,227.9,"C10","U120","FR","FRJ","FRJ2","FRJ27"
36822426,"Yes",NA,NA,NA,NA,4,415,5.7,6.13,7.07,20,0,11.6,2.4,125.4,"B14","U111","FR","FRJ","FRJ2","FRJ25"
36822540,"Yes",NA,NA,NA,NA,1,72,3.5,4.1,25.4,150.9,1,37.9,9.3,86.8,"C23","U120","FR","FRI","FRI2","FRI21"
36822720,"Yes",NA,NA,NA,NA,1,199,5,5.43,8.98,17,0,12.2,2,124.1,"B51","U111","FR","FRB","FRB0","FRB05"
36822742,"Yes",NA,NA,NA,NA,2,287,4.6,5.22,11.59,40.6,0,15.9,2.9,118.4,"C10","U120","FR","FRB","FRB0","FRB05"
36822768,"Yes",NA,NA,NA,NA,2,235,7.6,7.8,28.7,13,51,42.4,1.7,577.1,"B23","U111","FR","FRB","FRB0","FRB05"
36822792,"Yes",NA,NA,NA,NA,1,220,7.1,7.29,184.7,16.8,11,74.6,2,536.3,"B32","U111","FR","FRB","FRB0","FRB05"
36822804,"Yes",NA,NA,NA,NA,3,209,6.7,6.95,16.87,15.8,0,52.9,1.9,217.1,"B11","U111","FR","FRB","FRB0","FRB02"
36822814,"Yes",NA,NA,NA,NA,2,242,7.2,7.69,13.12,12.9,10,43,1.7,187.4,"B32","U111","FR","FRB","FRB0","FRB02"
36822858,"Yes",NA,NA,NA,NA,1,95,5.7,6.1,11.8,10.3,0,50.7,1.3,95.2,"B11","U111","FR","FRB","FRB0","FRB02"
36822868,"Yes",NA,NA,NA,NA,1,125,5.7,5.96,6.45,11.2,0,21.2,1.4,81.6,"B11","U111","FR","FRB","FRB0","FRB02"
36822900,"Yes",NA,NA,NA,NA,1,86,6.4,6.55,17.64,12,0,66.7,1.5,200.6,"B11","U111","FR","FRD","FRD2","FRD21"
36823152,"Yes",NA,NA,NA,NA,1,75,5.5,5.82,10.89,22.4,0,17.2,2.7,85.4,"B11","U111","UK","UKJ","UKJ4","UKJ45"
36842110,"Yes",36,11,54,35,1,60,4.9,5.31,6.6,31,0,10.7,3,115.8,"C10","U120","ES","ES5","ES51","ES511"
36842134,"Yes",NA,NA,NA,NA,1,11,7.3,7.81,24.3,13.5,296,51,1.6,181.6,"B16","U111","ES","ES5","ES51","ES511"
36842170,"Yes",22,15,26,58,1,22,4.7,4.87,84.7,45.9,1,13,5.2,164.1,"E20","U111","ES","ES5","ES51","ES512"
36842196,"Yes",64,12,43,45,3,414,6.8,6.91,46.1,118.3,4,62,10.3,401.5,"C10","U420","FR","FRJ","FRJ1","FRJ15"
36842308,"Yes",NA,NA,NA,NA,2,561,6.5,6.89,16.43,23.3,1,25.4,2.7,246.8,"B11","U111","FR","FRJ","FRJ2","FRJ27"
36842488,"Yes",NA,NA,NA,NA,1,237,3.7,3.95,15.82,45.5,0,43.9,3.5,68,"C32","U120","FR","FRI","FRI2","FRI21"
36842646,"Yes",NA,NA,NA,NA,4,229,4,4.67,5.85,22.6,0,10.5,1.9,68.8,"C10","U120","FR","FRB","FRB0","FRB03"
36842746,"Yes",NA,NA,NA,NA,4,350,5.5,5.85,6.56,18.2,0,25.7,1.9,75,"E20","U111","FR","FRB","FRB0","FRB05"
36842772,"Yes",NA,NA,NA,NA,1,103,7.4,7.84,15.67,15.6,28,53.5,1.7,327,"B12","U111","FR","FRB","FRB0","FRB05"
36842826,"Yes",NA,NA,NA,NA,1,126,6.3,6.47,7.16,12,1,44,1.7,165.7,"B32","U111","FR","FRB","FRB0","FRB02"
36843250,"Yes",NA,NA,NA,NA,1,238,6.8,7.15,15.18,20.6,3,68.6,2.1,87.5,"B11","U111","UK","UKH","UKH3","UKH34"
36843280,"Yes",NA,NA,NA,NA,1,245,7.1,7.57,17.4,10.2,4,45.5,1.3,111.7,"B11","U111","UK","UKH","UKH1","UKH14"
36862148,"Yes",21,20,33,47,1,281,7,7.11,19.09,30.9,55,11.9,3.9,176.7,"E20","U111","ES","ES5","ES51","ES512"
36862176,"Yes",52,11,31,58,1,163,5.2,5.62,17.22,49.3,0,13,5.2,209.8,"D10","U111","ES","ES5","ES51","ES512"
36862270,"Yes",NA,NA,NA,NA,1,196,7.3,7.83,14.43,10.8,78,24.9,1.3,206.7,"B31","U111","FR","FRJ","FRJ1","FRJ11"
36862320,"Yes",NA,NA,NA,NA,3,151,7.3,7.82,20.6,15.4,87,20.6,1.9,382.4,"B11","U111","FR","FRJ","FRJ2","FRJ27"
36862396,"Yes",NA,NA,NA,NA,1,165,5.9,6.1,51.4,47.4,0,7.9,5.1,255.8,"E20","U111","FR","FRJ","FRJ2","FRJ22"
36862590,"Yes",NA,NA,NA,NA,4,260,4.1,4.76,16.51,70.2,0,17.3,5.8,87.5,"C10","U120","FR","FRI","FRI2","FRI22"
36862662,"Yes",NA,NA,NA,NA,1,293,4.1,4.38,18.96,17.3,1,9.6,1.5,32,"C10","U120","FR","FRB","FRB0","FRB03"
36862788,"Yes",NA,NA,NA,NA,3,211,7.3,7.51,20.4,16.7,50,42.6,2.1,371.6,"B12","U111","FR","FRB","FRB0","FRB05"
36862954,"Yes",NA,NA,NA,NA,1,215,3.1,3.83,21.5,194.4,1,70.7,8.7,151.7,"C10","U120","FR","FRD","FRD2","FRD22"
36863152,"Yes",NA,NA,NA,NA,4,187,5.4,5.79,12.08,35.8,0,51.6,3.6,298.6,"E30","U420","UK","UKJ","UKJ4","UKJ45"
36863314,"Yes",NA,NA,NA,NA,1,21,7,7.57,24.9,19.5,189,112.6,2.1,160.9,"B11","U111","UK","UKH","UKH1","UKH17"
36882150,"Yes",33,30,21,49,2,240,6.1,6.21,12,25.8,1,2.3,2.6,108.8,"C10","U120","ES","ES5","ES51","ES512"
36882232,"Yes",8,41,16,43,3,339,7.2,7.54,13.55,36.1,658,5.2,1.6,96.2,"D10","U111","FR","FRJ","FRJ1","FRJ11"
36882334,"Yes",NA,NA,NA,NA,1,337,7.3,7.75,13.96,25.4,134,10.9,2.4,198.8,"B54","U111","FR","FRJ","FRJ2","FRJ27"
36882370,"Yes",NA,NA,NA,NA,2,-3,4.8,5.22,11.93,33.2,0,17.4,3.5,123.7,"E20","U111","FR","FRJ","FRJ2","FRJ27"
36882384,"Yes",NA,NA,NA,NA,1,3,5.9,6.14,34.1,24.2,0,180.8,3,660,"E20","U111","FR","FRJ","FRJ2","FRJ22"
36882406,"Yes",NA,NA,NA,NA,1,48,7,7.26,21.9,41.9,38,61.2,5,1201.3,"B55","U111","FR","FRJ","FRJ2","FRJ22"
36882430,"Yes",NA,NA,NA,NA,2,191,4.2,4.95,6.32,37.6,0,15.1,3.4,125.2,"E20","U111","FR","FRJ","FRJ2","FRJ25"
36882622,"Yes",NA,NA,NA,NA,1,4,4.5,4.97,19.98,19.3,0,21.4,2.2,51.3,"B31","U111","FR","FRI","FRI2","FRI22"
36882640,"Yes",NA,NA,NA,NA,4,350,7.3,7.52,39.2,33.9,211,17.5,3.7,322.4,"E20","U111","FR","FRB","FRB0","FRB03"
36882676,"Yes",NA,NA,NA,NA,1,30,5.8,6.12,12.79,12,0,50.1,1.4,151.7,"B11","U111","FR","FRB","FRB0","FRB03"
36882708,"Yes",NA,NA,NA,NA,2,1,6.2,6.44,20.3,7.8,0,10,1.1,59.1,"B11","U111","FR","FRB","FRB0","FRB03"
36882964,"Yes",NA,NA,NA,NA,1,1,4.1,4.54,16.83,45.6,0,24,3,94.2,"C10","U120","FR","FRD","FRD2","FRD22"
36882978,"Yes",NA,NA,NA,NA,2,50,5.4,5.59,49.1,18.9,0,58.2,2.5,187.4,"B11","U111","FR","FRD","FRD2","FRD22"
36883000,"Yes",NA,NA,NA,NA,1,165,4.6,5.1,12.29,51.3,1,36,3.7,99.5,"C10","U120","FR","FRD","FRD2","FRD22"
36883144,"Yes",NA,NA,NA,NA,1,178,7.3,7.55,22.9,20.1,82,12.9,3.1,298,"B11","U111","UK","UKJ","UKJ4","UKJ44"
36883306,"Yes",NA,NA,NA,NA,3,39,3.3,3.93,6.33,24.8,0,39.3,1.7,36.9,"C10","U120","UK","UKH","UKH1","UKH17"
36902530,"Yes",NA,NA,NA,NA,1,19,4.9,5.21,129.5,144.5,2,70.8,12.7,510.5,"E20","U111","FR","FRI","FRI2","FRI21"
36902560,"Yes",NA,NA,NA,NA,4,58,3.9,4.01,13.6,57.2,0,21.9,4.2,58.1,"C23","U120","FR","FRI","FRI2","FRI22"
36902692,"Yes",NA,NA,NA,NA,1,30,6,7.7,17.91,23,247,33.4,2.2,243.9,"B11","U111","FR","FRB","FRB0","FRB03"
36903154,"Yes",NA,NA,NA,NA,2,14,6.7,6.84,13.58,20.6,1,14.6,2.2,192.3,"B13","U111","UK","UKJ","UKJ4","UKJ45"
36903268,"Yes",NA,NA,NA,NA,1,5,7.3,7.67,21.9,15.2,16,21.9,1.9,186.6,"F40","U111","UK","UKH","UKH1","UKH14"
36922168,"Yes",38,24,22,54,2,14,5.7,5.92,9.47,31,1,8.5,3.7,69.5,"E10","U111","ES","ES5","ES51","ES512"
36922448,"Yes",NA,NA,NA,NA,3,180,4.7,5.07,21.7,21.1,0,52.3,2.1,60.6,"B55","U111","FR","FRJ","FRJ2","FRJ25"
36922664,"Yes",NA,NA,NA,NA,2,13,6.6,6.76,14.74,18.5,0,10.8,1.7,58.1,"C10","U420","FR","FRB","FRB0","FRB03"
36922798,"Yes",NA,NA,NA,NA,1,7,7.2,7.38,28.2,19.2,33,83.9,2.4,669.4,"B35","U111","FR","FRB","FRB0","FRB05"
36922820,"Yes",NA,NA,NA,NA,2,48,5.8,6.21,14,12.6,2,90.9,1.6,216.2,"B13","U111","FR","FRB","FRB0","FRB02"
36922844,"Yes",NA,NA,NA,NA,2,53,6.9,7.34,8.02,14.5,3,28.4,1.8,140.3,"B13","U111","FR","FRB","FRB0","FRB02"
36922880,"Yes",NA,NA,NA,NA,1,34,6.8,7.02,10.42,24.6,2,59.3,2.7,209.8,"B13","U111","FR","FRB","FRB0","FRB02"
36922946,"Yes",NA,NA,NA,NA,1,55,6.2,6.53,18.38,12.7,0,51.6,1.6,181.8,"B11","U111","FR","FRD","FRD2","FRD21"
36922952,"Yes",NA,NA,NA,NA,3,62,6.8,7.17,17.06,13.2,1,47.4,1.7,135.9,"B11","U111","FR","FRD","FRD2","FRD21"
36922960,"Yes",NA,NA,NA,NA,2,55,5.8,6.05,29.9,14.1,0,60.3,1.9,231.3,"B11","U111","FR","FRD","FRD2","FRD22"
36922970,"Yes",NA,NA,NA,NA,2,260,6.5,6.79,16.1,12.4,1,68.9,1.6,146.4,"B11","U111","FR","FRD","FRD2","FRD22"
36942152,"Yes",17,27,37,36,2,18,7.2,7.58,11.65,12.6,38,15.8,1.9,100.1,"B52","U111","ES","ES5","ES51","ES512"
36942188,"Yes",37,15,44,41,1,117,6,6.17,7.68,25.7,0,9.1,1.7,155,"C32","U120","FR","FRJ","FRJ1","FRJ15"
36942192,"Yes",32,18,40,42,1,48,6.8,6.96,15.13,23.8,4,9.2,2.1,198.2,"C32","U120","FR","FRJ","FRJ1","FRJ15"
36942300,"Yes",NA,NA,NA,NA,2,109,5.4,5.66,49.1,30.1,0,17.5,3.8,55.4,"E20","U111","FR","FRJ","FRJ2","FRJ27"
36942362,"Yes",NA,NA,NA,NA,1,60,6,6.17,7.88,15.7,0,16,1.7,91.2,"B55","U111","FR","FRJ","FRJ2","FRJ27"
36942372,"Yes",NA,NA,NA,NA,2,54,5,5.44,6.53,21.2,0,12.1,2.2,170.6,"E10","U111","FR","FRJ","FRJ2","FRJ27"
36942470,"Yes",NA,NA,NA,NA,2,99,5.1,5.52,5.11,37.4,0,11.2,3.5,90.2,"E20","U111","FR","FRI","FRI2","FRI21"
36942632,"Yes",NA,NA,NA,NA,3,110,4.9,5.37,24.1,30.3,0,48.2,3.1,99.5,"E20","U111","FR","FRB","FRB0","FRB03"
36942704,"Yes",NA,NA,NA,NA,2,184,5.9,6.12,28.1,11.1,0,32.7,1.3,153.6,"B11","U111","FR","FRB","FRB0","FRB03"
36942830,"Yes",NA,NA,NA,NA,2,108,6.7,6.89,11.24,13,0,50.6,1.4,145.4,"B11","U111","FR","FRB","FRB0","FRB02"
36942938,"Yes",NA,NA,NA,NA,1,25,6.8,7.09,18.26,29.7,163,59,2.5,149.2,"D20","U420","FR","FRD","FRD2","FRD21"
36943226,"Yes",NA,NA,NA,NA,4,191,7.4,7.69,24.3,25.5,5,67.3,2.7,659.8,"B11","U111","UK","UKH","UKH3","UKH34"
36962122,"Yes",33,16,38,46,2,69,4.4,4.8,23.9,34.8,0,20.1,3.1,133.3,"C10","U120","ES","ES5","ES51","ES511"
36962352,"Yes",NA,NA,NA,NA,3,95,5.8,6.08,11.67,19,0,20.4,2.4,93,"E20","U111","FR","FRJ","FRJ2","FRJ27"
36962384,"Yes",NA,NA,NA,NA,3,55,4.6,4.9,63.9,46.4,0,30.5,4.9,213.2,"E20","U111","FR","FRJ","FRJ2","FRJ22"
36962636,"Yes",NA,NA,NA,NA,3,72,5.1,5.31,60.7,27.5,1,58.4,3.5,771.7,"E20","U111","FR","FRB","FRB0","FRB03"
36962690,"Yes",NA,NA,NA,NA,1,22,7.3,7.67,15.9,18.1,22,48,2.3,552,"B13","U111","FR","FRB","FRB0","FRB03"
36962716,"Yes",NA,NA,NA,NA,2,95,5.6,5.88,11.23,4.2,2,11,0.7,26.1,"B31","U111","FR","FRB","FRB0","FRB03"
36962780,"Yes",NA,NA,NA,NA,4,175,7.5,7.73,22.2,18.4,113,29,2.4,604.8,"B32","U111","FR","FRB","FRB0","FRB06"
36962806,"Yes",NA,NA,NA,NA,1,48,7.5,7.91,22,19.6,141,35.9,2.5,434,"B11","U111","FR","FRB","FRB0","FRB02"
36962824,"Yes",NA,NA,NA,NA,1,81,5.6,5.96,20.1,12,0,48.3,1.6,159.8,"B32","U111","FR","FRB","FRB0","FRB02"
36962834,"Yes",NA,NA,NA,NA,1,90,5.8,6.15,6.54,10.7,1,44.9,1.2,155.6,"B11","U111","FR","FRB","FRB0","FRB02"
36962856,"Yes",NA,NA,NA,NA,1,128,5,5.53,6.47,15.3,0,42.5,1.7,129.2,"B32","U111","FR","FRB","FRB0","FRB02"
36962888,"Yes",NA,NA,NA,NA,1,145,6.9,7.23,9.97,13,2,47.1,1.6,141.6,"B11","U111","FR","FRB","FRB0","FRB02"
36962914,"Yes",NA,NA,NA,NA,2,138,7.3,7.64,17,15.5,44,38.4,1.8,282.2,"B11","U111","FR","FRD","FRD2","FRD21"
36962928,"Yes",NA,NA,NA,NA,1,75,5.6,5.93,13.49,58,1,11.3,5.1,99.5,"C10","U120","FR","FRD","FRD2","FRD21"
36962982,"Yes",NA,NA,NA,NA,1,132,6.4,6.61,26.3,15.1,0,58,2.2,207.9,"B16","U111","FR","FRD","FRD2","FRD22"
36963004,"Yes",NA,NA,NA,NA,1,82,7.4,7.79,17.76,6.9,843,21,2.3,171.4,"B11","U111","FR","FRD","FRD2","FRD22"
36963018,"Yes",NA,NA,NA,NA,2,396,6.2,6.44,7.15,10.7,1,34.4,1.4,71.1,"B12","U111","FR","FRD","FRD2","FRD22"
36963230,"Yes",NA,NA,NA,NA,3,226,6.1,6.38,15.93,19.5,0,50.1,2.1,341.3,"B35","U111","UK","UKH","UKH3","UKH34"
36982170,"Yes",43,19,28,53,2,139,4.3,4.79,7.64,59.8,0,10.6,5.9,74.2,"E20","U111","ES","ES5","ES51","ES512"
36982218,"Yes",53,11,55,34,1,168,4.9,5.43,8.52,52.6,1,9.5,2.7,164.2,"C22","U120","FR","FRJ","FRJ1","FRJ15"
36982404,"Yes",NA,NA,NA,NA,1,138,5.3,5.61,53.1,27.1,0,95.1,3.4,78.2,"E20","U111","FR","FRJ","FRJ2","FRJ22"
36982782,"Yes",NA,NA,NA,NA,1,202,5,5.41,9.97,9.1,1,33.7,1.2,218.4,"B11","U111","FR","FRB","FRB0","FRB06"
36983250,"Yes",NA,NA,NA,NA,4,237,3.4,4.23,25.7,164.1,0,78.5,9.2,245.5,"C10","U120","UK","UKH","UKH1","UKH14"
36983268,"Yes",NA,NA,NA,NA,3,287,7.4,7.73,27.6,13.5,19,21.2,1.6,99.3,"B41","U111","UK","UKH","UKH1","UKH14"
37002174,"Yes",69,8,57,34,1,199,6.5,6.79,16.6,43.2,4,13.7,3.8,86.3,"C10","U120","FR","FRJ","FRJ1","FRJ15"
37002426,"Yes",NA,NA,NA,NA,2,239,4.9,5.35,5.73,18,0,30.9,2.2,39.6,"B55","U111","FR","FRJ","FRJ2","FRJ25"
37002562,"Yes",NA,NA,NA,NA,2,232,4.2,4.57,34.3,29.4,0,48.2,3.2,301.8,"E20","U111","FR","FRI","FRI2","FRI22"
37002606,"Yes",NA,NA,NA,NA,2,309,4.3,4.55,51.8,23,0,57.3,2.5,220.4,"E20","U111","FR","FRI","FRI2","FRI22"
37002670,"Yes",NA,NA,NA,NA,4,242,6.7,6.81,11.95,8.2,0,27.2,0.9,106.7,"B32","U111","FR","FRB","FRB0","FRB03"
37002724,"Yes",NA,NA,NA,NA,1,334,4,4.61,13.93,19,0,15.9,1.2,64.8,"C10","U120","FR","FRB","FRB0","FRB05"
37002984,"Yes",NA,NA,NA,NA,1,115,6.8,7.12,16.28,12.3,2,39.3,1.5,93.6,"B11","U111","FR","FRD","FRD2","FRD22"
37003278,"Yes",NA,NA,NA,NA,4,194,6.8,7.04,18.56,13.1,0,25,1.6,110,"B11","U111","UK","UKH","UKH1","UKH14"
37022196,"Yes",NA,NA,NA,NA,1,235,5.6,5.92,12.59,78.2,0,24,5.3,173.4,"C10","U420","FR","FRJ","FRJ1","FRJ15"
37022386,"Yes",NA,NA,NA,NA,3,308,5.6,5.88,34.2,19.5,1,39.5,2.4,87.6,"E20","U111","FR","FRJ","FRJ2","FRJ22"
37022398,"Yes",NA,NA,NA,NA,4,257,5.7,6.08,12.74,14.1,0,88.4,1.8,95.3,"B14","U111","FR","FRJ","FRJ2","FRJ22"
37022614,"Yes",NA,NA,NA,NA,3,219,4.4,4.71,63.8,33.8,0,22,4,399.5,"E20","U111","FR","FRI","FRI2","FRI22"
37022664,"Yes",NA,NA,NA,NA,1,266,6.5,6.57,11.98,9,1,21.3,1.1,106.8,"B11","U111","FR","FRB","FRB0","FRB03"
37022674,"Yes",NA,NA,NA,NA,1,245,6.4,6.78,8.33,8.2,0,21.9,0.9,93.8,"B13","U111","FR","FRB","FRB0","FRB03"
37022848,"Yes",NA,NA,NA,NA,2,136,6.1,6.3,10.77,13,0,58.6,1.6,177.2,"B11","U111","FR","FRB","FRB0","FRB02"
37022862,"Yes",NA,NA,NA,NA,1,447,4.3,4.89,7.48,13.9,0,79.1,1.6,135.9,"B13","U111","FR","FRB","FRB0","FRB02"
37022872,"Yes",NA,NA,NA,NA,2,288,5.6,5.97,6.26,10.8,0,28.3,1.3,155.8,"B11","U111","FR","FRB","FRB0","FRB02"
37022884,"Yes",NA,NA,NA,NA,2,353,5.5,5.9,8.37,11.1,0,26.8,1.3,127,"B11","U111","FR","FRB","FRB0","FRB02"
37022938,"Yes",NA,NA,NA,NA,1,370,6.1,6.27,18.02,12.7,0,39.5,1.8,147.8,"B11","U111","FR","FRD","FRD2","FRD21"
37022988,"Yes",NA,NA,NA,NA,2,244,7.2,7.29,94,54.5,794,38.1,6,84.5,"C10","U120","FR","FRD","FRD2","FRD22"
37023010,"Yes",NA,NA,NA,NA,1,302,6.9,7.52,11.57,16,1,27.3,1.9,165.9,"B13","U111","FR","FRD","FRD2","FRD22"
37023016,"Yes",NA,NA,NA,NA,2,330,7,7.42,14.84,17.1,1,81.7,2,476.6,"B35","U111","FR","FRD","FRD2","FRD22"
37023172,"Yes",NA,NA,NA,NA,3,189,6.2,6.45,15.41,14,0,40.4,1.6,163.9,"B11","U111","UK","UKJ","UKJ4","UKJ44"
37042536,"Yes",NA,NA,NA,NA,2,207,4.9,5.15,49.9,57.2,0,27.6,5.7,106.4,"E20","U111","FR","FRI","FRI2","FRI21"
37042554,"Yes",NA,NA,NA,NA,1,226,5.1,5.37,34.7,45.6,0,19.2,4.7,110,"B55","U111","FR","FRI","FRI2","FRI22"
37042680,"Yes",NA,NA,NA,NA,2,224,6.7,7.04,16.49,13.9,0,38.7,1.7,200.6,"B11","U111","FR","FRB","FRB0","FRB03"
37042756,"Yes",NA,NA,NA,NA,1,197,4.1,4.65,6.23,11.4,0,13.2,1,39.4,"C32","U120","FR","FRB","FRB0","FRB05"
