"POINTID","Revisited_point","Coarse","Clay","Sand","Silt","Soil_Stones","Elevation","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3"
41782412,"Yes",NA,NA,NA,NA,1,245,7.5,7.86,38.1,12.2,216,6.5,1.2,106.3,"B82","U111","IT","ITC","ITC1","ITC17"
41782532,"Yes",49,12,32,56,1,214,4,4.18,35.6,46.9,0,27.6,5,56.2,"C10","U120","IT","ITC","ITC1","ITC12"
41782550,"Yes",36,9,39,52,1,207,4.1,4.37,32.9,53.8,1,30.9,4.1,111,"C10","U120","IT","ITC","ITC1","ITC14"
41782754,"Yes",29,6,51,43,1,202,3.3,3.73,127.7,367.1,1,105.5,20.8,136.4,"C21","U120","DE","DE1","DE13","DE132"
41782772,"Yes",NA,NA,NA,NA,1,199,5.2,5.5,44.9,46.2,1,40.2,4.6,167.9,"E20","U111","DE","DE1","DE13","DE133"
41782888,"Yes",NA,NA,NA,NA,1,171,7.5,7.9,23.2,9.3,155,85.7,1.5,179.8,"B13","U111","DE","DEB","DEB3","DEB3H"
41783032,"Yes",NA,NA,NA,NA,1,215,6.3,6.4,12.13,16.2,0,42.8,1.9,212.5,"B11","U111","DE","DEB","DEB1","DEB1A"
41783068,"Yes",NA,NA,NA,NA,1,209,5.2,5.55,62.9,56.7,0,51.2,6.2,521.9,"E20","U111","DE","DEB","DEB1","DEB13"
41783204,"Yes",NA,NA,NA,NA,1,40,7.3,7.65,22.3,12.1,19,92.3,1.5,170.5,"B18","U111","DE","DEA","DEA3","DEA38"
41783248,"Yes",NA,NA,NA,NA,1,231,4.9,4.95,124.6,94.9,0,51.9,7.8,70.7,"E20","U111","DE","DEA","DEA3","DEA37"
41783270,"Yes",NA,NA,NA,NA,1,21,5.8,5.99,31.6,14.3,0,39.8,1.6,367.1,"B45","U111","DE","DE9","DE94","DE94E"
41783288,"Yes",NA,NA,NA,NA,1,34,3.5,4.02,54.4,100.2,0,175.2,6.7,197.1,"C10","U120","DE","DE9","DE94","DE94E"
41783342,"Yes",NA,NA,NA,NA,1,57,4.7,5,34.8,19.4,0,168,1.5,121.5,"B18","U111","DE","DE9","DE94","DE946"
41783356,"Yes",NA,NA,NA,NA,1,66,3.4,3.89,67.8,559.7,0,48.3,14.3,65.8,"H12","U140","DE","DE9","DE94","DE946"
41783392,"Yes",NA,NA,NA,NA,1,138,5.7,5.97,93.5,44.1,0,127.5,5.3,569.5,"E20","U111","DE","DE9","DE94","DE94H"
41802354,"Yes",7,22,26,52,1,162,4.7,5.06,19.82,29.8,1,7.8,2.4,164.2,"C10","U120","IT","ITC","ITC3","ITC32"
41802462,"Yes",NA,NA,NA,NA,1,79,5.2,5.32,33,14.7,0,21.2,1.8,102.5,"B17","U111","IT","ITC","ITC1","ITC12"
41802494,"Yes",NA,NA,NA,NA,1,123,4.4,4.64,48.2,24,0,10.6,3,146,"C10","U120","IT","ITC","ITC1","ITC13"
41802746,"Yes",19,11,47,42,1,133,3.8,4.14,27.3,79.8,0,25.6,5.6,155.6,"E30","U120","DE","DE1","DE13","DE132"
41802956,"Yes",NA,NA,NA,NA,1,136,7.3,7.58,12.81,11.3,2,38.9,1.5,218.6,"B32","U111","DE","DEB","DEB3","DEB3D"
41821790,"Yes",3,0,100,0,1,162,7.3,7.4,9.27,1.6,73,0,0.1,18.1,"E20","U420","IT","ITG","ITG2","ITG2C"
41821812,"Yes",4,32,26,42,1,90,6.9,7.21,27.1,28.4,28,6.1,2.9,624.1,"D20","U120","IT","ITG","ITG2","ITG2C"
41821960,"Yes",NA,NA,NA,NA,1,186,7.1,7.53,10.32,13.4,1,5.8,1.3,192.2,"E30","U111","IT","ITG","ITG2","ITG25"
41822360,"Yes",4,22,30,47,1,110,5.3,5.63,15.58,19.9,0,0,2,72.1,"C10","U120","IT","ITC","ITC3","ITC32"
41822374,"Yes",2,24,49,27,1,192,6.7,7.12,8.98,6.9,1,9.7,0.9,139.7,"C10","U120","IT","ITC","ITC3","ITC32"
41822402,"Yes",NA,NA,NA,NA,1,128,6.9,7.11,33.4,13.8,5,28.7,1.8,297.8,"B82","U111","IT","ITC","ITC1","ITC16"
41822414,"Yes",NA,NA,NA,NA,1,158,7.3,7.62,36.8,19.4,184,14.2,2.5,267.9,"E10","U111","IT","ITC","ITC1","ITC17"
41822766,"Yes",15,9,55,36,1,210,3.4,3.8,22.8,65.4,1,121.5,4,56.3,"C33","U120","DE","DE1","DE13","DE132"
41822870,"Yes",NA,NA,NA,NA,1,56,7.3,7.74,26.4,8.8,114,16.8,1.6,93,"B16","U111","FR","FRF","FRF1","FRF11"
41822888,"Yes",NA,NA,NA,NA,1,50,6.8,7.17,27.6,17.9,3,87.8,2.1,394.5,"B82","U111","DE","DEB","DEB3","DEB3H"
41823036,"Yes",NA,NA,NA,NA,1,122,6.7,6.85,26.4,18.5,0,41.6,2.2,370.4,"B32","U111","DE","DE7","DE72","DE723"
41823058,"Yes",NA,NA,NA,NA,1,90,5.7,5.74,16.22,30.1,0,81.9,3.3,156.5,"E20","U111","DE","DEB","DEB1","DEB1B"
41823112,"Yes",NA,NA,NA,NA,1,20,3.7,3.89,13.93,87.2,0,24.8,4.9,107.7,"C31","U120","DE","DEA","DEA5","DEA59"
41823184,"Yes",NA,NA,NA,NA,1,115,7.2,7.43,53.6,29.8,79,96.4,3.7,362.5,"B16","U111","DE","DEA","DEA3","DEA38"
41823216,"Yes",NA,NA,NA,NA,1,216,4.8,5.22,13.82,14.4,0,102.2,1.2,29.8,"B16","U111","DE","DEA","DEA3","DEA38"
41823256,"Yes",NA,NA,NA,NA,1,158,6.1,6.2,23.6,18.7,0,167.6,2.1,85,"B13","U111","DE","DE9","DE94","DE94E"
41823284,"Yes",NA,NA,NA,NA,1,163,4.1,4.48,44.2,62.5,0,119.2,4.9,190.1,"C10","U120","DE","DE9","DE94","DE94E"
41823302,"Yes",NA,NA,NA,NA,1,153,4.9,5.21,25,15.5,1,121.2,1.6,165,"B21","U111","DE","DE9","DE94","DE948"
41823346,"Yes",NA,NA,NA,NA,1,145,4.4,4.65,43.2,21.4,0,149.7,1.8,129.5,"B16","U111","DE","DE9","DE94","DE946"
41823400,"Yes",NA,NA,NA,NA,1,206,7.1,7.42,41.6,17.8,40,82.7,2.3,395.9,"B55","U111","DE","DE9","DE94","DE94A"
41842350,"Yes",30,11,49,40,1,168,7.3,7.58,40.6,35.6,549,20.9,4.8,107.6,"C10","U120","IT","ITC","ITC3","ITC32"
41861958,"Yes",NA,NA,NA,NA,1,116,5.1,5.83,7.19,13.7,0,10.1,1.2,63,"E20","U111","IT","ITG","ITG2","ITG25"
41862408,"Yes",6,43,9,49,1,100,7.5,7.91,20.6,9.7,94,9.2,1.3,162,"E30","U112","IT","ITC","ITC1","ITC17"
41862472,"Yes",NA,NA,NA,NA,1,209,5.3,5.39,63.4,21.1,1,19.8,2.6,83.2,"B17","U111","IT","ITC","ITC1","ITC12"
41862732,"Yes",NA,NA,NA,NA,1,95,5.5,6,16.43,27.6,0,29.1,3.1,97.5,"E20","U111","DE","DE1","DE13","DE13A"
41862756,"Yes",22,6,64,29,1,101,4.4,4.78,24,62.6,1,38.9,3.4,61.6,"C33","U120","DE","DE1","DE13","DE132"
41862778,"Yes",32,12,45,43,1,103,3.5,3.87,49.7,108.1,0,33.8,6.7,87.3,"C21","U120","DE","DE1","DE13","DE136"
41862864,"Yes",NA,NA,NA,NA,2,110,7.3,7.59,29.3,17,26,20.5,2,193.7,"B16","U111","DE","DE1","DE12","DE124"
41863092,"Yes",NA,NA,NA,NA,1,67,5.2,5.23,29.3,29.5,0,20.1,3.4,69.4,"E20","U111","DE","DEA","DEA5","DEA5A"
41863128,"Yes",NA,NA,NA,NA,1,114,3.1,3.63,33.4,137.2,0,24.8,7,78.9,"C21","U120","DE","DEA","DEA5","DEA57"
41863206,"Yes",NA,NA,NA,NA,1,93,5.5,6.13,8.49,14.4,0,76.1,1.2,247.6,"B43","U111","DE","DEA","DEA3","DEA38"
41863224,"Yes",NA,NA,NA,NA,1,123,4.3,4.62,41.5,27.5,0,86.2,2.7,73.1,"B13","U111","DE","DE9","DE94","DE94E"
41863254,"Yes",NA,NA,NA,NA,1,176,3.8,4.51,49.7,60.5,0,33.1,3.4,66.3,"C31","U120","DE","DE9","DE94","DE94E"
41863326,"Yes",NA,NA,NA,NA,1,237,5.4,5.75,39.8,33.4,1,102.7,1.7,141.3,"B16","U111","DE","DE9","DE94","DE948"
41881876,"Yes",NA,NA,NA,NA,1,158,7.5,7.7,58.7,9.9,659,14.2,1.6,141.2,"B54","U111","IT","ITG","ITG2","ITG28"
41881930,"Yes",NA,NA,NA,NA,1,254,4.8,5.49,7.01,39.5,0,6.7,3.9,213.9,"E10","U111","IT","ITG","ITG2","ITG25"
41882358,"Yes",6,21,24,56,1,180,3.8,4.18,18.27,39.8,0,12.3,2.8,60.7,"C10","U120","IT","ITC","ITC3","ITC32"
41882386,"Yes",NA,NA,NA,NA,1,194,7.4,7.96,13.12,13.8,76,3.9,1.3,85.4,"D10","U420","IT","ITC","ITC1","ITC17"
41882776,"Yes",20,16,36,47,2,102,3.8,4.12,40.9,74.9,1,30.8,5.4,99.8,"C21","U120","DE","DE1","DE13","DE136"
41882944,"Yes",NA,NA,NA,NA,1,89,7.6,8.08,34.6,35.9,333,78.9,2.6,693.2,"B82","U111","DE","DEB","DEB3","DEB3C"
41882974,"Yes",NA,NA,NA,NA,1,141,7,7.19,27.2,26,4,131.4,2.6,1509.8,"B82","U111","DE","DEB","DEB3","DEB3B"
41883064,"Yes",NA,NA,NA,NA,1,126,5,5.23,19.41,78.3,0,28.8,8.5,163.4,"E30","U112","DE","DE7","DE72","DE722"
41883124,"Yes",NA,NA,NA,NA,1,125,3.2,3.86,43.4,180.8,0,40.3,8.5,109,"C21","U120","DE","DEA","DEA5","DEA59"
41883132,"Yes",17,20,17,63,1,98,6,6.15,23.7,45.9,0,65.4,5.3,115,"E20","U111","DE","DEA","DEA5","DEA57"
41883136,"Yes",NA,NA,NA,NA,1,109,5.1,5.09,67.3,25.8,0,53.6,3.4,163.7,"E20","U111","DE","DEA","DEA5","DEA57"
41883154,"Yes",NA,NA,NA,NA,2,56,3.6,4.25,42,121,0,46.1,8.1,199.2,"C10","U120","DE","DEA","DEA5","DEA5B"
41883208,"Yes",NA,NA,NA,NA,1,78,4.4,5.06,9.24,12.9,0,90.3,1,118.1,"B15","U111","DE","DEA","DEA3","DEA38"
41902346,"Yes",1,28,20,52,1,105,6.1,6.33,19.09,29.5,1,0,2.9,158.2,"C10","U420","IT","ITC","ITC3","ITC32"
41902382,"Yes",2,20,23,57,2,299,6.6,6.7,36.4,22.9,2,6.6,2.2,42.4,"C10","U120","IT","ITC","ITC1","ITC18"
41902400,"Yes",NA,NA,NA,NA,1,115,7.5,8,16.86,5.9,243,4.9,0.9,81,"B82","U111","IT","ITC","ITC1","ITC17"
41902446,"Yes",NA,NA,NA,NA,1,118,7.6,8.16,15.13,15.7,177,8.3,1.7,246.6,"B33","U111","IT","ITC","ITC1","ITC18"
41902454,"Yes",14,21,19,60,1,105,5.2,5.3,61.2,18.8,0,23.7,2.6,138,"B17","U111","IT","ITC","ITC1","ITC12"
41902558,"Yes",NA,NA,NA,NA,1,125,4.5,5.17,29.9,8.9,0,8,1.2,92.9,"C10","U120","IT","ITC","ITC1","ITC14"
41902738,"Yes",NA,NA,NA,NA,1,132,6.6,6.87,35.4,30.4,3,48.5,3.3,87.6,"E20","U111","DE","DE1","DE13","DE13A"
41902954,"Yes",NA,NA,NA,NA,1,129,7.5,7.87,24.2,15,78,39.5,1.7,373,"B13","U111","DE","DEB","DEB3","DEB3B"
41903184,"Yes",NA,NA,NA,NA,1,97,7.3,7.71,35,20.2,115,65.8,2.9,66.1,"B16","U111","DE","DEA","DEA3","DEA38"
41903188,"Yes",NA,NA,NA,NA,1,276,7.5,7.9,21,16.4,120,50.7,1.8,425.7,"B18","U111","DE","DEA","DEA3","DEA38"
41903206,"Yes",NA,NA,NA,NA,1,145,5.3,5.65,30,19.9,1,126.3,1.6,151,"B16","U111","DE","DEA","DEA3","DEA38"
41903278,"Yes",NA,NA,NA,NA,1,197,5.6,5.79,48.4,19.1,0,165,1.8,358,"B16","U111","DE","DE9","DE94","DE94F"
41903314,"Yes",NA,NA,NA,NA,1,167,4.6,5.08,10.53,28.9,1,135.5,1.9,90,"E30","U112","DE","DE9","DE94","DE948"
41903350,"Yes",NA,NA,NA,NA,1,288,5.7,6.02,42.2,29.3,0,39.8,3,45.7,"E20","U111","DE","DE9","DE94","DE946"
41921944,"Yes",4,20,26,55,1,211,5.9,6.2,30.7,23.3,0,4.3,2.2,553,"C10","U120","IT","ITG","ITG2","ITG25"
