"POINTID","Elevation","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3","LC0_Desc.x","Revisited_point","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
27101964,497,NA,NA,NA,NA,1,6.1,6.37,12.31,4.2,0,33.9,0.5,60.8,"B42","U111","PT","PT1","PT18","PT185","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27102048,58,NA,NA,NA,NA,1,4.8,5.54,2.87,3.5,2,0,0.3,76.7,"C10","U120","PT","PT1","PT16","PT16F","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27121756,388,NA,NA,NA,NA,2,7.4,7.89,15.72,19.9,744,54.1,2.1,104.6,"B75","U111","PT","PT1","PT15","PT150","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27122016,201,NA,NA,NA,NA,1,7,7.23,21.8,18.7,8,7.2,1.9,139.3,"B81","U111","PT","PT1","PT18","PT185","Cropland","No",0.927,0.887,0.889,0.907,0.907,0.14,0.82007100629999,0.048838461538462
27141834,173,NA,NA,NA,NA,1,5,5.47,5.19,8.3,0,6.4,0.8,46.8,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27161812,58,NA,NA,NA,NA,1,6.2,6.52,15.9,15.9,0,13.4,2,27.2,"E10","U111","PT","PT1","PT18","PT184","Grassland","No",1.227,1.306,1.29,1.267,1.2665,0.1,1.19821699314695,0.048711538461538
27162028,162,NA,NA,NA,NA,1,7.2,7.56,17.74,27.9,357,7.3,3.1,393.7,"B81","U111","PT","PT1","PT16","PT16F","Cropland","No",0.871,0.887,1.004,0.879,0.879,0.34,0.655485541948773,0.114946153846154
27181846,302,NA,NA,NA,NA,1,5.3,5.72,5.35,5.9,0,13,0.7,80.1,"B81","U111","PT","PT1","PT18","PT181","Cropland","No",1.419,1.543,1.614,1.481,1.481,0.17,1.36102426082624,0.096834615384615
27181912,376,NA,NA,NA,NA,1,6,6.11,9.11,20.8,0,5.3,1.6,85.5,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27182008,433,NA,NA,NA,NA,1,6.6,6.86,9.43,18.3,2,4.2,1.9,229.8,"E10","U111","PT","PT1","PT18","PT185","Grassland","No",1.436,NA,NA,NA,1.436,0.04,1.40970360581461,0.022092307692308
27201772,226,NA,NA,NA,NA,2,6.4,6.57,18.13,22.3,3,0,1.9,144.3,"C10","U120","PT","PT1","PT15","PT150","Woodland","No",1.315,0.95,NA,1.132,1.1325,0.21,0.98475134145438,0.091471153846154
27201962,593,NA,NA,NA,NA,1,4.2,4.96,3.84,13.5,0,5,0.9,37.1,"C32","U120","PT","PT1","PT18","PT185","Woodland","No",1.55,1.454,1.474,1.502,1.502,0.31,1.26246872628117,0.179084615384615
27202006,136,NA,NA,NA,NA,2,7.3,7.58,16.61,11.7,338,20.7,1.9,156.5,"B43","U111","PT","PT1","PT18","PT185","Cropland","No",1.043,0.984,1.094,1.013,1.0135,0.19,0.886599638204147,0.074063461538462
27202042,85,NA,NA,NA,NA,1,7.2,7.75,18.87,10,389,13.5,1.3,154.2,"E20","U111","PT","PT1","PT16","PT16F","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27221750,71,NA,NA,NA,NA,1,7.1,7.36,20.8,24.4,551,6.4,1.5,237.4,"D10","U410","PT","PT1","PT15","PT150","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27221804,66,NA,NA,NA,NA,1,5.7,6.08,6.44,11,0,5.5,1.2,42,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27221822,138,NA,NA,NA,NA,1,5.9,6.15,7.57,15,1,15.2,1.5,172.3,"C10","U120","PT","PT1","PT18","PT184","Woodland","No",1.242,1.255,1.274,1.249,1.2485,0.39,0.937075886677535,0.187275
27221858,230,NA,NA,NA,NA,1,4.6,5.24,4.03,7.4,0,8.2,0.8,63.4,"E10","U111","PT","PT1","PT18","PT184","Grassland","No",1.501,1.528,1.446,1.515,1.5145,0.15,1.41057389398713,0.087375
27241758,278,NA,NA,NA,NA,1,7.5,7.89,23,15.4,686,8.7,2,262.6,"B81","U111","PT","PT1","PT15","PT150","Cropland","No",1.133,1.227,1.348,1.18,1.18,0.21,1.03040557775699,0.095307692307692
27241816,193,NA,NA,NA,NA,1,4.7,5.17,12.5,23.1,0,11.7,1.8,80.1,"E10","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27241888,306,NA,NA,NA,NA,1,4.8,5.43,4.2,10.2,0,4.8,1.1,92.8,"C10","U120","PT","PT1","PT18","PT181","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27241916,436,NA,NA,NA,NA,1,6,6.29,8.4,27.4,0,8,2.3,137,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",1.208,1.241,1.218,1.225,1.2245,0.14,1.1274050161206,0.065934615384615
27241992,153,NA,NA,NA,NA,1,7.4,7.89,32.8,11.4,19,28.6,1.3,114.7,"B82","U111","PT","PT1","PT18","PT185","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27242050,65,NA,NA,NA,NA,2,7.2,7.45,23,17.8,0,25.9,1.2,124.8,"E20","U111","PT","PT1","PT16","PT16F","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27242068,128,NA,NA,NA,NA,1,5.4,5.92,8.95,5.5,0,9.6,0.6,27.2,"C10","U120","PT","PT1","PT16","PT16F","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27242086,172,NA,NA,NA,NA,1,4.6,5.06,3.25,5.5,0,0,0.4,26.9,"C10","U120","PT","PT1","PT16","PT16E","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27281742,215,NA,NA,NA,NA,1,7.1,7.23,49.2,17.3,3,100.4,1.7,372,"B76","U111","PT","PT1","PT15","PT150","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27281760,189,NA,NA,NA,NA,1,6.9,7.25,17.41,7.7,8,4.1,0.8,42.4,"D10","U410","PT","PT1","PT15","PT150","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27281838,165,NA,NA,NA,NA,1,7.2,7.39,12.7,9.3,4,36.8,1.1,402.8,"B81","U111","PT","PT1","PT18","PT184","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27281850,352,NA,NA,NA,NA,1,4.5,5.26,4.92,6.6,1,18.5,0.7,99.5,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27281904,216,NA,NA,NA,NA,2,5,5.49,5.71,12.7,0,5.2,1.2,81.1,"B15","U111","PT","PT1","PT18","PT181","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27281940,49,NA,NA,NA,NA,1,4.9,5.46,3.66,11,0,6.6,0.9,61.7,"C32","U120","PT","PT1","PT18","PT187","Woodland","No",1.271,1.222,1.281,1.246,1.2465,0.04,1.2200365470131,0.019176923076923
27282072,103,NA,NA,NA,NA,1,5.4,5.87,5.12,7.9,0,6.1,0.8,127.1,"C10","U120","PT","PT1","PT16","PT16F","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27282102,91,NA,NA,NA,NA,1,4.2,4.89,3.01,10.3,0,4.4,0.8,22.5,"C10","U120","PT","PT1","PT16","PT16E","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27301972,116,NA,NA,NA,NA,1,4.5,5.11,3.78,15,0,11.1,1.1,29.8,"E20","U111","PT","PT1","PT18","PT185","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27301980,108,NA,NA,NA,NA,1,5.9,6.38,3.86,5.7,0,0,0.4,21.7,"C10","U120","PT","PT1","PT18","PT185","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27302020,125,NA,NA,NA,NA,1,5.6,5.97,3.88,13.6,0,5.3,1.3,52.6,"B81","U111","PT","PT1","PT16","PT16I","Cropland","No",1.249,1.259,0.968,1.254,1.254,0.27,1.05247676238823,0.130223076923077
27302044,192,NA,NA,NA,NA,1,3.1,4.08,6.81,56.7,28,11,2.1,37.6,"C32","U120","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27321748,120,NA,NA,NA,NA,1,7,7.33,22.2,22.4,503,25.3,2.8,404.6,"B81","U111","PT","PT1","PT15","PT150","Cropland","No",1,1.092,1.173,1.046,1.046,0.15,0.94619950063444,0.060346153846154
27321784,125,NA,NA,NA,NA,1,5.1,5.52,6.37,11.7,0,9.2,1.3,48.1,"F40","U111","PT","PT1","PT18","PT184","Bareland","No",1.442,1.434,NA,1.438,1.438,0.1,1.36996987216025,0.055307692307692
27322072,218,NA,NA,NA,NA,1,5.6,5.95,4.47,13.3,1,0,0.5,47,"D10","U120","PT","PT1","PT16","PT16F","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27341880,292,NA,NA,NA,NA,3,6.7,6.95,9.37,16.2,0,26.7,1.6,126.4,"B15","U111","PT","PT1","PT18","PT181","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27341920,387,NA,NA,NA,NA,1,5.9,6.26,6.93,14.6,0,28.5,1.6,151.1,"E20","U111","PT","PT1","PT18","PT187","Grassland","No",1.319,1.199,1.265,1.259,1.259,0.26,1.06585058917744,0.1259
27361828,79,NA,NA,NA,NA,2,6.4,6.56,14.42,39.9,2,11.4,3.3,191.1,"C10","U120","PT","PT1","PT18","PT184","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27361846,149,NA,NA,NA,NA,2,7.2,7.63,14.47,9.6,42,19.5,0.9,269.1,"B81","U111","PT","PT1","PT18","PT184","Cropland","No",1.128,NA,NA,NA,1.128,0.46,0.760990236026755,0.199569230769231
27361930,399,NA,NA,NA,NA,1,4.8,5.35,4.01,13.4,0,9.5,1.5,125.1,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27361954,391,NA,NA,NA,NA,1,4.8,5.23,2.86,5.8,0,0,0.5,23.3,"E10","U111","PT","PT1","PT18","PT185","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27362062,362,NA,NA,NA,NA,1,3.8,4.5,13.66,24.3,0,12.4,2,39.6,"C32","U120","PT","PT1","PT16","PT16F","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27381884,544,NA,NA,NA,NA,1,5.9,6.32,5.55,4.6,0,0,0.5,61,"D10","U410","PT","PT1","PT18","PT187","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27381902,251,NA,NA,NA,NA,1,4.7,5.18,4.03,16.7,0,17.4,1.7,92.3,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",1.324,1.271,1.273,1.298,1.2975,0.12,1.21453176778628,0.059884615384615
27381916,88,NA,NA,NA,NA,1,4.7,5.21,12.33,28.3,0,9.2,2.2,120.2,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27381926,235,NA,NA,NA,NA,1,5.7,5.99,7.82,13.2,0,7.6,1.2,52.2,"E20","U111","PT","PT1","PT18","PT187","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27382028,77,NA,NA,NA,NA,1,6.1,6.18,7.54,27.1,0,4.1,1.9,74.1,"B81","U111","PT","PT1","PT16","PT16I","Cropland","No",0.948,1.106,1.093,1.027,1.027,0.2,0.892073832790445,0.079
27401804,284,NA,NA,NA,NA,1,5.4,5.57,5.17,8.3,0,12.1,1.2,40.3,"C10","U120","PT","PT1","PT18","PT184","Woodland","No",1.474,1.38,1.319,1.427,1.427,0.3,1.19579170311709,0.164653846153846
27401840,100,NA,NA,NA,NA,1,7.4,7.76,17.61,12.3,21,14.5,1.2,361.9,"B31","U111","PT","PT1","PT18","PT184","Cropland","No",0.983,1.074,1.038,1.028,1.0285,0.19,0.900787869840326,0.075159615384615
27402038,97,NA,NA,NA,NA,2,3.6,4.31,4.53,40.4,0,5.3,1.2,34.4,"C32","U120","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27402128,172,NA,NA,NA,NA,1,4.7,5.29,2.9,3.3,0,5.5,0.2,12,"C22","U120","PT","PT1","PT16","PT16E","Woodland","No",1.562,1.37,NA,1.466,1.466,0.02,1.45306611480231,0.011276923076923
27421740,120,NA,NA,NA,NA,1,7.6,7.96,14.74,18,363,4.4,1.5,237.9,"C10","U120","PT","PT1","PT15","PT150","Woodland","No",1.402,1.378,1.279,1.39,1.39,0.13,1.29962385814078,0.0695
27421762,114,NA,NA,NA,NA,1,6.4,6.37,19.72,17.9,2,12.4,2,355.6,"D10","U410","PT","PT1","PT15","PT150","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27421780,97,NA,NA,NA,NA,1,5.7,6.23,5.43,5.3,1,0,0.8,62.5,"C22","U120","PT","PT1","PT15","PT150","Woodland","No",1.36,1.418,1.386,1.389,1.389,0.17,1.26803165994746,0.090819230769231
27421902,189,NA,NA,NA,NA,1,5.1,5.51,10.15,25.5,0,25.5,2.5,125.2,"E20","U111","PT","PT1","PT18","PT187","Grassland","No",1.263,1.538,1.245,1.401,1.4005,0.07,1.35349974919713,0.037705769230769
27422006,304,NA,NA,NA,NA,1,5.3,5.86,3.2,3.4,0,15.3,0.5,41.4,"B16","U111","PT","PT1","PT18","PT185","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27422010,135,NA,NA,NA,NA,4,7.2,7.38,31,10.1,5,31.5,1.3,216.7,"B16","U111","PT","PT1","PT18","PT185","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27461842,120,NA,NA,NA,NA,3,6.4,6.62,10.17,7.9,1,12.6,0.9,170.1,"B31","U111","PT","PT1","PT18","PT184","Cropland","No",1.219,NA,NA,NA,1.219,0.18,1.09171210377303,0.084392307692308
27461868,72,NA,NA,NA,NA,1,4.7,5.32,5.75,9.7,0,9.8,1.1,80.2,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27461878,110,NA,NA,NA,NA,1,4.9,5.41,8.7,16.5,0,20.2,1.7,146.8,"C10","U120","PT","PT1","PT18","PT184","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27461892,126,NA,NA,NA,NA,2,5,5.71,4.66,9.7,0,0,1,60.9,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",1.219,1.331,1.295,1.275,1.275,0.08,1.2208967173739,0.039230769230769
27462022,101,NA,NA,NA,NA,1,5,5.47,10.3,45.3,0,6.2,2.7,135.5,"C10","U120","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27462138,383,NA,NA,NA,NA,1,4.2,5,2.27,3.2,0,3.5,0.2,16.8,"C22","U120","PT","PT1","PT16","PT16D","Woodland","No",1.298,1.404,1.486,1.351,1.351,0.02,1.33788369905712,0.010392307692308
27481828,182,NA,NA,NA,NA,1,5.6,5.88,5.87,16.9,0,4.6,1.8,64,"C10","U120","PT","PT1","PT18","PT184","Woodland","No",1.14,1.312,1.313,1.226,1.226,0.4,0.906598407281001,0.188615384615385
27481840,127,NA,NA,NA,NA,2,5.2,5.45,9.91,6.8,0,24.3,0.7,79.6,"B31","U111","PT","PT1","PT18","PT184","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27481894,361,NA,NA,NA,NA,1,4.6,5.19,4.66,20.2,0,11.7,2,72.5,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",1.301,1.219,1.325,1.26,1.26,0.19,1.12410404134542,0.092076923076923
27481972,241,NA,NA,NA,NA,1,6.4,6.66,9.85,7.8,2,7.7,0.6,31.3,"C10","U120","PT","PT1","PT18","PT186","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27482128,318,NA,NA,NA,NA,1,6.9,7.27,6.14,5.1,1,12.1,0.6,31.7,"E20","U111","PT","PT1","PT16","PT16D","Grassland","No",1.193,1.2,1.395,1.196,1.1965,0.37,0.908483540730405,0.170271153846154
27501780,97,NA,NA,NA,NA,4,5.7,6.06,3.1,5.9,0,4.4,0.9,66.6,"B74","U111","PT","PT1","PT15","PT150","Cropland","No",1.56,1.492,1.554,1.526,1.526,0.17,1.40696237684676,0.099776923076923
27501802,63,NA,NA,NA,NA,2,5.4,5.78,4.75,7.9,0,10.5,1.1,45.1,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",1.354,1.376,1.355,1.365,1.365,0.35,1.08698315467075,0.18375
27501892,316,NA,NA,NA,NA,1,4.8,5.45,4.93,9.3,0,9.5,1,32.8,"E20","U111","PT","PT1","PT18","PT187","Grassland","No",1.158,1.242,1.28,1.2,1.2,0.08,1.14632587859425,0.036923076923077
27521862,128,NA,NA,NA,NA,1,6.9,7.28,11.91,8.2,33,10.7,0.9,136.5,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27521880,185,NA,NA,NA,NA,1,6.9,7.36,12.06,20.8,13,4.9,2.3,96.1,"B81","U111","PT","PT1","PT18","PT187","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27522042,55,NA,NA,NA,NA,1,6.4,6.53,8.6,31.7,1,6.4,1.9,255.4,"C10","U410","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27522096,177,NA,NA,NA,NA,1,7.1,7.36,22.4,12.8,42,110,1.6,71,"B21","U113","PT","PT1","PT16","PT16E","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27522114,173,NA,NA,NA,NA,1,4.5,5.05,3,9.5,0,0,0.5,18.3,"C22","U120","PT","PT1","PT16","PT16E","Woodland","No",1.311,1.262,1.185,1.286,1.2865,0.14,1.18873750459732,0.069273076923077
27541756,249,NA,NA,NA,NA,1,5.1,5.94,3.69,15.6,0,4.6,1.6,145.2,"D20","U410","PT","PT1","PT15","PT150","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27541792,168,NA,NA,NA,NA,2,5.6,6.1,4.44,7,1,7.1,1.3,48.2,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",1.532,1.315,NA,1.424,1.4235,0.28,1.21048777607181,0.1533
27541810,202,NA,NA,NA,NA,1,5.4,6.01,6.55,19.2,0,10.8,2,75.9,"C22","U120","PT","PT1","PT18","PT184","Woodland","No",1.079,1.031,1.291,1.055,1.055,0.27,0.864907241431441,0.109557692307692
27541828,256,NA,NA,NA,NA,2,6.7,7,7.95,6.4,1,16.9,1,76.1,"E10","U111","PT","PT1","PT18","PT184","Grassland","No",1.064,1.247,1.288,1.155,1.1555,0.22,0.998961543872214,0.097773076923077
27541930,78,NA,NA,NA,NA,3,5.4,5.82,3.89,10.1,1,0,1,76.8,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27542110,171,NA,NA,NA,NA,2,7.7,8.04,15.71,10.4,449,5,1.3,209.3,"B82","U111","PT","PT1","PT16","PT16E","Cropland","No",1.365,1.303,1.152,1.334,1.334,0.13,1.24352298296368,0.0667
27561764,101,NA,NA,NA,NA,1,5.9,6.05,9.97,35,0,11.9,2.8,188.4,"D10","U410","PT","PT1","PT15","PT150","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27561812,154,NA,NA,NA,NA,1,6.3,6.63,34.1,9.1,1,7.1,1.2,39.9,"B11","U111","PT","PT1","PT18","PT184","Cropland","No",1.509,1.526,NA,1.518,1.5175,0.42,1.16596948003974,0.245134615384615
27561862,96,NA,NA,NA,NA,1,6,6.08,29.5,26.1,1,41.2,2.2,339.5,"E20","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27561920,228,NA,NA,NA,NA,3,5.6,6.02,9.4,16.2,0,11.4,1.8,83.3,"E10","U111","PT","PT1","PT18","PT187","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27561952,194,NA,NA,NA,NA,3,5.7,6.12,13.33,8.1,0,11,0.9,61,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",1.33,1.564,1.548,1.447,1.447,0.21,1.29441190176514,0.116873076923077
27561980,178,NA,NA,NA,NA,2,6.4,6.83,5.03,6.5,1,4.4,0.5,27.3,"C10","U120","PT","PT1","PT18","PT185","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27561988,73,NA,NA,NA,NA,2,4.5,5.26,10.91,38.1,0,10.3,2.5,77.8,"C10","U120","PT","PT1","PT16","PT16I","Woodland","No",1.063,0.952,0.87,1.008,1.0075,0.26,0.829079788712816,0.10075
27562118,245,NA,NA,NA,NA,1,5.7,5.99,8.75,17,0,71.5,1.5,47.3,"B21","U111","PT","PT1","PT16","PT16D","Cropland","No",1.388,1.563,NA,1.475,1.4755,0.13,1.38593214391751,0.073775
27562136,90,NA,NA,NA,NA,1,4.4,4.95,10.22,22.2,0,78,1.8,63.8,"C10","U120","PT","PT1","PT16","PT16D","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27601758,297,NA,NA,NA,NA,1,5,5.7,3.57,12.3,0,6.9,1.7,95.4,"D10","U410","PT","PT1","PT15","PT150","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27601790,401,NA,NA,NA,NA,1,6.1,6.32,9.19,17.1,0,20.2,2,162.2,"E10","U120","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27601794,903,NA,NA,NA,NA,4,5.8,6.12,6.15,12,2,6.9,1.3,139.8,"C22","U120","PT","PT1","PT18","PT184","Woodland","No",1.346,1.301,NA,1.324,1.3235,0.16,1.21031554617626,0.081446153846154
27601844,113,NA,NA,NA,NA,1,6,6.33,6.03,8.1,0,14.6,0.8,133.1,"B31","U111","PT","PT1","PT18","PT184","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27601942,792,NA,NA,NA,NA,4,6.7,6.95,10.03,17.7,2,9,1.5,90.8,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27602032,1135,NA,NA,NA,NA,1,4.2,4.65,3.11,10.2,0,0,1.2,44.3,"B81","U111","PT","PT1","PT16","PT16I","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27602150,398,NA,NA,NA,NA,2,5.2,5.65,110.6,97,0,31.9,6.7,218.1,"E20","U420","PT","PT1","PT16","PT16D","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27622062,215,NA,NA,NA,NA,1,4,4.49,3.16,21.8,0,4.7,1,49.5,"C10","U120","PT","PT1","PT16","PT16F","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27641752,254,NA,NA,NA,NA,1,5,5.5,7.45,24.6,0,8,2.5,165.9,"C10","U120","PT","PT1","PT15","PT150","Woodland","No",1.154,1.131,1.126,1.142,1.1425,0.21,0.994330688643369,0.092278846153846
27641832,565,NA,NA,NA,NA,1,7.6,8,12,7,19,14.1,0.9,315.8,"B31","U111","PT","PT1","PT18","PT184","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27641878,1041,NA,NA,NA,NA,1,5.2,5.83,4.56,7.5,0,9.8,0.9,111.8,"B54","U111","PT","PT1","PT18","PT187","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27641896,348,NA,NA,NA,NA,1,4.6,5.25,3.94,10.9,0,7.9,1.2,45.9,"B55","U111","PT","PT1","PT18","PT187","Cropland","No",1.323,1.161,1.159,1.242,1.242,0.09,1.1809936420413,0.042992307692308
27641914,161,NA,NA,NA,NA,1,5.5,5.73,11.01,22.6,0,10.3,2.1,112.9,"E20","U111","PT","PT1","PT18","PT187","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27642102,597,NA,NA,NA,NA,1,7.4,7.75,14.8,16.8,705,5.5,1.6,154.6,"E20","U111","PT","PT1","PT16","PT16E","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27642156,787,NA,NA,NA,NA,1,3,4.07,6.13,64.4,1,18.8,1.9,27.1,"C10","U120","PT","PT1","PT16","PT16D","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27661792,1120,NA,NA,NA,NA,1,6.1,6.38,4.31,14.7,1,4.4,1.6,50.8,"D10","U420","PT","PT1","PT18","PT184","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
27661882,165,NA,NA,NA,NA,1,4.6,5.19,4.24,13.4,0,5.2,1,71,"C10","U120","PT","PT1","PT18","PT187","Woodland","No",1.005,1.131,1.147,1.068,1.068,0.31,0.844451104490242,0.127338461538462
27662020,426,NA,NA,NA,NA,1,4.1,4.73,4.01,22.5,0,0,1.1,33.2,"C10","U120","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27681762,804,NA,NA,NA,NA,1,5.4,6.15,3.43,8.4,0,5.5,1.2,100.6,"B84","U111","PT","PT1","PT15","PT150","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27681946,682,NA,NA,NA,NA,4,6,6.27,7.49,4.6,1,42.2,0.6,107,"B19","U111","PT","PT1","PT18","PT187","Cropland","No",1.258,1.248,1.228,1.253,1.253,0.2,1.109321528901,0.096384615384615
27682000,495,NA,NA,NA,NA,1,4.6,5.31,3.92,15.7,0,7.8,1.2,42.2,"C10","U120","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27682212,997,NA,NA,NA,NA,4,4.4,4.63,33.2,19.8,0,53.3,2.5,152,"B55","U111","PT","PT1","PT11","PT11A","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27701754,1039,NA,NA,NA,NA,3,5.6,6.18,6.04,16.3,1,6.9,1.8,168.2,"B74","U111","PT","PT1","PT15","PT150","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27701848,1014,NA,NA,NA,NA,4,6,6.33,14.17,9.7,0,54.6,1.1,177.7,"B81","U111","PT","PT1","PT18","PT184","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
27702222,1387,NA,NA,NA,NA,1,4.8,5.11,29.2,34.1,1,148.5,3.3,90.6,"B16","U111","PT","PT1","PT11","PT11A","Cropland","No",0.895,1.095,1.026,0.995,0.995,0.03,0.976359356457794,0.011480769230769
27721828,1283,NA,NA,NA,NA,1,7.4,7.95,12.91,10.1,108,10.7,1.1,206.3,"E10","U111","PT","PT1","PT18","PT184","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27722026,933,NA,NA,NA,NA,1,3.8,4.38,6.94,27.3,0,4.8,1,66,"C22","U120","PT","PT1","PT16","PT16I","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
27722056,1050,NA,NA,NA,NA,1,3.9,4.36,4.89,48.2,0,7.2,2.2,35.3,"C32","U120","PT","PT1","PT16","PT16F","Woodland","No",1.165,1.187,1.122,1.176,1.176,0.58,0.669575373321098,0.262338461538462
27722080,1349,NA,NA,NA,NA,1,4.2,4.5,18.39,15.1,0,11.8,1.5,60.8,"E20","U120","PT","PT1","PT16","PT16E","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
27722128,892,NA,NA,NA,NA,1,5.8,5.9,43.1,48.5,0,82.1,3.8,67.1,"C10","U120","PT","PT1","PT16","PT16D","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
