"POINTID","Elevation","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3","LC0_Desc.x","Revisited_point","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
45983286,271,NA,NA,NA,NA,1,6.4,6.53,8.93,7.7,1,11.6,1,74.6,"B13","U111","DE","DE4","DE40","DE409","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
45983304,220,NA,NA,NA,NA,1,6.1,6.28,19.59,30.6,0,53.2,3.4,296.2,"B11","U111","DE","DE4","DE40","DE409","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
45983376,179,NA,NA,NA,NA,1,6.8,6.53,31.6,7.3,1,44.6,0.9,238.9,"B22","U111","DE","DE4","DE40","DE40I","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
45983988,206,NA,NA,NA,NA,1,3.3,3.92,8.59,75.3,0,24,3.9,74.4,"C31","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
45984276,293,NA,NA,NA,NA,1,3.9,4.03,22,25.9,0,31.9,1.1,39.8,"D10","U120","SE","SE3","SE31","SE312","Shrubland","Yes",0.138,NA,NA,NA,0.138,0.2,0.111584512517493,0.010615384615385
45984384,796,NA,NA,NA,NA,1,4,4.64,4.28,27.5,0,37.8,0.9,72.7,"C22","U120","SE","SE3","SE32","SE321","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46002108,200,NA,NA,NA,NA,3,6.5,6.63,21.6,20.5,1,5.1,2,315.5,"E20","U111","IT","ITF","ITF1","ITF11","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46002576,590,NA,NA,NA,NA,1,7,7.45,24.7,98.2,307,7.8,4.5,31.7,"C10","U120","SI","SI0","SI04","SI043","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46002652,374,11,8,41,51,1,3.9,4.26,36.3,76.7,0,22.9,5.7,121.4,"C21","U120","AT","AT2","AT21","AT212","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46002792,910,NA,NA,NA,NA,1,6.8,7.07,57.5,37.7,14,31.7,3.7,127.2,"C23","U120","AT","AT3","AT31","AT311","Woodland","Yes",0.803,0.948,NA,0.875,0.8755,0.02,0.863807410677292,0.006734615384615
46002900,990,NA,NA,NA,NA,1,5.5,6.04,12.38,46,0,28.2,3.8,123.2,"C33","U120","CZ","CZ0","CZ03","CZ031","Woodland","Yes",0.694,0.901,NA,0.797,0.7975,0.08,0.752156769970822,0.024538461538462
46002912,857,NA,NA,NA,NA,1,5.8,6,17.45,15.4,0,65.3,1.9,123,"B16","U111","CZ","CZ0","CZ03","CZ031","Cropland","Yes",1.369,1.603,NA,1.486,1.486,0.25,1.30029167601526,0.142884615384615
46003030,557,NA,NA,NA,NA,1,6.3,6.58,9.82,16.6,1,42.9,1.9,150,"B32","U111","CZ","CZ0","CZ04","CZ042","Cropland","Yes",1.282,1.457,NA,1.37,1.3695,0.15,1.2639382771473,0.079009615384615
46003038,760,NA,NA,NA,NA,1,5.8,5.99,10.11,26.7,0,18.8,2.6,84.8,"C10","U120","CZ","CZ0","CZ04","CZ042","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003080,219,NA,NA,NA,NA,2,4.9,5.31,23.2,25.8,0,33.5,2.8,164.1,"E20","U111","CZ","CZ0","CZ04","CZ042","Grassland","Yes",1.131,1.256,NA,1.194,1.1935,0.19,1.05910750515646,0.087217307692308
46003134,123,NA,NA,NA,NA,1,4.5,4.73,36.1,37.4,0,47.1,3.7,138.2,"C10","U420","DE","DED","DED2","DED2C","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003260,30,NA,NA,NA,NA,1,5.1,5.53,5.26,11.6,1,27.7,1.2,46.1,"E30","U410","DE","DE4","DE40","DE40C","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003278,90,NA,NA,NA,NA,1,6.7,6.72,11.87,16.5,3,22.2,1.7,84.4,"C23","U120","DE","DE4","DE40","DE409","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003300,105,NA,NA,NA,NA,1,6.8,7.03,5.12,5.8,5,13.9,0.5,29.8,"C10","U120","DE","DE4","DE40","DE409","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003362,146,NA,NA,NA,NA,1,7.4,7.82,22.9,9.2,67,27.7,1.1,167.9,"B11","U111","DE","DE8","DE80","DE80N","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003390,138,NA,NA,NA,NA,1,5.5,5.76,59.3,302.3,0,45.7,24.8,117,"E20","U111","DE","DE8","DE80","DE80N","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003696,186,NA,NA,NA,NA,1,3.8,4.03,113.3,363.8,0,38.5,19.5,118,"C31","U120","SE","SE2","SE22","SE221","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003740,71,NA,NA,NA,NA,1,3.7,4.71,42.3,140.1,0,72.3,8.9,99.8,"C21","U120","SE","SE2","SE21","SE212","Woodland","Yes",0.182,0.152,NA,0.167,0.167,0.01,0.165436260983016,0.000642307692308
46003818,37,NA,NA,NA,NA,2,4,4.42,9.67,49.3,0,17.2,3.1,36.3,"C21","U120","SE","SE2","SE21","SE211","Woodland","Yes",0.433,0.449,NA,0.441,0.441,0.11,0.399952184801822,0.018657692307692
46003848,119,NA,NA,NA,NA,1,3.2,3.96,24.3,119.8,0,57.3,6.2,141.2,"C21","U120","SE","SE2","SE21","SE211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46003858,234,NA,NA,NA,NA,1,4.3,4.53,38,29.7,0,13.7,2.4,85,"C31","U120","SE","SE2","SE21","SE211","Woodland","Yes",0.656,0.667,NA,0.661,0.6615,0.1,0.610892515342266,0.025442307692308
46003894,82,NA,NA,NA,NA,2,4,4.72,25.4,164.2,0,84.2,7.8,159.5,"C21","U120","SE","SE2","SE21","SE211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004088,106,NA,NA,NA,NA,1,4.4,4.94,10.42,18.9,0,7.4,1.3,32.3,"C22","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004172,92,NA,NA,NA,NA,1,3.4,3.98,11.08,21.9,0,53.4,1.5,33.5,"C31","U120","SE","SE3","SE31","SE312","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004196,133,NA,NA,NA,NA,1,4.8,5.52,2.47,3.1,0,0,0.2,13.6,"C10","U120","SE","SE3","SE31","SE312","Woodland","Yes",0.482,0.6,NA,0.541,0.541,0.02,0.532395584702493,0.004161538461538
46004262,102,NA,NA,NA,NA,1,4.2,5.12,52.4,543.1,0,79.6,20.9,1383,"C33","U120","SE","SE3","SE31","SE312","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004290,124,NA,NA,NA,NA,1,3.3,4.24,5.07,19.4,0,8.8,0.8,50,"C22","U120","SE","SE3","SE31","SE313","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004308,107,NA,NA,NA,NA,1,3.4,4.24,21.3,499.1,0,95.5,9.2,968.7,"C33","U120","SE","SE3","SE31","SE313","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004452,187,NA,NA,NA,NA,3,5.3,5.8,27.3,456.6,0,71.6,16.1,220.3,"C23","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004596,192,NA,NA,NA,NA,1,5.1,5.57,7.74,24,0,2,1.6,14.4,"C31","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46004610,199,NA,NA,NA,NA,4,4.3,4.28,66.5,78.4,1,20.9,5.8,91.1,"C33","U120","SE","SE3","SE33","SE331","Woodland","Yes",0.643,0.708,NA,0.675,0.6755,0.23,0.553191376217718,0.059755769230769
46004632,450,NA,NA,NA,NA,2,3.5,4.17,5.08,13.2,0,16.1,1,37.6,"C33","U120","SE","SE3","SE33","SE331","Woodland","Yes",1.033,NA,NA,NA,1.033,0.24,0.867831026155573,0.095353846153846
46004640,300,NA,NA,NA,NA,1,3.5,3.97,9.41,89.1,0,25.5,3.5,25.4,"D20","U150","SE","SE3","SE33","SE331","Shrubland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46021624,303,28,38,23,38,1,7.3,7.74,19.47,21.4,574,50.8,2,414.2,"B81","U111","IT","ITG","ITG1","ITG12","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022134,189,42,34,14,52,1,7,7.18,30.8,47.4,5,6.6,4.5,410.7,"D10","U111","IT","ITF","ITF1","ITF11","Shrubland","Yes",0.677,0.658,NA,0.667,0.6675,0.42,0.433940465156381,0.107826923076923
46022164,193,41,34,8,58,1,7.3,7.65,24.6,20.6,16,7.1,2.2,203,"C10","U420","IT","ITF","ITF1","ITF11","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022242,222,NA,NA,NA,NA,1,7.5,7.9,20.2,16.4,305,17.7,1.5,156.8,"B52","U111","IT","ITI","ITI3","ITI33","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022620,223,28,9,44,46,1,6.6,6.81,52.1,73.1,257,6.9,4.6,154.1,"C31","U120","AT","AT2","AT21","AT211","Woodland","Yes",0.209,0.385,NA,0.297,0.297,0.28,0.220905580013032,0.031984615384615
46022632,176,10,10,38,52,1,4.9,5.08,85.5,103.2,0,14.9,7.2,297.8,"C31","U120","AT","AT2","AT21","AT211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022704,213,30,8,42,51,1,3.6,4.17,16.27,88.6,0,25.9,5.8,89.2,"C21","U120","AT","AT2","AT22","AT222","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022826,185,NA,NA,NA,NA,1,4.4,4.76,32.6,24.3,0,34.3,2.9,52.9,"B55","U111","AT","AT3","AT31","AT313","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022902,195,NA,NA,NA,NA,1,4.6,5.06,9.2,26.6,0,38.3,2.9,110.4,"C10","U420","CZ","CZ0","CZ03","CZ031","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46022934,221,NA,NA,NA,NA,1,3.7,4.06,6.91,26.4,0,22.5,1.7,35.8,"C31","U120","CZ","CZ0","CZ03","CZ031","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023042,179,NA,NA,NA,NA,1,7.2,7.52,13.98,34.8,71,19.4,3.5,1161.7,"B11","U111","CZ","CZ0","CZ04","CZ042","Cropland","Yes",0.82,1.161,NA,0.991,0.9905,0.08,0.939905425347911,0.030476923076923
46023190,165,NA,NA,NA,NA,1,3.9,4.32,4.79,20.5,0,14.3,1,19,"E10","U120","DE","DE4","DE40","DE40B","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023334,280,NA,NA,NA,NA,1,7.4,7.7,16.87,10.1,20,12.3,1.3,160.8,"B11","U111","DE","DE4","DE40","DE40I","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023376,140,NA,NA,NA,NA,1,7.3,7.58,33,57.3,136,73.3,5.7,188.4,"E20","U111","DE","DE4","DE40","DE40I","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023718,259,NA,NA,NA,NA,1,3,3.76,11.26,99.4,0,29.2,3.7,86.9,"C21","U120","SE","SE2","SE21","SE212","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023802,286,NA,NA,NA,NA,1,2.9,3.85,89.5,511.2,0,77.8,14.5,270.3,"C21","U120","SE","SE2","SE21","SE211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023838,406,NA,NA,NA,NA,1,3.5,4.27,10.52,49.5,0,40.4,2.5,40.6,"C22","U120","SE","SE2","SE21","SE211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46023898,304,NA,NA,NA,NA,1,3.9,4.73,19.06,65.7,0,30.7,3.8,117.1,"C21","U120","SE","SE1","SE12","SE123","Woodland","Yes",0.399,0.672,NA,0.535,0.5355,0.07,0.505300066536196,0.014417307692308
46024000,251,NA,NA,NA,NA,1,4.4,4.75,20.1,14.8,0,56.8,1.1,35.7,"C33","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46024108,305,NA,NA,NA,NA,1,4.9,5.7,2.38,8.7,0,0,0.6,14.7,"C31","U120","SE","SE1","SE12","SE124","Woodland","Yes",0.258,0.418,NA,0.338,0.338,0.06,0.320217698044749,0.0078
46024234,179,NA,NA,NA,NA,1,3.5,4.26,6.49,18.1,0,19.1,1,43.5,"C22","U120","SE","SE3","SE31","SE312","Woodland","Yes",1.147,1.278,NA,1.213,1.2125,0.16,1.10062344139651,0.074615384615385
46024420,323,NA,NA,NA,NA,1,4.7,4.88,54.4,100.6,0,23.5,6,56.1,"C21","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46024518,247,NA,NA,NA,NA,1,5.6,6.03,18.75,261.2,1,15.2,11.6,72,"C10","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46024690,372,NA,NA,NA,NA,1,4.4,4.92,3.8,16.7,0,20.2,1,43.6,"C31","U120","SE","SE3","SE33","SE331","Woodland","Yes",1.058,1.049,NA,1.053,1.0535,0.19,0.924509810049441,0.076986538461538
46024708,399,NA,NA,NA,NA,1,4.6,5.47,11.12,151.7,0,17.5,8.2,26.1,"C31","U120","SE","SE3","SE33","SE331","Woodland","Yes",0.571,0.494,NA,0.533,0.5325,0.16,0.462454270717353,0.032769230769231
46024734,426,20,5,61,34,1,4.9,5.31,11.92,14.2,0,4.5,1.2,10.7,"C31","U120","SE","SE3","SE33","SE331","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46042116,347,NA,NA,NA,NA,1,7.4,7.66,33.8,24.4,116,7.5,2.8,250.2,"B54","U111","IT","ITF","ITF1","ITF11","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46042228,311,NA,NA,NA,NA,1,7.1,7.43,19.27,25.7,340,15,2.6,205.1,"E30","U112","IT","ITI","ITI3","ITI35","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46042680,219,18,7,41,52,1,4.9,5.04,133.5,174.4,0,39.7,15.4,217.2,"E20","U111","AT","AT3","AT32","AT321","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46042706,380,18,13,22,65,1,4.9,5.2,48,24.9,0,15.6,3.2,388,"E20","U111","AT","AT2","AT22","AT222","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46042842,149,NA,NA,NA,NA,1,4.6,4.98,25.7,23.5,0,27.9,2.7,96.2,"B55","U111","AT","AT3","AT31","AT313","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043058,184,NA,NA,NA,NA,3,6.4,6.74,21.2,35.6,0,29.8,3.8,285.3,"H11","U420","CZ","CZ0","CZ04","CZ042","Wetlands","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043076,130,NA,NA,NA,NA,1,5.4,5.83,7.41,18.4,0,44.5,1.8,96.3,"E20","U111","CZ","CZ0","CZ04","CZ042","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043152,426,NA,NA,NA,NA,1,4.3,4.6,3.87,16.7,0,24.4,0.8,17.2,"C22","U120","DE","DED","DED2","DED2C","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043206,615,NA,NA,NA,NA,2,4.7,5.1,5.97,21.5,0,44.2,2,75.6,"E20","U111","DE","DE4","DE40","DE406","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043346,444,NA,NA,NA,NA,1,4,4.27,6.97,19.8,2,36.3,1.4,37.9,"C22","U120","DE","DE4","DE40","DE40I","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043364,322,NA,NA,NA,NA,1,7,7.39,28.3,14,26,21.4,1.6,151,"B11","U111","DE","DE8","DE80","DE80N","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043728,534,NA,NA,NA,NA,1,3.4,4.12,7.72,74.9,0,38.9,3.1,51,"C32","U120","SE","SE2","SE21","SE212","Woodland","Yes",0.063,0.089,NA,0.076,0.076,0.17,0.063395024506393,0.004969230769231
46043778,174,NA,NA,NA,NA,1,3.4,4.18,48.5,98.2,0,80.3,5.8,160,"C10","U120","SE","SE2","SE21","SE212","Woodland","Yes",0.186,0.162,NA,0.174,0.174,0.11,0.156008462295514,0.007361538461538
46043868,343,NA,NA,NA,NA,1,4.6,4.95,40.2,112.9,0,24.9,8.5,122.3,"E10","U120","SE","SE2","SE21","SE211","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46043872,376,NA,NA,NA,NA,1,4,4.51,12.51,29.8,0,30.1,1.9,43.5,"C21","U120","SE","SE2","SE21","SE211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46044034,331,NA,NA,NA,NA,1,4.5,4.82,23.4,58.9,0,35.6,3.5,28.4,"E20","U111","SE","SE1","SE12","SE124","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46044606,326,NA,NA,NA,NA,1,4.1,4.45,34,90.1,0,25.6,4.4,62,"C33","U120","SE","SE3","SE33","SE331","Woodland","Yes",1.18,1.291,NA,1.236,1.2355,0.03,1.215766689362,0.014255769230769
46044700,281,NA,NA,NA,NA,1,4,4.52,4.08,62.3,0,16.7,2.6,25.9,"C31","U120","SE","SE3","SE33","SE331","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46044840,301,26,10,43,47,1,4.8,5.34,5.79,26,1,9.3,1.6,19.4,"C10","U420","SE","SE3","SE33","SE332","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46062178,457,3,23,24,54,1,7,7.38,26.6,55.3,409,19.4,5.1,548.5,"C10","U420","IT","ITF","ITF1","ITF12","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46062232,75,5,21,24,54,1,7.1,7.49,29.7,35.9,364,14.7,3.3,400.4,"C10","U420","IT","ITI","ITI3","ITI35","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46062258,12,NA,NA,NA,NA,2,7.2,7.58,13.6,9,1,41.2,1.3,175.5,"B16","U111","IT","ITI","ITI3","ITI33","Cropland","Yes",0.935,1.144,NA,1.039,1.0395,0.1,0.974511728531079,0.039980769230769
46062546,176,NA,NA,NA,NA,1,7.1,7.58,15.28,24.5,54,4.3,2.5,173.1,"E10","U420","SI","SI0","SI04","SI043","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46062628,268,8,9,44,46,1,5.9,6.1,72.8,80.8,2,14.7,4.7,135.4,"C21","U120","AT","AT2","AT21","AT211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46062818,255,NA,NA,NA,NA,1,5,5.36,29.9,28.4,0,36.7,3.3,96.9,"E20","U111","AT","AT3","AT31","AT311","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46062978,195,NA,NA,NA,NA,1,6.7,6.91,9.38,14.7,0,25.7,2,120.4,"B32","U111","CZ","CZ0","CZ02","CZ020","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46063090,194,NA,NA,NA,NA,1,6.4,6.58,19.02,14.7,1,67.4,1.3,108.6,"B18","U111","DE","DED","DED2","DED2F","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46063266,174,NA,NA,NA,NA,1,4,4.17,4.76,12.5,0,45.6,0.9,33.3,"C32","U120","DE","DE4","DE40","DE40C","Woodland","Yes",1.327,1.5,NA,1.413,1.4135,0.06,1.37349226102203,0.032619230769231
46063270,191,NA,NA,NA,NA,1,5.9,5.98,10.65,9.2,1,35.8,1.1,108.5,"B32","U111","DE","DE4","DE40","DE40C","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46063374,151,NA,NA,NA,NA,2,5.7,5.89,28.4,8.1,0,34.7,1.1,172.7,"B16","U111","DE","DE8","DE80","DE80N","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46063684,87,NA,NA,NA,NA,1,4.6,4.82,157.9,404.7,0,119.5,20.1,161.1,"E30","U112","SE","SE2","SE22","SE221","Grassland","Yes",0.244,0.379,NA,0.312,0.3115,0.04,0.300479992579825,0.004792307692308
46063842,105,NA,NA,NA,NA,1,2.9,3.91,32.2,542.8,0,52.3,21.7,95,"C31","U120","SE","SE2","SE21","SE211","Woodland","Yes",0.22,0.29,NA,0.255,0.255,0.39,0.161736417988043,0.03825
46063882,196,NA,NA,NA,NA,1,4.6,4.89,63,55.6,0,16.8,3.9,171.9,"C10","U120","SE","SE2","SE21","SE211","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46064008,877,NA,NA,NA,NA,2,3.7,3.98,32.9,32.4,0,16.9,2.8,36.5,"C31","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46064040,114,NA,NA,NA,NA,1,2.9,3.69,54.1,533,0,45.4,20.8,131.2,"C31","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46064098,252,NA,NA,NA,NA,1,3.4,4.15,4.79,70.4,0,12.1,2.1,40.1,"C21","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46064116,101,NA,NA,NA,NA,1,4.4,4.73,55.9,60.5,0,18.5,4.7,130.9,"E10","U319","SE","SE3","SE31","SE312","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46064152,124,NA,NA,NA,NA,1,4.2,5.16,151.4,289,0,206.9,12.8,1014.5,"C21","U120","SE","SE3","SE31","SE312","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46064206,77,NA,NA,NA,NA,1,5.4,5.77,6.84,5.1,0,0,0.4,9,"C32","U120","SE","SE3","SE31","SE312","Woodland","Yes",0.735,0.961,NA,0.848,0.848,0.17,0.745156036223858,0.055446153846154
46064260,149,NA,NA,NA,NA,1,4,5.08,11.44,19,0,19.7,0.9,59.8,"C31","U120","SE","SE3","SE31","SE312","Woodland","Yes",0.208,NA,NA,NA,0.208,0.25,0.159183673469388,0.02
46064526,161,NA,NA,NA,NA,2,3.5,4.17,3.73,17.9,0,49.7,1,42.4,"C22","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46081642,149,16,42,13,45,1,7.4,7.78,17,10.2,78,9.5,1.3,472.4,"B12","U111","IT","ITG","ITG1","ITG12","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082242,112,NA,NA,NA,NA,1,7.7,8,33.2,9.6,402,6.9,1.6,191.1,"B52","U111","IT","ITI","ITI3","ITI33","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082278,167,NA,NA,NA,NA,2,7.7,8.26,18.59,7.5,545,7.2,0.9,176.3,"B12","U111","IT","ITI","ITI3","ITI32","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082542,152,NA,NA,NA,NA,1,4.3,4.78,6.34,14.4,0,0,2,136.4,"C10","U120","SI","SI0","SI04","SI043","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082588,83,32,5,61,34,1,6.3,6.53,78,378.3,107,48.4,19.1,364.9,"C32","U420","SI","SI0","SI04","SI043","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082606,124,9,16,20,64,2,3.6,3.88,14.94,87.4,1,16.9,6.3,88,"C21","U120","SI","SI0","SI04","SI042","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082614,94,NA,NA,NA,NA,1,7.2,7.59,27.6,68.7,363,0,2.5,66.2,"E20","U111","AT","AT2","AT21","AT211","Grassland","Yes",1.053,1.217,NA,1.135,1.135,0.01,1.1285766712379,0.004365384615385
46082638,90,13,8,49,43,1,3.6,4.27,15.45,146.3,0,30.5,7.9,142,"C23","U120","AT","AT2","AT21","AT212","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46082678,325,13,17,27,56,4,3.9,4.2,7.26,52,1,8.5,2.9,173.5,"C21","U120","AT","AT3","AT32","AT321","Woodland","Yes",0.303,0.686,NA,0.495,0.4945,0.13,0.441121734895286,0.024725
46082830,346,NA,NA,NA,NA,3,5.3,5.68,14.31,13.5,0,22,1.8,37.7,"B13","U111","AT","AT3","AT31","AT313","Cropland","Yes",1.216,1.257,NA,1.236,1.2365,0.12,1.1539765542784,0.057069230769231
46082944,322,NA,NA,NA,NA,3,5.5,5.83,5.97,15.8,0,49.4,1.9,111.5,"B11","U111","CZ","CZ0","CZ02","CZ020","Cropland","Yes",1.454,1.474,NA,1.464,1.464,0.36,1.17517752392714,0.202707692307692
46083010,187,NA,NA,NA,NA,1,6.3,6.42,9.38,18.2,0,61.6,1.8,177.3,"B11","U111","CZ","CZ0","CZ02","CZ020","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46083208,131,NA,NA,NA,NA,1,3.5,4.18,15.29,100.8,0,30.5,4.8,59.4,"C32","U120","DE","DE4","DE40","DE406","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46083280,422,NA,NA,NA,NA,1,6.9,7.12,15.1,6.8,5,43.4,0.9,78,"B14","U111","DE","DE4","DE40","DE409","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46083304,22,NA,NA,NA,NA,1,5.7,5.78,25.8,34.5,0,73.1,3.8,277,"E20","U111","DE","DE4","DE40","DE409","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46083316,350,NA,NA,NA,NA,1,4.1,4.4,20.7,10.3,0,39.4,1.3,189.4,"B11","U111","PL","PL4","PL42","PL428","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46083880,664,NA,NA,NA,NA,1,5,5.46,11.05,101.3,0,17.5,6.8,63.4,"C31","U120","SE","SE2","SE21","SE211","Woodland","Yes",0.142,0.254,NA,0.198,0.198,0.14,0.172115010807533,0.010661538461538
46083988,385,NA,NA,NA,NA,1,3.9,3.99,20.2,37.6,0,12.6,1.6,34.1,"C31","U120","SE","SE1","SE12","SE124","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46084348,300,NA,NA,NA,NA,1,4.1,4.31,20.7,19.5,0,12.8,1.1,46.7,"C33","U120","SE","SE3","SE31","SE313","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46084384,275,NA,NA,NA,NA,2,4,4.12,48.2,29.3,0,21.5,1.8,73,"E10","U120","SE","SE3","SE32","SE321","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46084432,246,NA,NA,NA,NA,1,4,4.35,11.48,20.5,0,17.7,1.2,36.7,"C31","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46084576,325,NA,NA,NA,NA,1,3.9,4.39,3.83,33.8,0,15.2,1.6,25.1,"C21","U120","SE","SE3","SE32","SE322","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
46084600,278,NA,NA,NA,NA,1,4.7,5.16,12.41,112,0,38.3,7.6,61.1,"C31","U120","SE","SE3","SE33","SE331","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
